@relation 'AlgoSelection-TestSet-weka.filters.unsupervised.attribute.Remove-R41-48-weka.filters.unsupervised.attribute.Remove-R41-48,57-63-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R49-56-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.instance.RemovePercentage-P50.0'

@attribute Kappa_tr_vs_tr-x1 numeric
@attribute Kappa_tr_vs_te numeric
@attribute Kappa_tr_vs_te-x1 numeric
@attribute Kappa_tr-x1_vs_te numeric
@attribute Kappa_tr-x1_vs_te-x1 numeric
@attribute Kappa_StDev numeric
@attribute Kappa_Range numeric
@attribute Kappa_Avg numeric
@attribute PercCorrect_tr_vs_tr-x1 numeric
@attribute PercCorrect_tr_vs_te numeric
@attribute PercCorrect_tr_vs_te-x1 numeric
@attribute PercCorrect_tr-x1_vs_te numeric
@attribute PercCorrect_tr-x1_vs_te-x1 numeric
@attribute PercCorrect_StDev numeric
@attribute PercCorrect_Range numeric
@attribute PercCorrect_Avg numeric
@attribute Weighted_AreaUnderROC_tr_vs_tr-x1 numeric
@attribute Weighted_AreaUnderROC_tr_vs_te numeric
@attribute Weighted_AreaUnderROC_tr_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_StDev numeric
@attribute Weighted_AreaUnderROC_Range numeric
@attribute Weighted_AreaUnderROC_Avg numeric
@attribute IR_Recall_tr_vs_tr-x1 numeric
@attribute IR_Recall_tr_vs_te numeric
@attribute IR_Recall_tr_vs_te-x1 numeric
@attribute IR_Recall_tr-x1_vs_te numeric
@attribute IR_Recall_tr-x1_vs_te-x1 numeric
@attribute IR_Recall_StDev numeric
@attribute IR_Recall_Range numeric
@attribute IR_Recall_Avg numeric
@attribute IR_Precision_tr_vs_tr-x1 numeric
@attribute IR_Precision_tr_vs_te numeric
@attribute IR_Precision_tr_vs_te-x1 numeric
@attribute IR_Precision_tr-x1_vs_te numeric
@attribute IR_Precision_tr-x1_vs_te-x1 numeric
@attribute IR_Precision_StDev numeric
@attribute IR_Precision_Range numeric
@attribute IR_Precision_Avg numeric
@attribute SF_Entropy_Gain_tr_vs_tr-x1 numeric
@attribute SF_Entropy_Gain_tr_vs_te numeric
@attribute SF_Entropy_Gain_tr_vs_te-x1 numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te-x1 numeric
@attribute SF_Entropy_Gain_StDev numeric
@attribute SF_Entropy_Gain_Range numeric
@attribute SF_Entropy_Gain_Avg numeric
@attribute KB_Relative_Information_tr_vs_tr-x1 numeric
@attribute KB_Relative_Information_tr_vs_te numeric
@attribute KB_Relative_Information_tr_vs_te-x1 numeric
@attribute KB_Relative_Information_tr-x1_vs_te numeric
@attribute KB_Relative_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Relative_Information_StDev numeric
@attribute KB_Relative_Information_Range numeric
@attribute KB_Relative_Information_Avg numeric
@attribute Unweighted_Macro_F_tr_vs_tr-x1 numeric
@attribute Unweighted_Macro_F_tr_vs_te numeric
@attribute Unweighted_Macro_F_tr_vs_te-x1 numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te-x1 numeric
@attribute Unweighted_Macro_F_StDev numeric
@attribute Unweighted_Macro_F_Range numeric
@attribute Unweighted_Macro_F_Avg numeric
@attribute TargetLabel {Bad,Good}

@data
0.013739,-0.033458,-0.008989,-0.047196,-0.022727,0.019857,0.047196,0.270916,2.967626,-0.489821,1.831262,-3.457447,-1.136364,1.608129,3.457447,64.390359,0.001055,-0.018491,-0.010309,-0.019545,-0.011364,0.009253,0.019545,0.632991,0.029676,-0.004898,0.018313,-0.034574,-0.011364,0.016081,0.034574,0.643904,0.004117,-0.030033,-0.016498,-0.03415,-0.020614,0.01572,0.03415,0.665981,1.185956,4.024383,4.762865,2.838427,3.576909,2.267218,4.762865,5.340779,226.938935,875.389301,949.237477,648.450366,722.298542,471.391213,949.237477,917.87841,0.013783,-0.009604,0.005211,-0.023387,-0.008572,0.009786,0.023387,0.619421,Good
-0.027488,0.318377,0.302201,0.345865,0.329689,0.187533,0.345865,0.360825,-0.675422,12.995951,15.809019,13.671374,16.484441,8.591821,16.484441,69.121459,-0.016085,0.080554,0.106631,0.096639,0.122717,0.059998,0.122717,0.790372,-0.006754,0.12996,0.15809,0.136714,0.164844,0.085918,0.164844,0.691215,-0.001744,-0.004901,0.162499,-0.003156,0.164243,0.082382,0.1674,0.728103,13.9788,157.704413,141.161586,143.725613,127.182787,82.713794,157.704413,65.699351,2976.052507,16521.00281,16937.48943,13544.9503,13961.43693,8884.630135,16937.48943,8877.971176,-0.014006,0.18538,0.15179,0.199387,0.165796,0.102459,0.199387,0.673384,Bad
0.014043,-0.041315,-0.058684,-0.055359,-0.072727,0.034161,0.072727,0.235532,0.431655,-3.398133,-3.204709,-3.829787,-3.636364,2.039845,3.829787,61.974451,-0.007162,0.002156,-0.01115,0.009318,-0.003988,0.006192,0.013306,0.664377,0.004317,-0.033981,-0.032047,-0.038298,-0.036364,0.020398,0.038298,0.619745,0.017108,-0.034476,-0.053757,-0.051584,-0.070865,0.032179,0.070865,0.635899,-4.037108,-11.886468,-11.1145,-7.84936,-7.077392,5.725792,11.886468,-9.356601,413.577205,1647.664079,1726.264414,1234.086874,1312.68721,871.690311,1726.264414,1699.27788,0.00458,-0.009497,-0.01298,-0.014078,-0.01756,0.008156,0.01756,0.608052,Good
0.011128,0.384353,0.311471,0.373225,0.300343,0.199933,0.384353,0.346272,3.671329,16.574708,16.730769,12.903379,13.059441,8.685183,16.730769,68.063491,0.034438,0.192265,0.14687,0.157827,0.112432,0.090982,0.192265,0.704364,0.017832,0.165747,0.167308,0.147915,0.149476,0.09129,0.167308,0.685355,0.000854,0.111108,0.165692,0.110254,0.164838,0.082718,0.165692,0.705314,126.584915,-23328.38584,-53339.77539,-23454.97076,-53466.36031,25329.21911,53466.36031,-65279.94215,6772.354962,25333.38914,26712.49949,18561.03418,19940.14453,13370.44728,26712.49949,14239.13652,0.007984,0.198778,0.157064,0.190793,0.14908,0.101904,0.198778,0.668902,Bad
0.003868,0.274622,0.208148,0.270754,0.204279,0.140894,0.274622,0.140542,1.114954,3.89176,11.328918,2.776807,10.213964,5.099676,11.328918,59.947713,-0.004676,0.276992,0.243301,0.281667,0.247977,0.15218,0.281667,0.600153,0.01115,0.038918,0.113289,0.027768,0.10214,0.050997,0.113289,0.599477,-0.002273,0.052895,0.127822,0.055168,0.130095,0.061049,0.130095,0.619917,5.158535,67.938612,69.592631,62.780077,64.434096,38.276653,69.592631,22.290714,725.257745,9494.856056,9982.127677,8769.59831,9256.869932,5424.897022,9982.127677,4693.930888,0.005311,0.118803,0.118663,0.113492,0.113353,0.067053,0.118803,0.551615,Bad
0.00793,0.867513,0.897791,0.859582,0.88986,0.507471,0.897791,0.473713,0.506993,36.799235,45,36.292242,44.493007,23.705569,45,75.384982,0.000868,0.437218,0.467533,0.43635,0.466665,0.261222,0.467533,0.76905,0.00507,0.367992,0.45,0.362922,0.44493,0.237056,0.45,0.75385,0.004784,0.335722,0.449411,0.330938,0.444627,0.230007,0.449411,0.762188,56.547528,364.047191,373.939503,307.499663,317.391975,198.105674,373.939503,143.464554,5654.751086,31365.21964,34044.62232,25710.46856,28389.87123,17437.94164,34044.62232,16528.20411,0.00397,0.436742,0.456675,0.432773,0.452705,0.256896,0.456675,0.73416,Bad
0.007889,0.363986,0.363986,0.356098,0.356098,0.207895,0.363986,0.180021,1.041276,49.767206,18.846154,48.725931,17.804878,23.238578,49.767206,51.432495,0.005575,0.272431,0.193127,0.266856,0.187551,0.136695,0.272431,0.609232,0.010413,0.497672,0.188462,0.487259,0.178049,0.232386,0.497672,0.514325,0.02062,0.662269,0.448669,0.641648,0.428049,0.326712,0.662269,0.41578,13.678847,202.545656,83.121568,188.866809,69.442721,92.590552,202.545656,-6.361854,2038.025393,15666.08992,9624.964247,13628.06453,7586.938854,7199.541889,15666.08992,2837.404831,0.00286,0.520688,0.347576,0.517828,0.344715,0.259627,0.520688,0.463128,Bad
-0.002985,0.196893,0.153547,0.199878,0.156532,0.103555,0.199878,0.201818,-0.156456,23.168136,7.670121,23.324592,7.826577,10.958627,23.324592,56.756427,-0.001081,0.067369,0.077185,0.068449,0.078266,0.042234,0.078266,0.608884,-0.001565,0.231681,0.076701,0.233246,0.078266,0.109586,0.233246,0.567564,-0.000152,-0.092614,0.012244,-0.092462,0.012396,0.04867,0.104858,0.665852,-10714,-102741,-158520,-92027,-147806,75952.82115,158520,-124820.25,600,17100,13600,16500,13000,8809.228116,17100,6775,-0.00174,0.233817,0.137402,0.235557,0.139142,0.114636,0.235557,0.551699,Bad
0.011283,0.662,0.663596,0.650717,0.652313,0.379438,0.663596,0.467307,1.064728,12.945344,33.680371,11.880616,32.615643,15.647027,33.680371,78.654312,0.000734,0.338457,0.362514,0.337723,0.36178,0.20238,0.362514,0.798859,0.010647,0.129453,0.336804,0.118806,0.326156,0.15647,0.336804,0.786543,0.008795,0.16683,0.260512,0.158035,0.251717,0.126784,0.260512,0.796478,82.842876,325.810509,364.956216,242.967633,282.113341,179.434775,364.956216,163.121442,8389.166669,31589.8287,36089.78073,23200.66203,27700.61406,17551.38165,36089.78073,17484.03992,0.005728,0.336201,0.39681,0.330473,0.391082,0.211415,0.39681,0.71606,Bad
0.021966,0.188593,0.165906,0.166626,0.143939,0.096856,0.188593,0.003608,9.685175,-1.354532,16.882145,-11.039707,7.19697,8.596957,18.236677,57.169857,-0.007071,0.158741,0.122323,0.165812,0.129394,0.084545,0.165812,0.651449,0.096852,-0.013545,0.168821,-0.110397,0.07197,0.08597,0.182367,0.571699,0.031691,0.230325,0.463611,0.198634,0.431921,0.213975,0.463611,0.523381,47.989962,50.735783,64.561548,2.745821,16.571586,28.164189,64.561548,20.967183,4799.030695,9463.627666,10922.40412,4664.596971,6123.373425,4943.615847,10922.40412,5118.494187,0.043088,0.07551,0.150986,0.032422,0.107898,0.063734,0.150986,0.401419,Bad
0.020947,0.864883,0.884583,0.843936,0.863636,0.499119,0.884583,0.260162,1.737434,40.311102,44.919252,38.573668,43.181818,24.186041,44.919252,64.086396,0.009194,0.534228,0.524719,0.525034,0.515525,0.303086,0.534228,0.665483,0.017374,0.403111,0.449193,0.385737,0.431818,0.24186,0.449193,0.640864,0.015999,0.353803,0.453824,0.337804,0.437825,0.232235,0.453824,0.652057,77.345934,373.248854,356.185879,295.902919,278.839945,190.998883,373.248854,70.816333,7754.794926,30209.67721,30713.94927,22454.88229,22959.15435,15672.97812,30713.94927,12409.19091,0.010591,0.441081,0.450016,0.43049,0.439426,0.254243,0.450016,0.625955,Bad
0,0,0,0,0,0,0,0,10.479042,-9.17613,10.479042,-19.655172,0,9.471332,19.655172,57.533554,0,0,0,0,0,0,0,0.5,0.10479,-0.091761,0.10479,-0.196552,0,0.094713,0.196552,0.575336,0.115771,-0.119413,0.115771,-0.235184,0,0.112431,0.235184,0.337739,105,-165040,-164983,-165145,-165088,95299.75732,165145,-129671.5,10500,4800,10500,-5700,0,5070.502934,10500,4050,0.043532,-0.033703,0.043532,-0.077236,0,0.03748,0.077236,0.363525,Bad
0,0,0,0,0,0,0,0,9.73025,-6.936416,9.73025,-16.666667,0,8.129294,16.666667,56.599229,0,0,0,0,0,0,0,0.5,0.097303,-0.069364,0.097303,-0.166667,0,0.081293,0.166667,0.565992,0.10677,-0.087674,0.10677,-0.194444,0,0.094032,0.194444,0.325304,101,-162900,-162843,-163001,-162944,94063.07247,163001,-142536.5,10100,4400,10100,-5700,0,4902.040392,10100,3950,0.040611,-0.026055,0.040611,-0.066667,0,0.032744,0.066667,0.360153,Bad
0,0,0,0,0,0,0,0,7.692308,-15.082561,7.692308,-22.774869,0,10.736294,22.774869,57.616794,0,0,0,0,0,0,0,0.5,0.076923,-0.150826,0.076923,-0.227749,0,0.107363,0.227749,0.576168,0.08284,-0.196778,0.08284,-0.279618,0,0.131915,0.279618,0.340615,80,-180103,-180016,-180183,-180096,103980.506,180183,-145750.25,8000,-700,8000,-8700,0,4829.337429,8700,4175,0.03252,-0.055358,0.03252,-0.087879,0,0.041458,0.087879,0.363433,Bad
-0.129393,0.177553,0.111866,0.306946,0.241259,0.134635,0.306946,0.148782,-7.502011,6.891928,4.560926,14.393939,12.062937,6.342413,14.393939,57.419369,-0.072149,0.109081,0.08482,0.18123,0.15697,0.082851,0.18123,0.640181,-0.07502,0.068919,0.045609,0.143939,0.120629,0.063424,0.143939,0.574194,-0.034355,0.097119,0.085671,0.131474,0.120026,0.064404,0.131474,0.587956,-8.914188,4.566127,2.901727,13.480315,11.815915,6.005812,13.480315,2.771515,-379.780741,996.029894,903.906755,1375.810636,1283.687496,677.160219,1375.810636,583.031787,-0.07602,0.079135,0.047181,0.155155,0.1232,0.067417,0.155155,0.570321,Bad
-0.040041,0.728424,0.727636,0.768466,0.767677,0.432197,0.768466,0.373631,-1.757092,34.902609,36.626747,36.6597,38.383838,21.179832,38.383838,69.183681,-0.009979,0.386736,0.38584,0.396714,0.395819,0.225941,0.396714,0.697903,-0.017571,0.349026,0.366267,0.366597,0.383838,0.211798,0.383838,0.691837,-0.009407,0.298518,0.375413,0.307925,0.38482,0.199782,0.38482,0.709282,-5344.400991,2343.584705,-3500.143243,7687.985696,1844.257747,3451.588776,7687.985696,-14666.04559,6238.192684,36002.02586,36566.1111,29763.83318,30327.91842,19317.79833,36566.1111,16899.91409,-0.020479,0.375911,0.36432,0.396391,0.384799,0.219808,0.396391,0.683347,Bad
0.009262,0.875417,0.822393,0.866155,0.813131,0.487937,0.875417,0.486534,0.606363,38.567004,41.262929,37.960641,40.656566,22.897681,41.262929,75.699309,0.009826,0.441932,0.416392,0.432106,0.406566,0.245195,0.441932,0.744809,0.006064,0.38567,0.412629,0.379606,0.406566,0.228977,0.412629,0.756993,0.006397,0.366285,0.409242,0.359888,0.402845,0.222736,0.409242,0.764336,-2043,44390,20819,46433,22862,21684.025,46433,-37844.5,10100,43800,45100,33700,35000,23124.37387,45100,21150,0.004638,0.439332,0.42297,0.434694,0.418332,0.247683,0.439332,0.739886,Bad
-0.062849,0.526123,0.52503,0.588971,0.587879,0.322607,0.588971,0.323409,-2.529976,25.945201,26.863963,28.475177,29.393939,16.012782,29.393939,66.566893,-0.038158,0.176617,0.188484,0.214775,0.226643,0.117549,0.226643,0.703856,-0.0253,0.259452,0.26864,0.284752,0.293939,0.160128,0.293939,0.665669,-0.039063,0.265061,0.265511,0.304123,0.304574,0.165211,0.304574,0.667921,-2399.700602,-6230.603559,-5116.094182,-3830.902957,-2716.39358,2799.55571,6230.603559,-7822.773224,454.886915,7689.498717,7829.053224,7234.611803,7374.166309,4352.841975,7829.053224,4025.268967,-0.029859,0.270858,0.274622,0.300717,0.304481,0.16654,0.304481,0.656051,Good
0.023391,0.333048,0.378479,0.309656,0.355088,0.19974,0.378479,0.298198,2.265478,8.744939,20.019894,6.479461,17.754415,8.975568,20.019894,67.43473,-0.000981,0.164899,0.254451,0.165881,0.255433,0.126728,0.255433,0.692071,0.022655,0.087449,0.200199,0.064795,0.177544,0.089756,0.200199,0.674347,0.022086,0.008959,0.199861,-0.013128,0.177775,0.09519,0.199861,0.694862,23.987855,114.967175,125.304483,90.97932,101.316628,63.339849,125.304483,51.299628,3493.554202,12843.92961,15414.72419,9350.375404,11921.16999,7365.109015,15414.72419,7622.986076,0.012049,0.177073,0.191373,0.165024,0.179324,0.103166,0.191373,0.645831,Bad
0,0,0,0,0,0,0,0,11.061947,0.455886,11.061947,-10.606061,0,6.257783,11.061947,55.417002,-0.011801,0.155247,0.177701,0.167048,0.189502,0.100058,0.189502,0.530846,0.110619,0.004559,0.110619,-0.106061,0,0.062578,0.110619,0.55417,0.122856,0.005547,0.122856,-0.117309,0,0.069367,0.122856,0.310041,24.999957,-13545.64699,-13538.64826,-13570.64695,-13563.64822,7825.786619,13570.64695,-12372.44447,2500,1800.385575,2500.25705,-699.614425,0.25705,1180.464387,2500.25705,799.839344,0.045788,0.001762,0.045788,-0.044025,0,0.025937,0.045788,0.355787,Bad
-0.002928,-0.033458,-0.008989,-0.03053,-0.006061,0.01521,0.033458,0.275082,2.134293,-0.489821,1.831262,-2.624113,-0.30303,1.307475,2.624113,64.598692,-0.001167,-0.015763,-0.00721,-0.014596,-0.006042,0.007214,0.015763,0.63209,0.021343,-0.004898,0.018313,-0.026241,-0.00303,0.013075,0.026241,0.645987,-0.008781,-0.030033,-0.016498,-0.021252,-0.007716,0.012733,0.030033,0.669205,-4276.999906,-34275.7362,-34272.73637,-29998.73629,-29995.73646,18635.55668,34275.7362,-33206.63188,1100.009421,2826.380062,3126.363414,1726.370641,2026.353993,1476.173242,3126.363414,2536.811776,0.006496,-0.009604,0.005211,-0.0161,-0.001285,0.007314,0.0161,0.621243,Good
-0.004279,0.32255,0.32255,0.326829,0.326829,0.187468,0.326829,0.162345,-0.572233,46.690283,15.769231,47.262516,16.341463,22.147007,47.262516,50.29741,0.005044,0.478139,0.48465,0.473095,0.479606,0.276498,0.48465,0.480504,-0.005722,0.466903,0.157692,0.472625,0.163415,0.22147,0.472625,0.502974,0.02097,0.651091,0.437492,0.630121,0.416521,0.320407,0.651091,0.410103,-8.095945,219.589255,55.586562,227.6852,63.682507,105.738572,227.6852,-44.074294,1252.092426,17720.47979,10610.77085,16468.38736,9358.678427,8354.201551,17720.47979,3005.017366,-0.006393,0.495224,0.322111,0.501616,0.328504,0.248083,0.501616,0.452709,Bad
0.004634,0.616103,0.606033,0.611469,0.601399,0.351492,0.616103,0.357032,0.699301,30.250705,30.769231,29.551404,30.06993,17.416694,30.769231,68.224037,-0.000648,0.348723,0.348206,0.349371,0.348854,0.201374,0.349371,0.698174,0.006993,0.302507,0.307692,0.295514,0.300699,0.174167,0.307692,0.68224,0.004566,0.209501,0.307148,0.204936,0.302583,0.153118,0.307148,0.705787,-3421.894111,-2522.603384,-16085.98143,899.290727,-12664.08732,7199.448713,16085.98143,-24989.80941,5999.999999,33686.91353,34455.03423,27686.91353,28455.03423,18108.01317,34455.03423,16496.70565,0.00254,0.329212,0.303377,0.326672,0.300837,0.182188,0.329212,0.673049,Bad
0.034114,0.600436,0.649757,0.566322,0.615643,0.351905,0.649757,0.225232,1.890244,4.473684,32.672414,2.58344,30.78217,15.385215,32.672414,67.740915,0.027526,0.306052,0.335348,0.278525,0.307822,0.177968,0.335348,0.616392,0.018902,0.044737,0.326724,0.025834,0.307822,0.153852,0.326724,0.677409,0.032419,0.119093,0.413349,0.086674,0.38093,0.188259,0.413349,0.650285,-18148,-81256,-90828,-63108,-72680,45220.05296,90828,-77580,7600,21600,29200,14000,21600,13220.18658,29200,14000,0.016035,0.306135,0.415873,0.290099,0.399838,0.208765,0.415873,0.586918,Bad
-0.006358,-0.088111,-0.074539,-0.081754,-0.068182,0.045531,0.088111,0.285894,2.248201,-3.336905,-1.160889,-5.585106,-3.409091,2.328937,5.585106,65.3106,-0.009283,-0.043374,-0.043374,-0.034091,-0.034091,0.022681,0.043374,0.639725,0.022482,-0.033369,-0.011609,-0.055851,-0.034091,0.023289,0.055851,0.653106,-0.013298,-0.150728,-0.147493,-0.137429,-0.134195,0.08244,0.150728,0.727684,-4277,-36424,-36421,-32147,-32144,19870.74084,36424,-33206.5,1100,2400,2700,1300,1600,1244.98996,2700,2550,0.006485,-0.017769,-0.006035,-0.024254,-0.01252,0.010316,0.024254,0.612555,Good
0.01172,0.716574,0.724638,0.704854,0.712919,0.4127,0.724638,0.361405,1.251948,34.851097,36.897881,33.599149,35.645933,20.374299,36.897881,68.647649,-0.000385,0.42757,0.434957,0.427955,0.435342,0.24912,0.435342,0.660788,0.012519,0.348511,0.368979,0.335991,0.356459,0.203743,0.368979,0.686476,0.008204,0.309295,0.368657,0.301091,0.360453,0.194881,0.368657,0.697118,40.989996,451.730548,342.02527,410.740551,301.035274,222.502292,451.730548,-108.239088,7314.130049,33994.87701,34590.52598,26680.74696,27276.39593,17939.41536,34590.52598,14921.53991,0.006153,0.365299,0.363178,0.359146,0.357024,0.208534,0.365299,0.678556,Bad
0.032267,-0.07743,-0.027173,-0.109697,-0.059441,0.046428,0.109697,-0.086012,10.800483,-3.593457,7.828455,-14.393939,-2.972028,6.691578,14.393939,50.223431,0.022563,-0.034081,-0.007158,-0.056643,-0.02972,0.023342,0.056643,0.45905,0.108005,-0.035935,0.078285,-0.143939,-0.02972,0.066916,0.143939,0.502234,0.085912,-0.053774,0.035378,-0.139686,-0.050534,0.058835,0.139686,0.424296,6.135405,-11.718471,-8.962824,-17.853877,-15.09823,8.213855,17.853877,-9.722127,763.328175,-64.315135,211.249559,-827.64331,-552.078616,376.071011,827.64331,-126.731814,0.051724,-0.025538,0.028907,-0.077262,-0.022817,0.033687,0.077262,0.383189,Bad
0.002184,0.857033,0.80027,0.854849,0.798086,0.478354,0.857033,0.466479,0.112813,48.616601,40.017092,48.503788,39.904279,25.793854,48.616601,71.88452,0.000608,0.452485,0.413068,0.451877,0.41246,0.250206,0.452485,0.773043,0.001128,0.486166,0.400171,0.485038,0.399043,0.257939,0.486166,0.718845,0.001318,0.30894,0.398992,0.307622,0.397674,0.207269,0.398992,0.764208,17.67814,411.02599,361.023777,393.34785,343.345637,218.842034,411.02599,137.343517,1768.542143,34283.2078,33037.76661,32514.66566,31269.22447,18943.95046,34283.2078,16439.26894,0.00109,0.493926,0.405545,0.492836,0.404455,0.261839,0.493926,0.715512,Bad
0,0,0,0,0,0,0,0,6.834532,3.643043,6.834532,-3.191489,0,3.254031,6.834532,52.506505,0,0,0,0,0,0,0,0.5,0.068345,0.03643,0.068345,-0.031915,0,0.03254,0.068345,0.525065,0.073016,0.040083,0.073016,-0.032933,0,0.034687,0.073016,0.276487,3.511954,1.923424,2.477943,-1.588529,-1.03401,1.474044,3.511954,-0.099025,351.195383,295.743481,351.195383,-55.451903,0,168.396959,351.195383,101.661822,0.029052,0.015163,0.029052,-0.013889,0,0.013856,0.029052,0.344069,Bad
0,0,0,0,0,0,0,0,-6.834532,-3.643043,-6.834532,3.191489,0,3.254031,6.834532,47.493495,0,0,0,0,0,0,0,0.5,-0.068345,-0.03643,-0.068345,0.031915,0,0.03254,0.068345,0.474935,-0.063674,-0.032778,-0.063674,0.030896,0,0.030403,0.063674,0.226357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031826,-0.017333,-0.031826,0.014493,0,0.015128,0.031826,0.321754,Bad
0.011833,0.002487,-0.01544,-0.009346,-0.027273,0.011318,0.027273,0.212113,1.870504,0.168376,0.506867,-1.702128,-1.363636,0.849282,1.870504,61.234067,0.001864,-0.03445,-0.047838,-0.036313,-0.049702,0.024911,0.049702,0.674747,0.018705,0.001684,0.005069,-0.017021,-0.013636,0.008493,0.018705,0.612341,0.010251,-0.016788,-0.037097,-0.027039,-0.047348,0.020713,0.047348,0.625326,5.192477,1.55411,2.493265,-3.638367,-2.699213,2.179429,5.192477,0.16332,674.672702,1673.933347,1767.997547,999.260645,1093.324845,845.861521,1767.997547,1476.824857,0.008921,0.019587,0.017002,0.010665,0.008081,0.008841,0.019587,0.593503,Good
0.028778,0.667897,0.64494,0.639119,0.616162,0.37098,0.667897,0.173172,3.854412,34.396036,34.662493,30.541623,30.808081,18.888779,34.662493,59.616076,-0.002448,0.368028,0.333851,0.370476,0.336299,0.203802,0.370476,0.660542,0.038544,0.34396,0.346625,0.305416,0.308081,0.188888,0.346625,0.596161,0.009393,0.285881,0.357545,0.276487,0.348151,0.185392,0.357545,0.623827,58.438564,221.678764,188.369705,163.2402,129.93114,105.150148,221.678764,7.53951,6466.728253,20603.91337,20389.19544,14137.18512,13922.46718,10310.99862,20603.91337,8262.253868,0.018865,0.346022,0.322531,0.327158,0.303666,0.187952,0.346022,0.577759,Bad
0,0,0,0,0,0,0,0,11.061947,0.455886,11.061947,-10.606061,0,6.257783,11.061947,55.417002,0,0,0,0,0,0,0,0.5,0.110619,0.004559,0.110619,-0.106061,0,0.062578,0.110619,0.55417,0.122856,0.005547,0.122856,-0.117309,0,0.069367,0.122856,0.310041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045788,0.001762,0.045788,-0.044025,0,0.025937,0.045788,0.355787,Bad
0.01307,0.329408,0.294888,0.316338,0.281818,0.177088,0.329408,0.135546,2.447552,5.805477,16.538462,3.357925,14.090909,7.292925,16.538462,60.340589,0.002424,0.159866,0.143333,0.157442,0.140909,0.087094,0.159866,0.566927,0.024476,0.058055,0.165385,0.033579,0.140909,0.072929,0.165385,0.603406,0.007905,0.071039,0.160971,0.063135,0.153066,0.074455,0.160971,0.600992,-17104,-105997,-130612,-88893,-113508,64536.38193,130612,-122927.75,4800,13100,17200,8300,12400,7799.305525,17200,8425,0.010878,0.16269,0.189894,0.151812,0.179016,0.099364,0.189894,0.553647,Bad
0.01603,0.656807,0.686005,0.640776,0.669975,0.38325,0.686005,0.173881,2.621951,9.078947,36.12069,6.456996,33.498738,16.555765,36.12069,65.544603,-0.003452,0.205979,0.296976,0.209431,0.300428,0.15084,0.300428,0.632267,0.02622,0.090789,0.361207,0.06457,0.334987,0.165558,0.361207,0.655446,0.012249,0.128289,0.476705,0.11604,0.464456,0.222567,0.476705,0.619313,-4221.975617,-28837.17769,-34139.71735,-24615.20208,-29917.74174,17185.32457,34139.71735,-34526.30753,7965.179451,21400.98207,28012.41021,13435.80261,20047.23076,12689.446,28012.41021,12988.92805,0.00974,0.329946,0.44018,0.320205,0.43044,0.224105,0.44018,0.560491,Bad
0.026611,0.693637,0.65773,0.667026,0.631119,0.382859,0.693637,0.159389,3.127514,34.566908,34.683458,31.439394,31.555944,19.130738,34.683458,58.89668,0.006668,0.513981,0.538981,0.507313,0.532313,0.302224,0.538981,0.581766,0.031275,0.345669,0.346835,0.314394,0.315559,0.191307,0.346835,0.588967,0.018209,0.335733,0.348516,0.317523,0.330307,0.192483,0.348516,0.591651,12.637853,1069.836428,827.811175,1057.198575,815.173322,553.077273,1069.836428,-437.569121,1318.211909,4933.108906,4866.880658,3614.896997,3548.668749,2507.068172,4933.108906,1591.746194,0.015312,0.346627,0.335893,0.331315,0.320581,0.192758,0.346627,0.576728,Bad
0.009484,0.658619,0.611849,0.649134,0.602365,0.364536,0.658619,0.426996,0.476779,37.701429,30.595022,37.22465,30.118243,19.792601,37.701429,70.158471,0.006157,0.345354,0.334692,0.339197,0.328535,0.1946,0.345354,0.715735,0.004768,0.377014,0.30595,0.372247,0.301182,0.197926,0.377014,0.701585,0.00514,0.201687,0.301774,0.196547,0.296634,0.149558,0.301774,0.747516,-36.3993,5141.844485,-6987.439194,5178.243785,-6951.039894,4979.247625,12129.28368,-16029.84504,2399.99533,37560.59534,36477.99125,35160.60001,34077.99592,20708.19439,37560.59534,18352.71994,0.00474,0.385966,0.313897,0.381226,0.309157,0.202819,0.385966,0.69727,Bad
