KB_Relative_Information_tr_vs_tr-x1,KB_Relative_Information_tr_vs_te,KB_Relative_Information_tr-x1_vs_te,KB_Relative_Information_tr-x1_vs_te-x1,KB_Relative_Information_tr_vs_te-x1,KB_Relative_Information_Range,KB_Relative_Information_Avg,KB_Relative_Information_StDev,Kappa_tr-x1_vs_te,Kappa_tr_vs_te,Kappa_tr_vs_tr-x1,Kappa_tr-x1_vs_te-x1,Kappa_tr_vs_te-x1,Kappa_Range,Kappa_Avg,Kappa_StDev,IR_Recall_tr-x1_vs_te-x1,IR_Recall_tr_vs_te-x1,IR_Recall_tr_vs_tr-x1,IR_Recall_tr_vs_te,IR_Recall_tr-x1_vs_te,IR_Recall_Range,IR_Recall_StDev,IR_Recall_Avg,PercCorrect_tr_vs_tr-x1,PercCorrect_tr-x1_vs_te-x1,PercCorrect_tr_vs_te-x1,PercCorrect_tr-x1_vs_te,PercCorrect_tr_vs_te,PercCorrect_Range,PercCorrect_Avg,PercCorrect_StDev,Unweighted_Macro_F_tr_vs_tr-x1,Unweighted_Macro_F_tr_vs_te-x1,Unweighted_Macro_F_tr_vs_te,Unweighted_Macro_F_tr-x1_vs_te-x1,Unweighted_Macro_F_tr-x1_vs_te,Unweighted_Macro_F_Range,Unweighted_Macro_F_Avg,Unweighted_Macro_F_StDev,IR_Precision_tr_vs_te,IR_Precision_tr_vs_te-x1,IR_Precision_tr-x1_vs_te,IR_Precision_tr-x1_vs_te-x1,IR_Precision_tr_vs_tr-x1,IR_Precision_Range,IR_Precision_StDev,IR_Precision_Avg,SF_Entropy_Gain_tr_vs_te,SF_Entropy_Gain_tr-x1_vs_te,SF_Entropy_Gain_tr_vs_te-x1,SF_Entropy_Gain_tr-x1_vs_te-x1,SF_Entropy_Gain_tr_vs_tr-x1,SF_Entropy_Gain_Range,SF_Entropy_Gain_Avg,SF_Entropy_Gain_StDev,KB_Mean_Information_tr_vs_te,KB_Mean_Information_tr-x1_vs_te-x1,KB_Mean_Information_tr_vs_tr-x1,KB_Mean_Information_tr-x1_vs_te,KB_Mean_Information_tr_vs_te-x1,KB_Mean_Information_Range,KB_Mean_Information_Avg,KB_Mean_Information_StDev,Weighted_AreaUnderROC_tr_vs_te-x1,Weighted_AreaUnderROC_tr_vs_tr-x1,Weighted_AreaUnderROC_tr-x1_vs_te,Weighted_AreaUnderROC_tr-x1_vs_te-x1,Weighted_AreaUnderROC_tr_vs_te,Weighted_AreaUnderROC_Range,Weighted_AreaUnderROC_Avg,Weighted_AreaUnderROC_StDev,TargetLabel
4745.42781,11584.6538,6839.22599,8485.86904,13231.29685,13231.29685,5555.0263,6146.04835,0.3436,0.372,0.02839,0.33493,0.36332,0.372,0.22502,0.20443,0.16746,0.2155,0.04803,0.08099,0.03296,0.2155,0.09243,0.65568,4.80313,16.74641,21.54954,3.29612,8.09925,21.54954,65.56814,9.24332,0.02309,0.28059,0.22639,0.2575,0.20331,0.28059,0.56156,0.14174,0.16927,0.15663,0.16651,0.15387,0.00276,0.16927,0.09343,0.68862,120.74532,73.46575,136.99682,89.71725,47.27956,136.99682,40.50531,64.09201,0.16986,0.22125,0.05326,0.1166,0.27451,0.27451,0.12502,0.12266,0.43751,0.00686,0.44927,0.43065,0.45613,0.45613,0.6222,0.25612,Bad
632.18993,22843.73115,22211.54122,19428.14485,20060.33478,22843.73115,10604.36644,12258.34892,0.36872,0.36308,-0.00564,0.27117,0.26553,0.36872,0.27195,0.18739,0.13559,0.13038,-0.0052,0.28489,0.29009,0.29009,0.13681,0.60895,-0.52042,13.55856,13.03814,29.00932,28.4889,29.00932,60.89459,13.68084,-0.00369,0.15284,0.28403,0.15652,0.28772,0.28772,0.60228,0.138,0.04597,0.12183,0.04556,0.12142,0.0004,0.12183,0.0574,0.68256,-33447.64061,-29847.6689,-42458.82294,-38858.85122,-3599.97171,42458.82294,-28630.92088,21245.68813,0.51945,0.24152,-0.00983,0.52928,0.23169,0.52928,0.23935,0.24914,0.1519,0.00066,0.15587,0.15124,0.15653,0.15653,0.71615,0.08886,Bad
2415.46398,45472.01906,43056.55507,42676.14691,45091.61089,45472.01906,22986.47219,25465.75726,0.81814,0.81875,0.00061,0.82534,0.82595,0.82595,0.57678,0.47462,0.41267,0.41299,0.00032,0.44162,0.4413,0.44162,0.24689,0.78034,0.03212,41.26689,41.29901,44.13024,44.16236,44.16236,78.03374,24.68899,0.0003,0.42244,0.45349,0.42214,0.45319,0.45349,0.775,0.25309,0.27672,0.40514,0.2764,0.40482,0.00032,0.40514,0.20361,0.82353,650.6746,626.51996,540.84098,516.68634,24.15464,650.6746,158.36818,340.10112,0.86057,0.75882,0.00083,0.85974,0.75966,0.86057,0.5084,0.46929,0.41555,0.00001,0.39538,0.41554,0.39538,0.41555,0.79718,0.23424,Bad
9620.05146,26224.52062,16604.46917,21364.09108,30984.14253,30984.14253,14219.08601,14419.53173,0.48343,0.52794,0.0445,0.54567,0.59017,0.59017,0.36848,0.31149,0.27283,0.3059,0.03307,0.12986,0.09679,0.3059,0.13734,0.72318,3.30675,27.28343,30.59019,9.67908,12.98583,30.59019,72.31777,13.7335,0.02348,0.3121,0.26463,0.28862,0.24115,0.3121,0.67916,0.16117,0.10772,0.29975,0.08535,0.27739,0.02236,0.29975,0.13634,0.73257,818.46664,567.81967,514.86655,264.21958,250.64698,818.46664,-279.29478,351.44977,0.28541,0.52964,0.07507,0.21034,0.60472,0.60472,0.35344,0.27072,0.40238,0.04343,0.32913,0.35895,0.37256,0.40238,0.70968,0.21226,Bad
2725.73748,7630.82276,4905.08528,5860.76238,8586.49986,8586.49986,4087.14341,4069.28328,0.18771,0.21248,0.02477,0.15542,0.18019,0.21248,0.1448,0.1075,0.07771,0.12706,0.04934,-0.02925,-0.07859,0.15631,0.06836,0.62475,4.93433,7.77124,12.70557,-7.85944,-2.9251,15.63067,62.47514,6.83628,0.02213,0.12702,0.0997,0.10489,0.07758,0.12702,0.55554,0.06078,-0.05096,0.09909,-0.0684,0.08166,0.01743,0.15005,0.0623,0.63524,7480.15087,13907.44802,-11810.39319,-5383.09603,-6427.29715,19290.54405,-12343.4719,8323.00084,0.09124,0.10795,0.02096,0.07028,0.12891,0.12891,0.10939,0.06014,0.09235,0.01041,0.10856,0.08194,0.11897,0.11897,0.55891,0.05916,Bad
9016.00123,39940.27961,30924.27838,30828.23989,39844.24112,39940.27961,15861.95132,20758.08749,0.88694,0.8966,0.00966,0.96997,0.97963,0.97963,0.25816,0.53991,0.48505,0.49326,0.00821,0.44068,0.43246,0.49326,0.26812,0.63272,1.47281,47.85354,49.32635,42.59492,44.06773,49.32635,63.10963,26.62887,0.00467,0.49027,0.46627,0.4856,0.46159,0.49027,0.62424,0.27496,0.37688,0.49919,0.36439,0.48671,0.01248,0.49919,0.2543,0.65147,27200.29723,30300.34858,4686.80803,7786.85938,-3100.05135,30300.34858,-43266.60847,13714.45757,0.88925,0.9416,0.02064,0.86862,0.96224,0.96224,0.29169,0.52943,0.55442,0.02798,0.51226,0.52644,0.54024,0.55442,0.63998,0.30819,Bad
552.38822,8843.44415,8291.05593,7828.81571,8381.20393,8843.44415,3990.04707,4821.84134,1.07547,0.89673,-0.17874,1,0.82126,1.07547,0.43645,0.55324,0.5,0.4115,-0.0885,0.48726,0.57576,0.57576,0.28894,0.70894,-8.84956,50,41.15044,57.57576,48.7262,57.57576,70.89367,28.89388,-0.09008,0.41666,0.4878,0.50675,0.57788,0.57788,0.70632,0.2909,0.45406,0.42789,0.52617,0.5,-0.07211,0.52617,0.27719,0.72543,1592.0038,7024.82613,-403.09077,5029.73156,-5432.82233,7024.82613,-4293.02583,3039.1789,0.87038,0.87525,-0.14927,1.01965,0.72598,1.01965,0.38463,0.511,0.37068,-0.07311,0.48555,0.44379,0.41244,0.48555,0.74939,0.24955,Bad
200,16800,16600,7200,7400,16800,1300,7920.4377,0.17561,0.15469,-0.02092,0.17561,0.15469,0.17561,0.08257,0.09573,0.0878,0.07115,-0.01665,0.38036,0.39702,0.39702,0.18506,0.46244,-1.6651,8.78049,7.11538,39.70154,38.03644,39.70154,46.2437,18.50584,-0.01795,0.23564,0.40875,0.25358,0.4267,0.4267,0.41236,0.20398,0.56598,0.35238,0.55216,0.33857,0.01382,0.56598,0.27535,0.36934,-107032,-49146,-207894,-150008,-57886,207894,-145779,88089.64453,0.76073,0.17561,-0.0333,0.79403,0.14231,0.79403,-0.07513,0.37012,0.08215,-0.00565,0.0878,0.0878,0.08215,0.0878,0.54249,0.04912,Good
7136.68258,14700.27825,7563.59567,12334.14757,19470.83014,19470.83014,9503.23519,8554.92542,0.23693,0.27451,0.03758,0.31119,0.34876,0.34876,0.287,0.17246,0.15559,0.20981,0.05422,-0.02136,-0.07558,0.23117,0.1044,0.70087,5.42214,15.55929,20.98143,-7.55777,-2.13563,23.11706,70.08686,10.43947,0.02742,0.20897,0.12818,0.18155,0.10076,0.20897,0.62177,0.09596,0.0456,0.21201,0.03641,0.20282,0.00919,0.21201,0.09886,0.72945,70.07779,0.0594,115.44452,45.42613,70.01838,115.44452,47.04728,47.66426,0.04386,0.24764,0.07175,-0.0279,0.31939,0.31939,0.2726,0.1435,0.12598,0.00176,0.07922,0.12422,0.08098,0.12598,0.75097,0.06202,Bad
2619.32977,26867.88312,24248.55335,23397.93755,26017.26731,26867.88312,11593.04074,14553.98456,0.6407,0.66862,0.02792,0.66239,0.69031,0.69031,0.28954,0.3845,0.33119,0.34323,0.01204,0.45257,0.44053,0.45257,0.23067,0.61424,1.20389,33.11937,34.32326,44.05303,45.25692,45.25692,61.42454,23.06663,0.01309,0.3715,0.45147,0.35841,0.43838,0.45147,0.60609,0.23612,0.25618,0.37479,0.23362,0.35223,0.02256,0.37479,0.18242,0.67715,4558.23104,1303.04135,4529.65432,1274.46463,3255.18969,4558.23104,-2877.54782,2145.04258,0.60116,0.55011,0.0273,0.57385,0.57741,0.60116,0.20188,0.33267,0.43563,0.02455,0.40423,0.41108,0.42877,0.43563,0.65605,0.24267,Bad
628.38391,18730.7932,18102.40929,15439.07634,16067.46025,18730.7932,8067.72362,9927.05227,0.39859,0.39966,0.00107,0.34392,0.34499,0.39966,0.23964,0.21581,0.17196,0.17092,-0.00104,0.29188,0.29292,0.29292,0.14272,0.59602,-0.10376,17.19595,17.09219,29.29196,29.1882,29.29196,59.60208,14.27158,0.00002,0.18776,0.29268,0.18773,0.29266,0.29268,0.59112,0.14515,0.08045,0.17187,0.07761,0.16903,0.00283,0.17187,0.08112,0.65539,193.5444,212.93534,-14.23961,5.15133,-19.39094,212.93534,-138.08948,102.70524,0.4608,0.2237,-0.00503,0.46582,0.21867,0.46582,0.16586,0.22095,0.13932,0.00059,0.18996,0.13873,0.19055,0.19055,0.65714,0.09733,Bad
8300,40000,31700,33200,41500,41500,19650,21409.73299,0.7998,0.79007,-0.00973,0.75598,0.74625,0.7998,0.41723,0.44668,0.37799,0.37927,0.00128,0.34418,0.3429,0.37927,0.20897,0.7244,0.12814,37.79904,37.92719,34.29027,34.41842,37.92719,72.44033,20.8966,-0.00436,0.39107,0.39467,0.39543,0.39904,0.39904,0.70372,0.22809,0.3501,0.37865,0.36021,0.38876,-0.0101,0.38876,0.21365,0.72991,28272,37837,5775,15340,-9565,37837,-58227.5,16065.5299,0.68837,0.75598,0.00256,0.6858,0.75854,0.75854,0.44881,0.41793,0.36347,-0.01452,0.39992,0.37799,0.3854,0.39992,0.7062,0.22063,Bad
2503.86026,26666.16545,24162.30519,23235.10816,25738.96842,26666.16545,11517.068,14446.4388,0.6407,0.66449,0.02379,0.66239,0.68617,0.68617,0.28851,0.38326,0.33119,0.34126,0.01006,0.45059,0.44053,0.45059,0.23009,0.61375,1.00626,33.11937,34.12563,44.05303,45.05929,45.05929,61.37513,23.00909,0.01144,0.36968,0.44965,0.35823,0.4382,0.44965,0.60559,0.23554,0.25192,0.37052,0.2348,0.35341,0.01712,0.37052,0.18146,0.67638,10982.83926,10944.12405,6670.07636,6631.36114,38.71522,10982.83926,-4213.52944,5381.00751,0.59833,0.5406,0.02514,0.57319,0.56574,0.59833,0.2016,0.32921,0.51646,0.02085,0.45816,0.49561,0.47901,0.51646,0.62396,0.28189,Bad
7993.5817,36327.01092,28333.42923,29835.62448,37829.20618,37829.20618,15882.70038,19385.99624,0.80012,0.7932,-0.00692,0.84117,0.83426,0.84117,0.29276,0.47211,0.4206,0.42048,-0.00012,0.32126,0.32138,0.4206,0.21795,0.66689,0.63358,41.41414,42.04772,31.49251,32.12609,42.04772,66.52769,21.61374,-0.00384,0.43614,0.39631,0.43998,0.40015,0.43998,0.64138,0.24197,0.32245,0.43795,0.3158,0.43131,0.00665,0.43795,0.22266,0.66762,363.29572,13032.84126,-8197.81735,4471.72818,-12669.54554,13032.84126,-39534.45885,6396.59765,0.72053,0.88344,0.00363,0.7169,0.88707,0.88707,0.32414,0.46799,0.52212,0.01594,0.48566,0.50619,0.50159,0.52212,0.64289,0.29111,Good
7951.42863,28260.05317,20308.62454,22391.20085,30342.62948,30342.62948,16311.8038,15001.87271,0.41577,0.50123,0.08546,0.39441,0.47986,0.50123,0.48246,0.26104,0.1972,0.24231,0.0451,0.25389,0.20878,0.25389,0.1316,0.7416,4.51049,19.72028,24.23077,20.87815,25.38864,25.38864,74.15983,13.15987,0.04273,0.24331,0.27161,0.20058,0.22888,0.27161,0.7351,0.1379,0.14961,0.23809,0.1038,0.19228,0.04581,0.23809,0.10675,0.7695,12095.50981,7730.67742,9917.7211,5552.88872,4364.83238,12095.50981,-6330.26222,5470.03215,0.3881,0.31742,0.0655,0.32259,0.38292,0.3881,0.42453,0.20542,0.27431,0.03786,0.22192,0.23645,0.25978,0.27431,0.775,0.1442,Bad
2574.91118,51494.14237,48919.23119,47009.77515,49584.68633,51494.14237,22461.33071,28465.73107,1.11495,1.11699,0.00204,1.14752,1.14956,1.14956,0.39322,0.65384,0.57376,0.57483,0.00107,0.59562,0.59455,0.59562,0.33768,0.68736,0.10705,57.37613,57.48318,59.45513,59.56218,59.56218,68.73562,33.76788,0.00102,0.57478,0.61497,0.57376,0.61395,0.61497,0.68249,0.34355,0.45409,0.57483,0.45302,0.57376,0.00107,0.57483,0.30078,0.72274,31442.13292,31416.38336,17181.12876,17155.3792,25.74956,31442.13292,-11686.91818,15189.00915,1.17416,1.11767,0.00186,1.1723,1.11953,1.17416,0.38214,0.66197,0.61726,0.0001,0.61765,0.61716,0.61774,0.61774,0.69033,0.35649,Bad
10500,48000,37500,39400,49900,49900,23000,25603.51538,0.98618,0.98618,0,0.97727,0.97727,0.98618,0.50914,0.56681,0.48864,0.48864,0,0.42759,0.42759,0.48864,0.26566,0.77094,0,48.86364,48.86364,42.75862,42.75862,48.86364,77.09444,26.56624,0,0.50326,0.49352,0.50326,0.49352,0.50326,0.7508,0.28777,0.41687,0.48714,0.41687,0.48714,0,0.48714,0.26254,0.774,66944,66839,46595,46490,105,66944,-27910,33782.95676,0.85517,0.97727,0,0.85517,0.97727,0.97727,0.54189,0.53132,0.48864,0,0.49291,0.48864,0.49291,0.49291,0.75461,0.28335,Good
6213.81012,33620.75938,27406.94926,28933.56315,35147.37326,35147.37326,17333.31734,18245.83797,0.65482,0.61222,-0.0426,0.62679,0.58419,0.65482,0.45364,0.35828,0.3134,0.29388,-0.01951,0.26464,0.28416,0.3134,0.16748,0.73808,-1.95121,31.33971,29.3885,28.41574,26.46452,31.33971,73.80778,16.74824,-0.02173,0.30006,0.30576,0.32178,0.32748,0.32748,0.72452,0.18139,0.26824,0.2959,0.28007,0.30773,-0.01184,0.30773,0.16672,0.74352,4998.56544,5558.10954,2600.52724,3160.07133,-559.5441,5558.10954,-2027.77943,2560.77312,0.55142,0.63277,-0.01931,0.57073,0.61346,0.63277,0.40877,0.34287,0.40169,-0.0103,0.40319,0.41199,0.39289,0.41199,0.76264,0.23241,Bad
36.67079,1272.3975,1235.72671,1268.7982,1305.46899,1305.46899,491.09868,733.85697,0.3676,0.3556,-0.012,0.418,0.40599,0.418,0.06475,0.22432,0.209,0.20192,-0.00708,0.19643,0.2035,0.209,0.11709,0.52718,-0.70755,20.89986,20.19231,20.3504,19.64286,20.89986,52.7181,11.70939,-0.00678,0.24701,0.22393,0.25379,0.23071,0.25379,0.50896,0.13826,0.20003,0.23693,0.20393,0.24083,-0.0039,0.24083,0.12816,0.52033,11.88335,11.57737,12.1739,11.86792,0.30598,12.1739,2.47585,6.85856,0.1478,0.16636,-0.00233,0.15013,0.16403,0.16636,0.02483,0.09094,0.27096,-0.00392,0.24726,0.27488,0.24335,0.27488,0.55165,0.15003,Bad
8118.3207,35787.65707,27669.33637,29315.92168,37434.24238,37434.24238,16370.32045,19095.6206,0.89164,0.90833,0.01669,0.89899,0.91568,0.91568,0.41005,0.52178,0.4495,0.46085,0.01136,0.36571,0.35435,0.46085,0.23856,0.72864,1.13561,44.9495,46.0851,35.43539,36.571,46.0851,72.86445,23.85583,0.00835,0.48631,0.45464,0.47795,0.44629,0.48631,0.69778,0.26955,0.37694,0.46667,0.36596,0.45569,0.01099,0.46667,0.24318,0.72438,445.3137,364.58618,439.3,358.57247,80.72753,445.3137,122.22241,234.40335,0.66935,0.80472,0.01075,0.6586,0.81547,0.81547,0.35875,0.42971,0.51839,0.00154,0.49778,0.51685,0.49932,0.51839,0.73517,0.29345,Bad
4161.20158,16709.36031,12548.15874,14544.35346,18705.55503,18705.55503,9699.38161,9216.81167,0.21637,0.21674,0.00037,0.27657,0.27694,0.27694,0.24958,0.14451,0.13829,0.15962,0.02133,0.07418,0.05286,0.15962,0.07109,0.64391,2.13287,13.82867,15.96154,5.28558,7.41844,15.96154,64.39102,7.10931,0.0063,0.13357,0.10484,0.12728,0.09855,0.13357,0.61841,0.06807,0.04458,0.16371,0.05377,0.1729,-0.00919,0.1729,0.0795,0.6629,77.00628,54.38128,39.16601,16.54102,22.625,77.00628,-78.57062,32.45336,0.2258,0.26536,0.02606,0.19974,0.29143,0.29143,0.24097,0.14469,0.17862,-0.00286,0.16685,0.18148,0.16399,0.18148,0.68281,0.09991,Bad
10000,45000,35000,39400,49400,49400,21500,24769.06673,1.11707,1.11157,-0.0055,1.22742,1.22192,1.22742,0.32958,0.67671,0.61371,0.61286,-0.00084,0.37217,0.37301,0.61371,0.30108,0.71165,-0.08443,61.3709,61.28647,37.30103,37.2166,61.3709,71.16457,30.10845,-0.00275,0.64026,0.55885,0.64301,0.5616,0.64301,0.6567,0.34854,0.3302,0.64502,0.33095,0.64578,-0.00076,0.64578,0.30967,0.71418,44402,49662,17646,22906,-5260,49662,-37305,22393.20793,0.74433,1.22742,-0.00169,0.74602,1.22573,1.22742,0.42329,0.60217,0.61174,-0.00197,0.5704,0.61371,0.56842,0.61371,0.66202,0.34171,Bad
979.78554,14083.72604,13103.9405,12678.72535,13658.51089,14083.72604,6373.35311,7737.94966,0.33717,0.34985,0.01268,0.39347,0.40614,0.40614,0.07884,0.21587,0.19673,0.20788,0.01115,0.19976,0.18861,0.20788,0.1146,0.53562,1.11495,19.67342,20.78838,18.86072,19.97568,20.78838,53.56187,11.45956,0.00751,0.19954,0.215,0.19203,0.20748,0.215,0.52605,0.11771,0.06884,0.21036,0.06284,0.20437,0.00599,0.21036,0.0978,0.5713,135.56281,125.83873,106.84941,97.12534,9.72407,135.56281,-10.61807,68.30191,0.30492,0.2761,0.0059,0.29901,0.282,0.30492,0.11966,0.168,0.30404,0.00576,0.31171,0.29828,0.31747,0.31747,0.58696,0.17785,Bad
6229.44451,37406.44465,31177.00014,30548.9424,36778.38691,37406.44465,15926.42475,19782.85348,0.89184,0.91801,0.02617,0.93671,0.96289,0.96289,0.31304,0.53583,0.46836,0.48462,0.01626,0.46352,0.44726,0.48462,0.26923,0.65698,1.62587,46.83566,48.46154,44.72632,46.3522,48.46154,65.69779,26.92298,0.01313,0.48188,0.49049,0.46876,0.47736,0.49049,0.64848,0.27698,0.3588,0.48496,0.34363,0.46978,0.01517,0.48496,0.24475,0.6834,531.61042,469.8252,449.25358,387.46836,61.78522,531.61042,89.76324,268.62395,0.76495,0.74925,0.0156,0.74935,0.76484,0.76495,0.30654,0.43716,0.49159,0.00321,0.49574,0.48838,0.49894,0.49894,0.72374,0.28504,Bad
4668.52496,16205.4429,11536.91795,12609.20386,17277.72881,17277.72881,9696.59991,8544.85085,0.27917,0.28606,0.00689,0.23764,0.24453,0.28606,0.35577,0.15215,0.11882,0.13249,0.01367,0.13542,0.12174,0.13542,0.07361,0.6849,1.36719,11.88198,13.24916,12.17438,13.54156,13.54156,68.49039,7.3613,0.00415,0.12298,0.14718,0.11883,0.14303,0.14718,0.67648,0.07744,0.10439,0.131,0.09397,0.12058,0.01042,0.131,0.06598,0.6933,96.56916,77.47907,91.27533,72.18524,19.09009,96.56916,-37.57002,49.38198,0.19347,0.17682,0.02214,0.17133,0.19896,0.19896,0.26697,0.1073,0.14618,0.00592,0.15858,0.14026,0.16449,0.16449,0.696,0.08832,Bad
8203.14749,26345.24417,18142.09667,18196.15806,26399.30555,26399.30555,11072.4635,13286.97864,0.4727,0.59967,0.12697,0.48986,0.61683,0.61683,0.30019,0.31884,0.24493,0.31154,0.06661,0.3133,0.24669,0.3133,0.16343,0.64829,6.66084,24.49301,31.15385,24.6692,31.33004,31.33004,64.8292,16.34271,0.06353,0.30947,0.33151,0.24594,0.26798,0.33151,0.64182,0.16894,0.20015,0.31321,0.13231,0.24537,0.06784,0.31321,0.13942,0.67761,20638.4994,6619.55368,10957.67396,-3061.27175,14018.94572,20638.4994,-11198.7046,8609.38137,0.50783,0.42015,0.09444,0.41338,0.5146,0.5146,0.22673,0.27066,0.4046,0.08225,0.31896,0.32234,0.40121,0.4046,0.66557,0.21156,Bad
1165.76464,4301.72108,3135.95644,3085.27292,4251.03756,4301.72108,1412.1325,2185.00252,0.72592,0.75253,0.02661,0.78496,0.81158,0.81158,0.1062,0.44462,0.39248,0.42376,0.03128,0.40628,0.375,0.42376,0.23104,0.55458,3.12751,39.24825,42.37577,37.5,40.62751,42.37577,55.45845,23.1045,0.01531,0.406,0.3899,0.39069,0.37458,0.406,0.54838,0.22552,0.37501,0.42203,0.3568,0.40382,0.01821,0.42203,0.22577,0.56345,50.29404,39.18066,47.72875,36.61537,11.11338,50.29404,7.42287,25.51702,0.47936,0.4615,0.03589,0.44347,0.49739,0.49739,0.08682,0.2721,0.5449,0.00628,0.5077,0.53862,0.51398,0.5449,0.58038,0.30413,Bad
4300,15600,11300,13200,17500,17500,6550,8532.48694,0.47396,0.47628,0.00232,0.47475,0.47707,0.47707,0.05634,0.27454,0.23737,0.24959,0.01222,0.14834,0.13612,0.24959,0.11888,0.55615,1.2218,23.73737,24.95917,13.61198,14.83378,24.95917,55.61458,11.88755,0.00141,0.2776,0.23812,0.27619,0.2367,0.2776,0.51802,0.14934,0.1631,0.28486,0.14688,0.26864,0.01622,0.28486,0.13434,0.5476,-107044,-73855,-127393,-94204,-33189,127393,-116246.5,60230.07316,0.29668,0.47475,0.02444,0.27224,0.49918,0.49918,0.11229,0.23775,0.24047,0.0031,0.23524,0.23737,0.23834,0.24047,0.52909,0.13733,Good
1702.72763,10994.0175,9291.28986,9844.19027,11546.91791,11546.91791,6674.89818,6059.7089,0.59977,0.59135,-0.00842,0.67727,0.66886,0.67727,0.62864,0.3676,0.33864,0.33486,-0.00378,0.29037,0.29415,0.33864,0.18249,0.81586,-0.3777,33.86364,33.48594,29.41489,29.0372,33.86364,81.58594,18.24916,-0.00421,0.34131,0.29946,0.34552,0.30367,0.34552,0.81165,0.18698,0.28671,0.32441,0.29011,0.32781,-0.0034,0.32781,0.17807,0.8198,1711.5453,1694.94922,2059.7131,2043.11702,16.59608,2059.7131,-823.90818,1093.17891,0.54565,0.64922,-0.00318,0.54883,0.64604,0.64922,0.61912,0.34736,0.35507,-0.00054,0.30884,0.35562,0.3083,0.35562,0.82986,0.1926,Bad
4968.61226,24876.74365,19908.13139,19397.08626,24365.69852,24876.74365,12406.81676,12942.39984,0.45427,0.41677,-0.03749,0.12178,0.08429,0.45427,0.48564,0.20695,0.06089,0.04522,-0.01567,0.24464,0.2603,0.2603,0.1202,0.7353,-1.5666,6.08915,4.52255,26.03017,24.46356,26.03017,73.52974,12.01965,-0.01972,0.04232,0.26834,0.06204,0.28806,0.28806,0.72705,0.13295,0.01433,0.05184,0.01839,0.05591,-0.00406,0.05591,0.02546,0.79995,19513.77775,22687.20535,198.33624,3371.76385,-3173.42761,22687.20535,-7147.16555,10368.46927,0.42798,0.23717,-0.01275,0.44074,0.22442,0.44074,0.33931,0.20929,0.18007,-0.00132,0.27209,0.1814,0.27077,0.27209,0.77221,0.13568,Bad
9600.00024,32260.23376,22660.23352,29244.74273,38844.74297,38844.74297,18024.36994,18380.00196,0.69581,0.71488,0.01907,0.80101,0.82008,0.82008,0.32812,0.43977,0.4005,0.41903,0.01853,0.16336,0.14483,0.41903,0.19351,0.71708,1.85272,40.05046,41.90318,14.48331,16.33603,41.90318,71.70778,19.35127,0.01005,0.44388,0.35747,0.43382,0.34742,0.44388,0.65517,0.23117,0.17597,0.43518,0.16465,0.42386,0.01132,0.43518,0.20298,0.71212,-29856.72412,-28120.48586,-35576.06464,-33839.82638,-1736.23826,35576.06464,-31298.75162,18548.81241,0.34381,0.80863,0.03705,0.30676,0.84568,0.84568,0.42799,0.39101,0.41474,0.00375,0.3742,0.41099,0.37795,0.41474,0.65707,0.22825,Bad
10500,47800,37300,39000,49500,49500,22550,25430.49351,0.99027,0.99286,0.00259,0.98485,0.98744,0.99286,0.49172,0.57092,0.49242,0.49401,0.00159,0.43539,0.4338,0.49401,0.2689,0.76126,0.15877,49.24242,49.4012,43.38036,43.53913,49.4012,76.12642,26.89051,0.0013,0.5067,0.49741,0.50541,0.49612,0.5067,0.74237,0.28951,0.41912,0.49407,0.41758,0.49254,0.00153,0.49407,0.26494,0.76539,65870,65765,44447,44342,105,65870,-30326.5,32995.70282,0.87078,0.98485,0.00318,0.86761,0.98802,0.98802,0.52253,0.53781,0.49242,0,0.49524,0.49242,0.49524,0.49524,0.74551,0.28512,Good
1900,12800,10900,11200,13100,13100,6950,6972.56529,0.76909,0.76909,0,0.81818,0.81818,0.81818,0.60318,0.45864,0.40909,0.40909,0,0.38298,0.38298,0.40909,0.2289,0.80198,0,40.90909,40.90909,38.29787,38.29787,40.90909,80.19826,22.88992,0,0.40994,0.38454,0.40994,0.38454,0.40994,0.80138,0.22958,0.38298,0.40833,0.38298,0.40833,0,0.40833,0.22867,0.80217,19424,19405,19427,19408,19,19427,-9578.5,11209.83558,0.76596,0.81818,0,0.76596,0.81818,0.81818,0.60396,0.4578,0.40909,0,0.38454,0.40909,0.38454,0.40909,0.80159,0.22932,Bad
200,11600,11400,11200,11400,11600,4800,6582.80589,1.33828,1.30347,-0.03481,1.28882,1.25402,1.33828,0.31566,0.74874,0.64441,0.62706,-0.01735,0.65179,0.66914,0.66914,0.37438,0.65784,-1.73518,64.44122,62.70604,66.91375,65.17857,66.91375,65.78407,37.43832,-0.0174,0.62798,0.6526,0.64538,0.67,0.67,0.65737,0.3749,0.64941,0.62815,0.66676,0.6455,-0.01735,0.66676,0.37398,0.65834,17268,19410,15122,17264,-2142,19410,-10672,10045.08994,1.30357,1.28882,-0.0347,1.33828,1.25412,1.33828,0.31568,0.74877,0.62746,-0.01695,0.67005,0.64441,0.6531,0.67005,0.65771,0.37477,Bad
