@relation AlgoSelection-TestSet-weka.filters.unsupervised.attribute.Remove-R41-48

@attribute Kappa_tr_vs_tr-x1 numeric
@attribute Kappa_tr_vs_te numeric
@attribute Kappa_tr_vs_te-x1 numeric
@attribute Kappa_tr-x1_vs_te numeric
@attribute Kappa_tr-x1_vs_te-x1 numeric
@attribute Kappa_StDev numeric
@attribute Kappa_Range numeric
@attribute Kappa_Avg numeric
@attribute PercCorrect_tr_vs_tr-x1 numeric
@attribute PercCorrect_tr_vs_te numeric
@attribute PercCorrect_tr_vs_te-x1 numeric
@attribute PercCorrect_tr-x1_vs_te numeric
@attribute PercCorrect_tr-x1_vs_te-x1 numeric
@attribute PercCorrect_StDev numeric
@attribute PercCorrect_Range numeric
@attribute PercCorrect_Avg numeric
@attribute Weighted_AreaUnderROC_tr_vs_tr-x1 numeric
@attribute Weighted_AreaUnderROC_tr_vs_te numeric
@attribute Weighted_AreaUnderROC_tr_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_StDev numeric
@attribute Weighted_AreaUnderROC_Range numeric
@attribute Weighted_AreaUnderROC_Avg numeric
@attribute IR_Recall_tr_vs_tr-x1 numeric
@attribute IR_Recall_tr_vs_te numeric
@attribute IR_Recall_tr_vs_te-x1 numeric
@attribute IR_Recall_tr-x1_vs_te numeric
@attribute IR_Recall_tr-x1_vs_te-x1 numeric
@attribute IR_Recall_StDev numeric
@attribute IR_Recall_Range numeric
@attribute IR_Recall_Avg numeric
@attribute IR_Precision_tr_vs_tr-x1 numeric
@attribute IR_Precision_tr_vs_te numeric
@attribute IR_Precision_tr_vs_te-x1 numeric
@attribute IR_Precision_tr-x1_vs_te numeric
@attribute IR_Precision_tr-x1_vs_te-x1 numeric
@attribute IR_Precision_StDev numeric
@attribute IR_Precision_Range numeric
@attribute IR_Precision_Avg numeric
@attribute SF_Entropy_tr_vs_tr-x1 numeric
@attribute SF_Entropy_tr_vs_te numeric
@attribute SF_Entropy_tr_vs_te-x1 numeric
@attribute SF_Entropy_tr-x1_vs_te numeric
@attribute SF_Entropy_tr-x1_vs_te-x1 numeric
@attribute SF_Entropy_StDev numeric
@attribute SF_Entropy_Range numeric
@attribute SF_Entropy_Avg numeric
@attribute SF_Entropy_Gain_tr_vs_tr-x1 numeric
@attribute SF_Entropy_Gain_tr_vs_te numeric
@attribute SF_Entropy_Gain_tr_vs_te-x1 numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te-x1 numeric
@attribute SF_Entropy_Gain_StDev numeric
@attribute SF_Entropy_Gain_Range numeric
@attribute SF_Entropy_Gain_Avg numeric
@attribute KB_Information_tr_vs_tr-x1 numeric
@attribute KB_Information_tr_vs_te numeric
@attribute KB_Information_tr_vs_te-x1 numeric
@attribute KB_Information_tr-x1_vs_te numeric
@attribute KB_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Information_StDev numeric
@attribute KB_Information_Range numeric
@attribute KB_Information_Avg numeric
@attribute KB_Mean_Information_tr_vs_tr-x1 numeric
@attribute KB_Mean_Information_tr_vs_te numeric
@attribute KB_Mean_Information_tr_vs_te-x1 numeric
@attribute KB_Mean_Information_tr-x1_vs_te numeric
@attribute KB_Mean_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Mean_Information_StDev numeric
@attribute KB_Mean_Information_Range numeric
@attribute KB_Mean_Information_Avg numeric
@attribute KB_Relative_Information_tr_vs_tr-x1 numeric
@attribute KB_Relative_Information_tr_vs_te numeric
@attribute KB_Relative_Information_tr_vs_te-x1 numeric
@attribute KB_Relative_Information_tr-x1_vs_te numeric
@attribute KB_Relative_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Relative_Information_StDev numeric
@attribute KB_Relative_Information_Range numeric
@attribute KB_Relative_Information_Avg numeric
@attribute Unweighted_Macro_F_tr_vs_tr-x1 numeric
@attribute Unweighted_Macro_F_tr_vs_te numeric
@attribute Unweighted_Macro_F_tr_vs_te-x1 numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te-x1 numeric
@attribute Unweighted_Macro_F_StDev numeric
@attribute Unweighted_Macro_F_Range numeric
@attribute Unweighted_Macro_F_Avg numeric
@attribute TargetLabel {Bad,Good}

@data
-0.009152,0.134397,0.08274,0.143548,0.091892,0.068745,0.143548,0.138852,-1.106719,21.830344,3.487875,22.937063,4.594595,10.698985,22.937063,52.840406,-0.005269,0.028533,-0.006332,0.033802,-0.001063,0.016435,0.034866,0.634066,-0.011067,0.218303,0.034879,0.229371,0.045946,0.10699,0.229371,0.528404,-0.000672,-0.102409,-0.005151,-0.101737,-0.00448,0.050286,0.102409,0.637532,35.956814,270.815447,421.626573,234.858632,385.669758,199.801276,421.626573,329.869985,-9.956814,92.184553,10.373427,102.141368,20.330242,46.76535,102.141368,-29.119985,-3.309297,83.004201,47.225958,86.313498,50.535255,41.246065,86.313498,21.155202,-0.012556,0.315137,0.028037,0.327693,0.040593,0.155915,0.327693,0.021862,-330.929698,8300.420067,4722.595776,8631.349765,5053.525475,4124.606484,8631.349765,2115.520205,-0.007896,0.218191,0.096248,0.226087,0.104145,0.10558,0.226087,0.505182,Bad
0.032522,0.36522,0.298955,0.332698,0.266434,0.184816,0.36522,0.240166,3.601399,11.959323,16.923077,8.357925,13.321678,7.715498,16.923077,64.571358,0.013298,0.245172,0.204575,0.231873,0.191277,0.127193,0.245172,0.613777,0.036014,0.119593,0.169231,0.083579,0.133217,0.077155,0.169231,0.645714,0.014877,0.111519,0.164607,0.096642,0.14973,0.078703,0.164607,0.662126,-5313.560935,-10506.55336,-2900.641308,-5192.992425,2412.919627,4450.417236,10506.55336,5107.378867,5393.560935,10835.55336,3316.641308,5441.992425,-2076.919627,4545.719056,10835.55336,-4793.628867,37.069678,122.820882,127.705901,85.751204,90.636224,63.482271,127.705901,63.505418,0.036905,0.19451,0.186368,0.157605,0.149463,0.100488,0.19451,0.155947,3706.967769,12282.08816,12770.59013,8575.120391,9063.622365,6348.22709,12770.59013,6350.541839,0.020328,0.176884,0.163697,0.156556,0.143369,0.092977,0.176884,0.610442,Bad
0.022566,-0.01599,0.057182,-0.038556,0.034615,0.03172,0.073172,0.156627,6.538462,-11.354209,8.269231,-17.89267,1.730769,8.889471,19.623439,63.175091,0.001818,0.004668,0.019126,0.00285,0.017308,0.008697,0.019126,0.570415,0.065385,-0.113542,0.082692,-0.178927,0.017308,0.088895,0.196234,0.631751,0.01465,0.006336,0.105457,-0.008314,0.090808,0.049595,0.105457,0.715151,0,150360,151434,150360,151434,87121.5269,151434,125389.5,80,-150031,-151018,-150111,-151098,86929.39462,151098,-125075.75,80,49,134,-31,54,56.168645,134,80.25,0.130769,-0.227084,0.165385,-0.357853,0.034615,0.177789,0.392469,0.263502,8000,4900,13400,-3100,5400,5616.864487,13400,8025,0.030845,-0.045051,0.038375,-0.075897,0.00753,0.037893,0.083426,0.513236,Bad
0,0,0,0,0,0,0,0,2.678571,-0.892857,2.678571,-3.571429,0,1.840672,3.571429,51.5625,0,0,0,0,0,0,0,0.5,0.026786,-0.008929,0.026786,-0.035714,0,0.018407,0.035714,0.515625,0.027503,-0.009487,0.027503,-0.03699,0,0.019016,0.03699,0.266123,5.548271,83.864701,85.714125,78.31643,80.165854,47.411699,85.714125,67.986253,0.451729,0.135299,0.285875,-0.31643,-0.165854,0.194593,0.451729,0.013747,0.451729,0.301153,0.451729,-0.150576,0,0.212947,0.451729,0.150576,0.004033,-0.001344,0.004033,-0.005378,0,0.002772,0.005378,0.002353,45.172876,30.115251,45.172876,-15.057625,0,21.294698,45.172876,15.057625,0.011696,-0.003808,0.011696,-0.015504,0,0.008004,0.015504,0.340133,Bad
-0.036378,0.64489,0.663117,0.681268,0.699495,0.388446,0.699495,0.413391,-1.757092,25.247436,33.217656,27.004528,34.974747,17.701071,34.974747,72.449747,-0.007228,0.340634,0.365972,0.347862,0.3732,0.206347,0.3732,0.729996,-0.017571,0.252474,0.332177,0.270045,0.349747,0.177011,0.349747,0.724497,-0.006144,0.270636,0.344356,0.27678,0.3505,0.181832,0.3505,0.732217,9833.034918,3705.972674,7839.869953,-6127.062244,-1993.164965,4382.627399,9833.034918,16476.33771,-9728.034918,-3349.972674,-7426.869953,6378.062244,2301.164965,4316.745564,9728.034918,-16193.83771,62.854617,336.394941,362.94112,273.540324,300.086502,185.835822,362.94112,178.117954,-0.03639,0.513303,0.670808,0.549694,0.707199,0.358456,0.707199,0.448929,6285.461702,33639.49409,36294.11195,27354.03238,30008.65024,18583.58219,36294.11195,17811.79536,-0.018885,0.321246,0.348421,0.340131,0.367306,0.199227,0.367306,0.701755,Bad
-0.041684,0.479692,0.538736,0.521376,0.58042,0.307447,0.58042,-0.013143,-0.804505,26.468222,28.216474,27.272727,29.020979,16.037609,29.020979,49.361811,-0.018939,0.250117,0.27127,0.269056,0.29021,0.156409,0.29021,0.491812,-0.008045,0.264682,0.282165,0.272727,0.29021,0.160376,0.29021,0.493618,-0.004014,0.242677,0.289695,0.246691,0.293709,0.156035,0.293709,0.502844,10740,22554,26850,11814,16110,12119.23859,26850,30072,-10715,-22474,-26763,-11759,-16048,12077.38236,26763,-30007,5,38,37,33,32,20.314199,38,9,-0.01609,0.529364,0.564329,0.545455,0.58042,0.320752,0.58042,-0.012764,500,3800,3700,3300,3200,2031.419865,3800,900,-0.019643,0.253732,0.269838,0.273375,0.28948,0.157154,0.28948,0.489041,Good
0.006168,0.280194,0.177452,0.274026,0.171284,0.136937,0.280194,0.277715,0.585474,25.20523,9.149663,24.619755,8.564189,11.749545,25.20523,61.225382,-0.000591,0.138354,0.108598,0.138946,0.10919,0.072485,0.138946,0.681047,0.005855,0.252052,0.091497,0.246198,0.085642,0.117495,0.252052,0.612254,0.002419,-0.034717,0.041403,-0.037136,0.038984,0.031116,0.076121,0.69861,35.269111,46.925636,388.830952,11.656525,353.561841,181.814129,388.830952,461.032473,-9.269111,316.074364,43.169048,325.343475,52.438159,154.090865,325.343475,-160.282473,6.126086,171.744732,139.112312,165.618646,132.986226,89.006444,171.744732,68.616784,-0.003066,0.459227,0.173972,0.462292,0.177038,0.217484,0.462292,0.134685,612.608583,17174.47316,13911.2312,16561.86457,13298.62262,8900.644363,17174.47316,6861.678372,0.003686,0.248161,0.121822,0.244475,0.118136,0.117659,0.248161,0.602188,Bad
-0.006939,0.773944,0.735533,0.780883,0.742473,0.438042,0.780883,0.256451,0.356473,10.597166,37.480106,10.240693,37.123633,17.613711,37.480106,70.199256,-0.000305,0.44658,0.480552,0.446885,0.480857,0.268087,0.480857,0.609131,0.003565,0.105972,0.374801,0.102407,0.371236,0.176137,0.374801,0.701993,0.004309,0.185425,0.58822,0.181115,0.583911,0.276346,0.58822,0.630095,4611.539496,19983.3177,21046.23404,15371.7782,16434.69454,10689.02783,21046.23404,19108.24879,-4501.539496,-19615.3177,-20584.23404,-15113.7782,-16082.69454,10475.18254,20584.23404,-18823.24879,73.900343,271.519338,341.516342,197.618995,267.615999,161.087087,341.516342,162.707299,0.007691,0.229196,0.76514,0.221505,0.757449,0.359172,0.76514,0.39265,7390.03428,27151.93382,34151.63422,19761.89954,26761.59994,16108.70869,34151.63422,16270.72986,-0.003408,0.398373,0.506473,0.40178,0.509881,0.265882,0.509881,0.590638,Bad
0.029941,0.736056,0.747644,0.706115,0.717703,0.419869,0.747644,0.421866,2.234699,30.517527,38.119866,28.282828,35.885167,19.439857,38.119866,73.033422,0,0.354466,0.358852,0.354466,0.358852,0.205925,0.358852,0.706838,0.022347,0.305175,0.381199,0.282828,0.358852,0.194399,0.381199,0.730334,0.0133,0.335266,0.387928,0.321966,0.374628,0.206125,0.387928,0.735791,0,-21480,-6444,-21480,-6444,10132.09574,21480,58533,101,21828,6849,21727,6748,10268.67835,21828,-58227.5,101,388,417,287,316,207.705721,417,196.5,0.044694,0.610351,0.762397,0.565657,0.717703,0.388797,0.762397,0.460668,10100,38800,41700,28700,31600,20770.57213,41700,19650,0.015574,0.368987,0.394859,0.353413,0.379285,0.216359,0.394859,0.704352,Bad
0,0,0,0,0,0,0,0,-2.678571,0.892857,-2.678571,3.571429,0,1.840672,3.571429,48.4375,0,0,0,0,0,0,0,0.5,-0.026786,0.008929,-0.026786,0.035714,0,0.018407,0.035714,0.484375,-0.026068,0.008371,-0.026068,0.034439,0,0.017798,0.034439,0.234873,6,84,86,78,80,47.413078,86,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012121,0.004139,-0.012121,0.01626,0,0.008365,0.01626,0.326238,Bad
-0.008619,0.577626,0.518654,0.586245,0.527273,0.319884,0.586245,0.519466,-0.071942,28.22593,26.291694,28.297872,26.363636,15.77845,28.297872,76.316637,-0.017257,0.320318,0.233872,0.337576,0.251129,0.168843,0.337576,0.835176,-0.000719,0.282259,0.262917,0.282979,0.263636,0.157784,0.282979,0.763166,-0.008191,0.279953,0.231362,0.288144,0.239554,0.151312,0.288144,0.777456,12.765558,29.735619,37.654738,16.970061,24.88918,16.919448,37.654738,55.816046,6.234442,62.264381,57.345262,56.029939,51.11082,32.888788,62.264381,31.683954,6.575643,57.518355,55.434587,50.942711,48.858943,30.837331,57.518355,34.092323,-0.018076,0.322884,0.26616,0.340959,0.284235,0.176937,0.340959,0.317506,657.564325,5751.83545,5543.458652,5094.271125,4885.894327,3083.733104,5751.83545,3409.232293,-0.003969,0.300504,0.278774,0.304473,0.282743,0.16861,0.304473,0.751504,Bad
0,0,0,0,0,0,0,0,2.678571,-0.892857,2.678571,-3.571429,0,1.840672,3.571429,51.5625,0,0,0,0,0,0,0,0.5,0.026786,-0.008929,0.026786,-0.035714,0,0.018407,0.035714,0.515625,0.027503,-0.009487,0.027503,-0.03699,0,0.019016,0.03699,0.266123,0,42960,42960,42960,42960,24802.96756,42960,35442,6,-42876,-42874,-42882,-42880,24755.62498,42882,-35374,6,4,6,-2,0,2.828427,6,2,0.053571,-0.017857,0.053571,-0.071429,0,0.036813,0.071429,0.03125,600,400,600,-200,0,282.842713,600,200,0.011696,-0.003808,0.011696,-0.015504,0,0.008004,0.015504,0.340133,Bad
0.015152,0.77831,0.787082,0.763158,0.77193,0.447573,0.787082,0.462121,1.150999,34.191935,39.74749,33.040936,38.596491,21.139483,39.74749,74.483656,-0.000108,0.381471,0.385857,0.381579,0.385965,0.221547,0.385965,0.72914,0.01151,0.341919,0.397475,0.330409,0.385965,0.211395,0.397475,0.744837,0.007828,0.344349,0.396479,0.336521,0.388651,0.21269,0.396479,0.747828,2148,-37590,-19332,-39738,-21480,18630.62406,39738,51283.5,-2047,37938,19737,39985,21784,18791.95418,39985,-50978,97,418,441,321,344,223.703673,441,210,0.02302,0.683839,0.79495,0.660819,0.77193,0.42279,0.79495,0.489673,9700,41800,44100,32100,34400,22370.3673,44100,21000,0.007711,0.389006,0.403966,0.381296,0.396255,0.22679,0.403966,0.728309,Bad
0.000917,0.274242,0.289593,0.273325,0.288676,0.162622,0.289593,0.008054,-5.393147,15.181016,9.040665,20.574163,14.433812,9.177045,20.574163,47.315988,0.013312,0.166422,0.15765,0.15311,0.144338,0.089945,0.166422,0.503129,-0.053931,0.15181,0.090407,0.205742,0.144338,0.09177,0.205742,0.47316,0.03302,0.221576,0.26299,0.188556,0.229971,0.132132,0.26299,0.556567,76254,151434,197616,75180,121362,86752.78905,197616,161100,-76153,-151086,-197211,-74933,-121058,86562.09082,197211,-160794.5,-41,66,37,107,78,46.350117,107,5.5,-0.107863,0.30362,0.180813,0.411483,0.288676,0.183541,0.411483,-0.05368,-4100,6600,3700,10700,7800,4635.011686,10700,550,-0.018086,0.124908,0.076277,0.142994,0.094363,0.066748,0.142994,0.44736,Bad
-0.000633,0.751462,0.928155,0.752095,0.928788,0.490381,0.928788,0.462954,0.077938,36.797796,46.517332,36.719858,46.439394,24.353954,46.517332,73.396338,-0.000605,0.430506,0.430072,0.431111,0.430677,0.248602,0.431111,0.775513,0.000779,0.367978,0.465173,0.367199,0.464394,0.24354,0.465173,0.733963,0.000657,0.370294,0.469741,0.369638,0.469085,0.245686,0.469741,0.732273,9.821742,9.158553,12.241504,-0.663189,2.419762,5.369666,12.241504,56.948706,9.178258,82.841447,82.758496,73.663189,73.580238,45.310262,82.841447,30.551294,9.183157,71.928447,72.397217,62.745291,63.214061,39.192471,72.397217,36.084357,-0.008292,0.481799,0.488778,0.490091,0.49707,0.28261,0.49707,0.295124,918.315683,7192.844749,7239.721743,6274.529066,6321.406061,3919.247135,7239.721743,3608.43568,-0.000312,0.38308,0.486903,0.383392,0.487215,0.254783,0.487215,0.723933,Good
0.011123,0.114075,0.0511,0.102952,0.039977,0.051568,0.114075,0.196215,1.782773,5.898449,3.781647,4.115676,1.998874,2.544373,5.898449,60.375389,-0.003393,0.105249,0.047467,0.108641,0.050859,0.050884,0.108641,0.622992,0.017828,0.058984,0.037816,0.041157,0.019989,0.025444,0.058984,0.603754,0.003896,0.010558,0.092681,0.006662,0.088785,0.044147,0.092681,0.660492,16.661017,278.758465,382.252384,262.097448,365.591367,190.86729,382.252384,292.759288,9.338983,84.241535,49.747616,74.902552,40.408633,38.828424,84.241535,7.990712,9.494976,77.041108,68.193807,67.546132,58.698831,39.541318,77.041108,35.848198,0.011803,0.164849,0.061661,0.153047,0.049858,0.075096,0.164849,0.087716,949.497605,7704.11083,6819.380672,6754.613225,5869.883067,3954.13177,7704.11083,3584.819791,0.009694,0.043373,-0.010206,0.033679,-0.0199,0.023239,0.053579,0.573673,Bad
0.027006,0.093513,0.076448,0.066507,0.049442,0.043279,0.093513,0.307908,3.049663,1.135787,5.521752,-1.913876,2.472089,2.4168,5.521752,67.130039,0.007773,0.127885,0.112804,0.120112,0.10503,0.067593,0.127885,0.706275,0.030497,0.011358,0.055218,-0.019139,0.024721,0.024168,0.055218,0.6713,0.021178,0.017754,0.0295,-0.003423,0.008322,0.012426,0.0295,0.674785,66.872623,262.097807,304.195487,195.225184,237.322864,147.735499,304.195487,259.703563,34.127377,85.902193,100.804513,51.774816,66.677136,46.595749,100.804513,45.796437,37.75237,101.728912,118.129777,63.976542,80.377407,55.189953,118.129777,64.708542,0.030207,0.088638,0.15244,0.058431,0.122233,0.06735,0.15244,0.180948,3775.236963,10172.89115,11812.97766,6397.65419,8037.740696,5518.99529,11812.97766,6470.854195,0.015789,0.047194,0.050352,0.031404,0.034563,0.024499,0.050352,0.649736,Bad
0.021074,0.286697,0.402387,0.265623,0.381313,0.198724,0.402387,-0.116062,-1.321599,22.422741,17.744057,23.74434,19.065657,12.140018,23.74434,40.987303,0.023795,0.324766,0.359608,0.300971,0.335814,0.191469,0.359608,0.425851,-0.013216,0.224227,0.177441,0.237443,0.190657,0.1214,0.237443,0.409873,0.036035,0.17101,0.250863,0.134975,0.214828,0.116983,0.250863,0.443516,102.963011,308.682858,376.753419,205.719848,273.790409,175.533727,376.753419,286.276163,2.03699,47.317142,36.246581,45.280152,34.209591,23.979195,47.317142,-3.776163,6.377009,47.504742,42.638673,41.127732,36.261663,24.402016,47.504742,9.074212,-0.00147,0.1649,0.173485,0.166369,0.174954,0.098172,0.174954,-0.017953,637.700932,4750.474161,4263.867277,4112.773229,3626.166345,2440.201557,4750.474161,907.421163,-0.003551,0.224409,0.197378,0.22796,0.200929,0.123288,0.22796,0.402301,Good
-0.185772,0.694692,0.768774,0.880464,0.954545,0.483044,0.954545,0.494805,-9.352518,35.328333,38.374755,44.680851,47.727273,24.310036,47.727273,74.55984,-0.082278,0.356812,0.394994,0.439091,0.477273,0.243611,0.477273,0.750339,-0.093525,0.353283,0.383748,0.446809,0.477273,0.2431,0.477273,0.745598,-0.07687,0.355958,0.399165,0.432828,0.476035,0.242859,0.476035,0.753567,13962,-8592,-8592,-22554,-22554,10645.61022,22554,14767.5,-13943,8684,8687,22627,22630,10682.4666,22630,-14680,-7,108,111,115,118,65.314623,118,60,-0.18705,0.706567,0.767495,0.893617,0.954545,0.486201,0.954545,0.491197,-700,10800,11100,11500,11800,6531.462317,11800,6000,-0.0937,0.356369,0.389817,0.450068,0.483516,0.245833,0.483516,0.743179,Bad
-0.00437,0.203177,0.203177,0.207547,0.207547,0.118579,0.207547,0.102681,1.229784,8.035714,11.607143,6.80593,10.377358,5.53456,11.607143,56.388982,-0.00954,0.133178,0.167497,0.142717,0.177037,0.090724,0.177037,0.568086,0.012298,0.080357,0.116071,0.068059,0.103774,0.055346,0.116071,0.56389,-0.016382,0.389291,0.426281,0.405674,0.442664,0.240732,0.442664,0.476484,5.802468,72.805659,74.047373,67.003192,68.244905,40.789789,74.047373,64.170243,0.197532,11.194341,11.952627,10.996808,11.755095,6.63265,11.952627,3.829757,0.483865,12.490369,13.248674,12.006503,12.764809,7.299785,13.248674,6.714809,-0.002142,0.090624,0.117646,0.092766,0.119788,0.061741,0.119788,0.066955,48.386546,1249.03687,1324.867441,1200.650324,1276.480895,729.978484,1324.867441,671.48089,0.004548,0.207823,0.223327,0.203275,0.218779,0.123326,0.223327,0.447736,Bad
0.002152,0.731164,0.652869,0.729013,0.650718,0.400194,0.731164,0.516849,0.386739,34.384613,32.922624,33.997873,32.535885,19.328147,34.384613,76.525446,0.000493,0.44574,0.397264,0.445248,0.396771,0.244016,0.44574,0.777033,0.003867,0.343846,0.329226,0.339979,0.325359,0.193281,0.343846,0.765254,0.00297,0.318242,0.325057,0.315272,0.322087,0.184872,0.325057,0.772825,16.86472,-67560.16475,-40710.02388,-67577.02947,-40726.8886,33125.95486,67577.02947,27208.78443,84.13528,67908.16475,41115.02388,67824.02947,41030.8886,33295.99112,67908.16475,-26903.28443,93.38959,419.005402,425.864536,325.615812,332.474946,220.276349,425.864536,215.068859,0.014088,0.687233,0.657845,0.673146,0.643757,0.384454,0.687233,0.526555,9338.958983,41900.5402,42586.45358,32561.58122,33247.4946,22027.63491,42586.45358,21506.88589,0.001104,0.368683,0.33014,0.367579,0.329036,0.202028,0.368683,0.756712,Bad
-0.000028,-0.043261,-0.022755,-0.043233,-0.022727,0.020807,0.043261,0.266483,2.248201,-1.209245,1.111838,-3.457447,-1.136364,1.482834,3.457447,64.210503,-0.009156,-0.094914,-0.086897,-0.085758,-0.077741,0.050088,0.094914,0.681919,0.022482,-0.012092,0.011118,-0.034574,-0.011364,0.014828,0.034574,0.642105,-0.005134,-0.058992,-0.047991,-0.053857,-0.042857,0.029816,0.058992,0.674156,15.897662,87.239571,88.705247,71.341909,72.807585,46.6591,88.705247,81.210937,3.102338,4.760429,6.294753,1.658091,3.192415,2.695753,6.294753,6.289063,3.860167,10.45165,11.985975,6.591483,8.125807,5.624589,11.985975,10.401379,0.012831,-0.016684,0.008723,-0.029515,-0.004109,0.013079,0.029515,0.120911,386.016718,1045.165019,1198.597467,659.148301,812.580749,562.458901,1198.597467,1040.137948,0.007668,-0.005314,0.008511,-0.012982,0.000843,0.006582,0.013825,0.612937,Good
0.036941,0.579539,0.540053,0.542598,0.503112,0.313313,0.579539,0.181954,3.869606,1.234818,29.025199,-2.634788,25.155593,13.756853,29.025199,67.044517,0.017297,0.340829,0.352782,0.323531,0.335485,0.195424,0.352782,0.625115,0.038696,0.012348,0.290252,-0.026348,0.251556,0.137569,0.290252,0.670445,0.022671,0.109525,0.512403,0.086854,0.489732,0.238879,0.512403,0.592325,44.709827,292.524461,360.065469,247.814634,315.355642,178.568319,360.065469,284.064471,65.290173,75.475539,101.934531,10.185366,36.644358,43.298038,101.934531,0.935529,70.846731,177.698995,228.333634,106.852265,157.486903,103.084043,228.333634,105.5163,0.056845,0.12273,0.494211,0.065885,0.437366,0.222891,0.494211,0.263739,7084.673067,17769.89954,22833.36336,10685.22648,15748.69029,10308.40426,22833.36336,10551.62999,0.021121,0.307508,0.416276,0.286387,0.395155,0.207824,0.416276,0.547697,Bad
-0.016579,0.28586,0.28586,0.302439,0.302439,0.169962,0.302439,0.147075,-1.468105,44.574899,13.653846,46.043004,15.121951,21.370243,46.043004,49.463686,0.002865,0.430784,0.410933,0.427919,0.408068,0.242294,0.430784,0.501809,-0.014681,0.445749,0.136538,0.46043,0.15122,0.213702,0.46043,0.494637,0.016776,0.635134,0.421535,0.618358,0.404758,0.312675,0.635134,0.403173,97.109324,216.893711,388.951668,119.784387,291.842344,167.55116,388.951668,282.661732,12.890676,151.106289,73.048332,138.215613,60.157657,69.011402,151.106289,2.338268,18.761818,140.000568,91.60418,121.238751,72.842363,64.993939,140.000568,26.913773,-0.00042,0.504331,0.208311,0.50475,0.208731,0.238697,0.50475,-0.00593,1876.181756,14000.05682,9160.418043,12123.87507,7284.236287,6499.393922,14000.05682,2691.377342,-0.014145,0.474848,0.301735,0.488993,0.315881,0.239024,0.488993,0.444459,Bad
-0.004369,0.453525,0.443402,0.457894,0.447771,0.260221,0.457894,0.323711,1.477486,31.012146,23.866048,29.53466,22.388562,15.700677,31.012146,64.949542,-0.00675,0.233094,0.336151,0.239845,0.342901,0.171538,0.342901,0.692555,0.014775,0.310121,0.23866,0.295347,0.223886,0.157007,0.310121,0.649495,-0.006266,0.033694,0.227483,0.039959,0.233749,0.110572,0.233749,0.726166,57.406408,165.288737,290.02972,107.882329,232.623312,127.816801,290.02972,232.566134,52.593592,202.711263,171.97028,150.117671,119.376688,96.24744,202.711263,52.433866,58.742112,203.588355,205.287995,144.846243,146.545883,103.883362,205.287995,91.075704,0.035967,0.371068,0.353543,0.335101,0.317576,0.199464,0.371068,0.209818,5874.21122,20358.83554,20528.79948,14484.62432,14654.58826,10388.33615,20528.79948,9107.570369,0.00053,0.311549,0.240501,0.311019,0.239972,0.161831,0.311549,0.634033,Bad
-0.127077,0.720227,0.765347,0.847304,0.892424,0.468776,0.892424,0.516632,-6.360911,35.358947,38.260301,41.719858,44.621212,23.264035,44.621212,75.991171,-0.011025,0.355436,0.400154,0.366461,0.411179,0.2221,0.411179,0.801306,-0.063609,0.353589,0.382603,0.417199,0.446212,0.23264,0.446212,0.759912,-0.053468,0.366476,0.391326,0.419944,0.444795,0.235427,0.444795,0.762252,60.662079,-2677.100299,-2677.549059,-2737.762378,-2738.211137,1563.461921,2738.211137,1394.202043,-41.662079,2769.100299,2772.549059,2810.762378,2814.211137,1611.853536,2814.211137,-1306.702043,4.71613,105.932129,109.280428,101.215999,104.564298,60.810945,109.280428,59.860739,-0.091515,0.636617,0.699788,0.728132,0.791303,0.414697,0.791303,0.514986,471.612989,10593.21293,10928.04279,10121.59994,10456.4298,6081.094465,10928.04279,5986.073852,-0.063911,0.36294,0.386088,0.426851,0.449999,0.23631,0.449999,0.756476,Bad
0,0,0,0,0,0,0,0,10.479042,-9.17613,10.479042,-19.655172,0,9.471332,19.655172,57.533554,0,0,0,0,0,0,0,0.5,0.10479,-0.091761,0.10479,-0.196552,0,0.094713,0.196552,0.575336,0.115771,-0.119413,0.115771,-0.235184,0,0.112431,0.235184,0.337739,0,165396,165396,165396,165396,95491.42512,165396,129954,105,-165040,-164983,-165145,-165088,95299.75732,165145,-129671.5,105,48,105,-57,0,50.705029,105,40.5,0.209581,-0.183523,0.209581,-0.393103,0,0.189427,0.393103,0.150671,10500,4800,10500,-5700,0,5070.502934,10500,4050,0.043532,-0.033703,0.043532,-0.077236,0,0.03748,0.077236,0.363525,Bad
