KB_Relative_Information_StDev,PercCorrect_tr-x1_vs_te-x1,Kappa_tr_vs_te-x1,KB_Relative_Information_tr-x1_vs_te-x1,Kappa_tr_vs_tr-x1,Kappa_tr-x1_vs_te-x1,IR_Recall_tr-x1_vs_te-x1,IR_Precision_Avg,IR_Recall_Avg,IR_Recall_tr_vs_te-x1,PercCorrect_tr_vs_te-x1,KB_Relative_Information_Avg,KB_Relative_Information_tr_vs_te-x1,Unweighted_Macro_F_tr_vs_tr-x1,PercCorrect_Avg,SF_Entropy_Gain_tr_vs_tr-x1,IR_Recall_tr_vs_te,PercCorrect_tr_vs_te,KB_Relative_Information_Range,Kappa_Avg,Unweighted_Macro_F_tr_vs_te,Unweighted_Macro_F_tr-x1_vs_te-x1,Unweighted_Macro_F_tr-x1_vs_te,PercCorrect_tr_vs_tr-x1,PercCorrect_StDev,IR_Recall_tr_vs_tr-x1,KB_Relative_Information_tr_vs_te,KB_Relative_Information_tr-x1_vs_te,Kappa_Range,Unweighted_Macro_F_StDev,Unweighted_Macro_F_tr_vs_te-x1,IR_Precision_StDev,PercCorrect_Range,Kappa_tr_vs_te,IR_Recall_StDev,KB_Mean_Information_Avg,Unweighted_Macro_F_Avg,SF_Entropy_Gain_tr-x1_vs_te-x1,Kappa_StDev,IR_Recall_Range,IR_Precision_tr_vs_tr-x1,PercCorrect_tr-x1_vs_te,Kappa_tr-x1_vs_te,KB_Relative_Information_tr_vs_tr-x1,IR_Precision_Range,Weighted_AreaUnderROC_tr_vs_te,IR_Recall_tr-x1_vs_te,Weighted_AreaUnderROC_tr_vs_tr-x1,SF_Entropy_Gain_Range,Unweighted_Macro_F_Range,Weighted_AreaUnderROC_StDev,SF_Entropy_Gain_tr_vs_te,IR_Precision_tr_vs_te-x1,SF_Entropy_Gain_StDev,SF_Entropy_Gain_tr_vs_te-x1,Weighted_AreaUnderROC_tr-x1_vs_te,KB_Mean_Information_Range,IR_Precision_tr-x1_vs_te-x1,KB_Mean_Information_StDev,SF_Entropy_Gain_Avg,KB_Mean_Information_tr_vs_te-x1,Weighted_AreaUnderROC_tr_vs_te-x1,Weighted_AreaUnderROC_Avg,SF_Entropy_Gain_tr-x1_vs_te,KB_Mean_Information_tr_vs_te,KB_Mean_Information_tr-x1_vs_te-x1,Weighted_AreaUnderROC_tr-x1_vs_te-x1,Weighted_AreaUnderROC_Range,KB_Mean_Information_tr-x1_vs_te,KB_Mean_Information_tr_vs_tr-x1,IR_Precision_tr_vs_te,IR_Precision_tr-x1_vs_te,TargetLabel
8014.784961,20.06993,0.415063,12245.08359,0.013665,0.401399,0.200699,0.662639,0.633816,0.219231,21.923077,8131.506104,16056.16639,0.008698,63.381609,35.078598,0.219281,21.928111,16056.16639,0.262343,0.231484,0.19797,0.222786,1.853147,12.147372,0.018531,14945.45265,11134.36986,0.415063,0.124437,0.206668,0.10318,21.928111,0.412922,0.121474,0.198376,0.623409,89.550394,0.235142,0.219281,0.006766,20.074964,0.399257,3811.082796,0.218347,0.170947,0.20075,0.003651,129.235162,0.231484,0.102049,129.235162,0.218347,64.788482,124.628992,0.167296,0.248887,0.211581,0.129609,37.55675,0.248887,0.185568,0.68114,94.156564,0.224831,0.221134,0.181917,0.185568,0.197078,0.027753,0.11349,0.106724,Bad
6012.751493,61.538462,1.230769,10106.32373,0,1.230769,0.615385,0.677632,0.694368,0.615385,61.538462,4902.228799,10706.32373,0,69.436813,6,0.607143,60.714286,10706.32373,0.37915,0.647619,0.65,0.647619,0,35.292932,0,10705.16741,10105.16741,1.252632,0.374592,0.65,0.372242,61.538462,1.252632,0.352929,0.407754,0.675595,3204.029515,0.716952,0.615385,0,60.714286,1.252632,600.000004,0.646617,0.619414,0.607143,0,3214.973201,0.65,0.358165,3214.973201,0.646617,1853.009191,3210.029516,0.619414,1.044882,0.646617,0.599608,-1503.699663,1.044882,0.621302,0.689821,3208.973201,1.036193,1.040864,0.621302,0.621302,1.032176,0.004017,0.642857,0.642857,Bad
6414.916354,19.161036,0.39296,10613.95807,0.009739,0.383221,0.19161,0.598388,0.55552,0.198964,19.896379,5271.176493,11130.03858,0.005347,55.552012,3.16676,0.259349,25.934935,11586.58851,0.140821,0.264535,0.19514,0.259188,0.735343,13.25285,0.007353,11586.58851,11070.50799,0.39296,0.135266,0.200487,0.093703,25.934935,0.38964,0.132528,0.099177,0.551109,64.584867,0.223145,0.259349,0.004862,25.199592,0.379901,516.080513,0.199914,0.251661,0.251996,-0.00129,79.536346,0.264535,0.140699,79.536346,0.199914,41.901412,67.751627,0.252951,0.255539,0.195052,0.139444,15.802969,0.225809,0.233785,0.609459,76.369587,0.254431,0.226918,0.235075,0.252951,0.255539,-0.001109,0.089206,0.084344,Bad
17213.56144,36.204147,0.7237,25981.83337,-0.000383,0.724083,0.362041,0.709318,0.686875,0.367914,36.7914,14409.03303,32541.88603,0.000095,68.687483,62.624775,0.385458,38.545786,32919.16081,0.384329,0.382755,0.367187,0.38266,0.587254,21.591661,0.005873,32919.16081,26359.10815,0.724083,0.216581,0.367281,0.194054,38.545786,0.704344,0.215917,0.30059,0.683017,342.812193,0.412427,0.385458,0.001395,37.958533,0.704726,6560.052658,0.367184,0.496019,0.379585,-0.002824,461.643328,0.382755,0.293314,461.643328,0.367184,234.753544,405.436968,0.498843,0.654077,0.365789,0.370682,75.8205,0.635744,0.516795,0.704433,399.018552,0.654077,0.629714,0.519618,0.519618,0.648046,0.00603,0.299602,0.298208,Good
5523.291965,3.818335,0.167609,7590.943069,0.091242,0.076367,0.038183,0.727036,0.688732,0.129178,12.917772,5182.191959,11152.97819,0.072585,68.873228,61.290438,-0.113563,-11.356275,11152.97819,0.264816,0.00968,0.035847,-0.062905,9.099437,10.804624,0.090994,10862.68309,7300.647972,0.167609,0.051732,0.108432,0.067685,24.274047,0.041976,0.108046,0.134529,0.602863,32.381563,0.072008,0.24274,0.019201,-20.455712,-0.049266,3562.035123,0.164132,0.110377,-0.204557,0.039345,93.672002,0.108432,0.064779,93.049517,0.101142,44.013981,93.672002,0.071032,0.175658,0.081941,0.087414,32.448645,0.149586,0.141776,0.655108,31.759079,0.175658,0.122437,0.102431,0.141776,0.148508,0.02715,-0.062991,-0.082192,Bad
8269.01742,20.227082,0.42518,13318.87659,0.020639,0.404542,0.202271,0.701375,0.698789,0.238528,23.852785,9452.353189,18671.85816,0.015571,69.87886,52.196935,-0.046862,-4.686235,18671.85816,0.266315,0.1765,0.27369,0.160929,3.625704,12.572326,0.036257,13202.49333,7849.511758,0.42518,0.138018,0.289261,0.10721,28.53902,0.327573,0.125723,0.267091,0.605039,122.760918,0.215232,0.28539,0.005482,-8.311938,0.306935,5352.981574,0.218299,0.2454,-0.083119,-0.001167,174.957853,0.289261,0.144068,120.264205,0.218299,76.644765,174.957853,0.246567,0.350515,0.212818,0.168898,69.275625,0.345697,0.252399,0.69245,68.06727,-0.004818,0.311924,0.253566,0.253566,-0.038591,0.033773,0.00638,0.000899,Bad
9566.946934,20.959596,0.427379,14126.53098,0.008187,0.419192,0.209596,0.654487,0.625481,0.2138,21.379967,7821.680929,18738.24264,0.002381,62.548057,34.436561,0.226182,22.618212,18738.24264,0.256737,0.236993,0.209425,0.234612,0.420371,12.591152,0.004204,18361.90787,13750.19622,0.428818,0.129283,0.211806,0.112091,22.618212,0.428818,0.125912,0.161348,0.62075,114.953547,0.244823,0.226182,0.021782,22.19784,0.420631,4611.711652,0.235265,0.33838,0.221978,0.004151,158.564988,0.236993,0.201126,158.564988,0.235265,80.287244,149.390108,0.334229,0.419787,0.213483,0.223834,15.018643,0.419787,0.361687,0.620809,124.128427,0.372007,0.399915,0.357537,0.361687,0.352134,0.019872,0.157733,0.13595,Bad
1047.258855,9.090909,0.128916,1600.154556,-0.052902,0.181818,0.090909,0.553049,0.539957,0.084071,8.40708,850.032714,1900.006541,-0.021135,53.995709,-5159.252709,0.099222,9.922231,2000.010616,0.081198,0.079574,0.086298,0.100709,-0.683829,5.530417,-0.006838,2000.010616,1700.158631,0.181818,0.049009,0.065163,0.045557,10.606061,0.114856,0.055304,0.079917,0.533522,-14361.84077,0.08851,0.106061,-0.010063,10.606061,0.167758,299.851986,0.095861,0.065652,0.106061,-0.017644,19521.09348,0.100709,0.040481,-18161.10088,0.085797,9637.931443,-19521.09348,0.083296,0.212141,0.095861,0.110615,-12141.03528,0.168144,0.053647,0.547464,-13001.84817,0.198448,0.181838,0.071291,0.083296,0.212141,-0.013693,0.055261,0.065324,Bad
4197.601676,41.287879,0.835335,6711.984183,0.009578,0.825758,0.412879,0.75563,0.755252,0.418574,41.857423,3695.324795,7805.13375,0.004797,75.525204,10.931496,0.410837,41.083729,7805.13375,0.506036,0.423244,0.421465,0.418447,0.569544,23.781869,0.005695,7746.28123,6653.131662,0.835922,0.243858,0.426262,0.238412,41.857423,0.835922,0.237819,0.290983,0.749529,76.011678,0.479701,0.418574,0.005221,40.514184,0.826344,1093.149567,0.415596,0.459866,0.405142,0.001739,86.943174,0.426262,0.261615,86.730724,0.415596,47.191255,86.943174,0.458127,0.553547,0.410375,0.315765,32.019892,0.553547,0.447973,0.764483,75.799229,0.54177,0.551943,0.446234,0.459866,0.540166,0.001604,0.415475,0.410254,Bad
12189.94272,26.063919,0.526306,19837.64982,0.005027,0.521278,0.260639,0.729839,0.692624,0.261671,26.167109,12481.06094,25184.61109,0.001597,69.262385,-189.97549,0.151417,15.1417,25184.61109,0.353503,0.232353,0.258605,0.230756,0.103189,12.71824,0.001032,21351.87149,16004.91022,0.526306,0.142184,0.260202,0.133872,26.167109,0.435738,0.127182,0.323913,0.671008,11.490308,0.278738,0.261671,0.016695,15.038511,0.430711,5346.961274,0.290223,0.215894,0.150385,-0.002468,189.97549,0.260202,0.145314,-141.97118,0.290223,87.499132,-178.485183,0.218362,0.444277,0.273529,0.212315,-197.186607,0.443372,0.27743,0.723682,48.00431,0.21972,0.444277,0.279898,0.279898,0.220625,-0.000905,0.072716,0.056021,Bad
7369.126006,20.512387,0.39778,12150.39947,-0.012468,0.410248,0.205124,0.601024,0.536712,0.192714,19.271445,5402.100836,12604.69087,-0.009044,53.671152,0.188707,0.281545,28.154454,13347.29705,0.128757,0.274287,0.213796,0.283331,-1.240942,14.518256,-0.012409,13347.29705,12893.00564,0.410248,0.143776,0.204752,0.112948,29.395396,0.366454,0.145183,0.075665,0.526647,-17.920746,0.224637,0.293954,-0.000858,29.395396,0.378922,454.291409,0.236797,0.290391,0.293954,-0.003941,34.625957,0.283331,0.164357,16.893918,0.235939,14.139305,-17.732039,0.294332,0.334572,0.236797,0.188587,-86.537272,0.318446,0.274548,0.566001,16.705211,0.331187,0.321831,0.278489,0.294332,0.334572,-0.003385,0.11532,0.116178,Bad
21204.6872,48.106061,1.049378,30852.55777,0.087257,0.962121,0.481061,0.700256,0.703725,0.527649,52.764925,17671.69806,42958.55377,0.043928,70.372527,430.322983,0.403276,40.327621,42958.55377,0.360876,0.490596,0.503194,0.446667,4.658864,26.098051,0.046589,40494.5682,28388.57219,1.049378,0.288367,0.547122,0.268814,52.764925,0.98101,0.260981,0.372054,0.674699,2817.572355,0.562756,0.527649,0.04164,35.668757,0.893753,12105.99601,0.54215,0.54327,0.356688,0.047824,5183.79972,0.547122,0.311233,5183.79972,0.54215,2447.579798,3247.895338,0.495446,0.988329,0.50051,0.489348,-1832.722256,0.988329,0.579361,0.681634,4753.476737,0.75599,0.902584,0.531537,0.579361,0.670245,0.085745,0.409775,0.368135,Good
4063.247534,46.226415,0.910543,6795.528281,-0.013985,0.924528,0.462264,0.722198,0.720477,0.455357,45.535714,3412.40915,7151.903379,-0.006996,72.047675,3.489404,0.491071,49.107143,7269.957361,0.443616,0.491666,0.469011,0.498663,-0.690701,27.560466,-0.006907,7269.957361,6913.582263,0.985134,0.277602,0.462015,0.273596,49.797844,0.971149,0.275605,0.298976,0.718597,89.558478,0.547824,0.497978,-0.006719,49.797844,0.985134,356.375098,0.491282,0.510593,0.497978,-0.003795,105.45093,0.498663,0.289981,105.45093,0.455545,56.539582,93.047882,0.514389,0.695059,0.462264,0.389174,20.4004,0.651834,0.489686,0.743524,101.961527,0.692761,0.654131,0.493481,0.514389,0.695059,-0.002298,0.484563,0.491282,Bad
3415.993057,11.311189,0.248073,5077.387805,0.021849,0.226224,0.113112,0.644534,0.628885,0.161538,16.153846,4474.277253,8190.96478,0.023287,62.88846,29.287883,-0.040888,-4.088804,8190.96478,0.145607,0.114682,0.173069,0.091395,4.842657,8.749263,0.048427,4812.731427,1699.154452,0.248073,0.090012,0.196357,0.081752,20.24265,0.216865,0.087493,0.127333,0.521273,25.703541,0.128851,0.202427,0.002738,-8.931461,0.195016,3113.576975,0.174672,0.174711,-0.089315,0.000722,54.991425,0.196357,0.09523,21.678355,0.174672,22.693842,54.991425,0.173988,0.163178,0.171934,0.071038,20.3094,0.13347,0.154678,0.570116,-7.609528,-0.029708,0.09244,0.153956,0.174711,-0.070739,0.04103,0.064779,0.062041,Bad
17272.52998,39.091674,0.866648,22942.69298,0.084815,0.781833,0.390917,0.693464,0.615397,0.442042,44.204244,13195.98517,33055.38589,0.04356,61.539724,2249.444758,0.537551,53.755061,35085.79376,0.308019,0.529935,0.457852,0.486375,5.11257,27.164973,0.051126,35085.79376,24973.10085,0.866648,0.285941,0.501412,0.224175,53.755061,0.731329,0.27165,0.244569,0.595322,5546.923537,0.441651,0.537551,0.041056,48.64249,0.646515,10112.69291,0.494682,0.402303,0.486425,0.028197,18561.10356,0.529935,0.256463,18561.10356,0.494682,8281.887994,7796.368295,0.374106,0.783038,0.453626,0.403633,-6871.853817,0.681012,0.502117,0.687512,16311.65881,0.783038,0.603383,0.473919,0.502117,0.705409,0.077629,0.1858,0.144744,Bad
3179.600948,27.358491,0.516005,5607.427872,-0.031165,0.54717,0.273585,0.51773,0.642057,0.258929,25.892857,2852.633884,5603.474288,-0.015279,64.205694,-905.994226,0.223214,22.321429,5607.427872,0.265794,0.409146,0.439929,0.424425,-1.465633,14.427695,-0.014656,5403.396472,5407.350056,0.54717,0.245268,0.42465,0.288266,27.358491,0.516005,0.144277,0.275167,0.553354,4888.352869,0.307176,0.273585,-0.016372,23.787062,0.54717,-3.953584,0.525152,0.201549,0.237871,-0.016378,4892.665649,0.439929,0.122823,3986.671422,0.50878,2588.560482,3982.358643,0.217927,0.529035,0.525152,0.278308,-10330.11396,0.500343,0.206847,0.668014,4892.665649,0.428884,0.529035,0.223224,0.223224,0.457575,-0.028692,0.47179,0.488162,Bad
15331.27292,38.118022,0.785684,23370.87897,0.023324,0.76236,0.38118,0.670951,0.668318,0.403205,40.320454,13011.15414,30382.11877,0.012637,66.831841,63.313785,0.338877,33.887706,30382.11877,0.299098,0.392296,0.400224,0.379659,2.202432,20.970787,0.022024,28753.54608,21742.30628,0.78646,0.228993,0.412861,0.219588,40.320454,0.78646,0.209708,0.270438,0.643515,280.52059,0.447208,0.403205,0.010157,31.685274,0.763137,7011.2398,0.416187,0.429147,0.316853,-0.000741,364.320903,0.412861,0.255288,364.320903,0.416187,188.121684,343.834375,0.429888,0.642502,0.40603,0.331553,16.873584,0.642502,0.45377,0.679209,301.007118,0.522871,0.612333,0.454511,0.454511,0.492702,0.030169,0.348454,0.338297,Bad
3861.297069,11.961722,0.266106,5667.824526,0.026872,0.239234,0.119617,0.661828,0.646728,0.160278,16.027786,4695.40031,8458.430965,0.019456,64.672816,24.855024,0.063787,6.378663,8458.430965,0.220908,0.178444,0.190679,0.158988,4.066064,6.804696,0.040661,6928.06181,4137.45537,0.308869,0.107633,0.210135,0.053947,16.027786,0.308869,0.068047,0.134006,0.578184,40.173582,0.159562,0.160278,0.012816,2.3126,0.281998,2790.606439,0.115926,0.113877,0.023126,0.00651,65.028606,0.210135,0.059853,51.169047,0.07241,28.814341,65.028606,0.107367,0.109498,0.059595,0.047038,31.480361,0.109498,0.098642,0.633296,26.314023,0.042846,0.085754,0.092131,0.113877,0.019102,0.023744,0.115926,0.10311,Bad
8876.47736,36.237374,0.742813,12603.35505,0.018065,0.724747,0.362374,0.544959,0.527339,0.379037,37.903738,5240.050164,17192.09196,0.008448,52.733946,38.350461,0.329272,32.927249,17450.85063,0.043102,0.354954,0.366635,0.346506,1.666364,20.080732,0.016664,17450.85063,12862.11371,0.742813,0.208495,0.375083,0.190302,37.903738,0.674329,0.200807,0.038779,0.515738,150.119183,0.404912,0.379037,0.023722,31.260885,0.656264,4588.736916,0.390541,0.45212,0.312609,0.018292,223.03915,0.375083,0.259145,223.03915,0.390541,109.764429,188.469644,0.433828,0.544009,0.36682,0.283307,-30.810265,0.544009,0.463361,0.542934,184.688688,0.466075,0.507772,0.445069,0.463361,0.429838,0.036237,0.268544,0.244822,Good
1182.095449,12.33672,0.24559,2031.207317,-0.001144,0.246734,0.123367,0.522821,0.522772,0.118819,11.881868,839.757819,2031.24553,-0.003816,52.277174,-3017.160022,0.116071,11.607143,2063.43834,0.041951,0.132071,0.124194,0.135887,-0.454852,6.915401,-0.004549,2063.43834,2063.400127,0.263561,0.074148,0.120378,0.075967,12.33672,0.262417,0.069154,0.05155,0.516553,-26455.37747,0.147141,0.123367,0.003336,12.061995,0.263561,0.038213,0.136649,0.161737,0.12062,-0.002007,29472.53749,0.135887,0.08854,-28507.84098,0.129615,15919.12678,-29472.53749,0.163744,0.247221,0.126279,0.138109,-22082.20424,0.23092,0.141633,0.542624,-25490.68096,0.237807,0.240334,0.14364,0.163744,0.247221,-0.009414,0.136649,0.133314,Bad
7118.520446,20.454545,0.402441,12000,-0.00665,0.409091,0.204545,0.568306,0.540702,0.186944,18.694429,5200,13100,-0.011276,54.070159,-50373,0.1429,14.290041,13100,0.07272,0.18372,0.2029,0.194996,-1.760116,10.215101,-0.017601,12600,11500,0.409091,0.111749,0.191624,0.111952,20.454545,0.377637,0.102151,0.081403,0.527691,-100648,0.227351,0.204545,0.024212,16.050157,0.384287,1100,0.241191,0.206783,0.160502,0.008201,151021,0.2029,0.118812,-123154,0.241191,68747.94108,-151021,0.198582,0.409091,0.216979,0.204302,-123496,0.373889,0.212746,0.537632,-72781,0.285801,0.409091,0.204545,0.212746,0.321003,-0.035202,0.144085,0.119873,Bad
19282.28894,33.080808,0.669806,30400,0.00819,0.661616,0.330808,0.795633,0.775372,0.341998,34.199782,20100,39900,0.004623,77.537232,-5265,0.186042,18.604171,39900,0.483122,0.333606,0.395568,0.328983,1.118974,16.228287,0.01119,34600,25100,0.669806,0.212251,0.400191,0.14134,34.199782,0.614194,0.162283,0.550745,0.717967,-1840,0.369009,0.341998,0.000338,17.485197,0.606004,9500,0.271567,0.313219,0.174852,-0.008251,7105,0.400191,0.185984,-5014,0.271567,3043.604333,-7105,0.32147,0.683996,0.27123,0.324566,-43483,0.683996,0.322557,0.733858,251,0.372083,0.661616,0.330808,0.330808,0.349704,0.022379,0.21078,0.210442,Bad
24298.68252,49.369369,0.986724,40327.29553,-0.000664,0.987387,0.493694,0.741766,0.706406,0.49343,49.343019,19921.23371,42537.67025,-0.000332,70.640581,22.10359,0.546823,54.682274,43769.69828,0.428521,0.566597,0.493789,0.566929,-0.02635,30.11611,-0.000264,43769.69828,41559.32357,1.031197,0.30756,0.493457,0.262082,54.708625,1.030533,0.301161,0.368756,0.701403,425.59502,0.582798,0.547086,-0.00021,54.708625,1.031197,2210.374718,0.493746,0.600548,0.547086,0.000234,480.65468,0.566929,0.339851,480.65468,0.493536,262.112867,447.69861,0.600314,0.951253,0.493746,0.533666,181.29443,0.896852,0.576471,0.701442,458.55109,0.951253,0.895817,0.576237,0.600548,0.950218,0.001035,0.405568,0.405778,Bad
9443.111743,13.170732,0.282043,9333.200815,0.018628,0.263415,0.131707,0.594372,0.500741,0.167308,16.730769,4667.140369,13689.63828,0.014809,50.074059,-16.371515,0.46336,46.336032,21056.89889,0.13278,0.453965,0.238541,0.439155,3.560038,21.054188,0.0356,21056.89889,16700.46143,0.296382,0.21612,0.253351,0.072884,46.336032,0.296382,0.210542,0.054624,0.458727,-79.03872,0.161884,0.46336,0.017246,42.775995,0.277754,4356.437465,0.159989,-0.008184,0.42776,0.009581,289.443756,0.453965,0.05627,194.033522,0.159989,122.921124,-95.410234,-0.017765,0.71288,0.142743,0.332634,-156.234199,0.147878,-0.111134,0.71297,210.405037,0.71288,0.116141,-0.120716,0.120716,0.681143,0.031737,0.085232,0.067986,Bad
22556.08196,47.727273,0.996359,31953.26096,0.041813,0.954545,0.477273,0.669944,0.642788,0.501089,50.108873,16455.9046,42449.07895,0.020821,64.278786,4380.273767,0.544662,54.46624,44694.71272,0.308716,0.546808,0.478495,0.525987,2.3816,29.5703,0.023816,44694.71272,34198.89473,0.996359,0.296736,0.499317,0.266689,54.46624,0.985127,0.295703,0.284656,0.640448,13167.67709,0.560214,0.544662,0.026464,52.08464,0.943313,10495.81798,0.504504,0.486299,0.520846,0.026698,46555.63154,0.546808,0.273027,46555.63154,0.504504,20992.33643,17547.95086,0.459601,1.079747,0.47804,0.58637,-51057.53031,0.995602,0.485439,0.665582,42175.35777,1.079747,0.946836,0.458741,0.486299,1.030981,0.048766,0.440605,0.414141,Good
21710.01835,42.025518,0.847116,33766.18585,0.005243,0.841873,0.416209,0.694878,0.703537,0.422739,43.104148,18151.36522,42055.88799,0.002643,70.039726,-10610.07296,0.340398,34.03982,42055.88799,0.363482,0.417073,0.454024,0.414431,1.078629,22.272155,0.006531,40487.01412,32197.31198,0.847116,0.251985,0.456667,0.230803,43.104148,0.829925,0.221001,0.371292,0.672929,14249.97027,0.482662,0.422739,0.006408,32.961191,0.824682,8289.702133,0.437275,0.50514,0.333868,0.010378,27098.59532,0.456667,0.286733,16488.52236,0.437275,11180.99786,3639.897313,0.494762,0.894093,0.430867,0.480705,-50211.31442,0.894093,0.498355,0.651718,27098.59532,0.76549,0.889747,0.487977,0.50514,0.761144,0.004346,0.361365,0.354957,Bad
4872.029009,12.121212,0.255941,8000,0.013517,0.242424,0.121212,0.555077,0.515489,0.101562,10.156171,2850,7700,-0.003894,51.548878,-55747,0.12203,12.202954,9100,0.053092,0.127639,0.103731,0.131533,-1.965041,7.116685,-0.01965,8800,9100,0.261238,0.067767,0.099837,0.079288,14.167996,0.261238,0.071167,0.030978,0.508483,-119984,0.145515,0.14168,0.034232,14.167996,0.247721,-300,0.17261,0.146661,0.14168,0.016677,175731,0.131533,0.07771,-139272,0.17261,79628.11842,-175731,0.129984,0.28336,0.138378,0.142334,-148443.5,0.203123,0.137889,0.527495,-83525,0.244059,0.242424,0.121212,0.146661,0.28336,-0.039301,0.12255,0.088318,Bad
8396.121116,21.770335,0.444569,13343.91006,0.009163,0.435407,0.217703,0.630797,0.629283,0.232177,23.217726,7650.133027,16349.97727,0.005096,62.928302,-9.608557,0.164926,16.49258,16349.97727,0.22869,0.204957,0.225988,0.199861,1.447391,11.396987,0.014474,15397.16909,12391.10188,0.444569,0.124877,0.231084,0.113915,23.217726,0.409787,0.11397,0.171949,0.611991,103.020623,0.244428,0.232177,0.013503,15.045189,0.400624,3006.067211,0.232833,0.233928,0.150452,0.000168,135.693364,0.231084,0.138236,126.084807,0.232833,67.582642,93.412066,0.233759,0.319969,0.21933,0.16892,-62.393236,0.315818,0.244854,0.622962,135.693364,0.259761,0.319969,0.244686,0.244854,0.263911,-0.00415,0.161808,0.148305,Bad
6349.272039,14.634146,0.281328,7132.252657,-0.011355,0.292683,0.146341,0.405587,0.491014,0.126923,12.692308,3584.907981,10513.96608,-0.013497,49.10135,28.21085,0.436134,43.61336,13820.5529,0.143503,0.466614,0.306998,0.48011,-1.941839,21.040708,-0.019418,13820.5529,10438.83948,0.292683,0.234303,0.293501,0.315409,45.555199,0.281328,0.210407,0.039653,0.44018,-0.587111,0.165767,0.455552,0.0223,45.555199,0.292683,3381.713428,0.642723,0.152884,0.455552,0.006543,71.44452,0.48011,0.08642,71.44452,0.429124,29.514118,27.62374,0.146341,0.41973,0.406824,0.19337,-7.514043,0.202192,0.152884,0.574806,43.23367,0.41973,0.173957,0.146341,0.152884,0.391496,0.028234,0.642723,0.620423,Bad
4937.835179,40.909091,0.818182,7767.934241,0,0.818182,0.409091,0.791081,0.791344,0.409091,40.909091,5007.783318,9114.503012,0,79.134429,13.465688,0.425532,42.553191,9230.106,0.580647,0.430403,0.409938,0.430403,0,24.102833,0,9230.106,7883.537229,0.859232,0.242729,0.409938,0.241364,42.553191,0.859232,0.241028,0.441068,0.789915,95.346506,0.484518,0.425532,0,42.553191,0.859232,1346.568771,0.427344,0.375938,0.425532,0,121.737541,0.430403,0.202879,121.737541,0.408333,63.12835,108.812194,0.375938,0.566298,0.408333,0.316523,38.301922,0.528959,0.322831,0.825308,108.271853,0.565394,0.529863,0.322831,0.375938,0.566298,-0.000904,0.427344,0.427344,Bad
5198.717791,35.703919,0.703433,8800,-0.010645,0.714078,0.357039,0.755265,0.752721,0.351648,35.164835,4900,9200,-0.005361,75.272134,-1068,0.357143,35.714286,9200,0.506565,0.35712,0.357613,0.362481,-0.539084,20.619055,-0.005391,9200,8800,0.720716,0.206347,0.352252,0.205463,36.253369,0.710071,0.206191,0.505443,0.752546,4376,0.411148,0.362534,-0.004325,36.253369,0.720716,400,0.358068,0.355926,0.362534,-0.003678,5448,0.362481,0.205823,4380,0.353651,2602.036894,3308,0.359603,0.725067,0.357976,0.412381,-10135,0.703297,0.353362,0.753882,5448,0.714286,0.714078,0.357039,0.359603,0.725067,-0.010782,0.353743,0.358068,Bad
24239.15565,53.827751,1.060046,37000,-0.016509,1.076555,0.538278,0.644202,0.638262,0.53524,53.523983,17150,44900,-0.007932,63.826238,-11713,0.529392,52.939188,46200,0.256535,0.564217,0.557883,0.57215,-0.303768,30.822135,-0.003038,46200,38300,1.134385,0.323991,0.54995,0.307298,53.827751,1.117876,0.308221,0.276525,0.621756,35746,0.633953,0.538278,-0.010332,53.242956,1.134385,7900,0.564735,0.563906,0.53243,-0.013845,73279,0.57215,0.318631,61566,0.554403,32354.11651,24033,0.577751,1.076555,0.564735,0.616443,-71652.5,1.07048,0.524433,0.62423,73279,1.058784,1.076555,0.538278,0.577751,1.064859,-0.006075,0.496522,0.506854,Bad
25125.60452,53.282828,1.07005,39424.15067,0.004394,1.065657,0.532828,0.743034,0.757985,0.535475,53.547451,22474.69287,49923.96459,0.002197,75.798479,104.998815,0.39002,39.001996,49923.96459,0.455856,0.515722,0.576659,0.513525,0.264622,27.294336,0.002646,46173.30841,35673.49449,1.07005,0.316396,0.578856,0.288176,53.547451,1.018696,0.272943,0.517115,0.715377,30987.59018,0.602069,0.535475,0.002651,38.737374,1.014302,10499.81393,0.554743,0.495339,0.387374,0.000071,37012.68529,0.578856,0.296214,37012.68529,0.554743,19778.25952,31092.58899,0.495268,1.071427,0.552092,0.545521,-16562.51614,1.071427,0.529696,0.74359,36907.68647,0.777025,1.066266,0.529625,0.529696,0.771864,0.005161,0.430617,0.427966,Bad
5509.612812,3.653846,0.085221,5800,0.012144,0.073077,0.036538,0.737633,0.622883,0.096154,9.615385,7675,13200,0.027016,62.288311,-3142,-0.10884,-10.884011,13200,0.121575,0.022938,0.077179,-0.004078,5.961538,8.961983,0.059615,4700,-2700,0.085221,0.045358,0.104195,0.02495,20.499396,0.064912,0.08962,0.245766,0.479191,-148950,0.040989,0.204994,-0.011004,-16.84555,0.052768,7400,0.049108,0.03756,-0.168455,-0.002576,152092,0.104195,0.021466,-151105,-0.049108,86628.85186,-152092,0.040136,0.409988,-0.038104,0.17924,-126955.25,0.192308,0.033963,0.555188,-147963,-0.21768,0.073077,0.036538,0.040136,-0.336911,0.119231,-0.046852,-0.035847,Bad
