KB_Relative_Information_StDev,PercCorrect_tr-x1_vs_te-x1,Kappa_tr_vs_te-x1,KB_Relative_Information_tr-x1_vs_te-x1,Kappa_tr_vs_tr-x1,Kappa_tr-x1_vs_te-x1,IR_Recall_tr-x1_vs_te-x1,IR_Precision_Avg,IR_Recall_Avg,IR_Recall_tr_vs_te-x1,PercCorrect_tr_vs_te-x1,KB_Relative_Information_Avg,KB_Relative_Information_tr_vs_te-x1,Unweighted_Macro_F_tr_vs_tr-x1,PercCorrect_Avg,SF_Entropy_Gain_tr_vs_tr-x1,IR_Recall_tr_vs_te,PercCorrect_tr_vs_te,KB_Relative_Information_Range,Kappa_Avg,Unweighted_Macro_F_tr_vs_te,Unweighted_Macro_F_tr-x1_vs_te-x1,Unweighted_Macro_F_tr-x1_vs_te,PercCorrect_tr_vs_tr-x1,PercCorrect_StDev,IR_Recall_tr_vs_tr-x1,KB_Relative_Information_tr_vs_te,KB_Relative_Information_tr-x1_vs_te,Kappa_Range,Unweighted_Macro_F_StDev,Unweighted_Macro_F_tr_vs_te-x1,IR_Precision_StDev,PercCorrect_Range,Kappa_tr_vs_te,IR_Recall_StDev,KB_Mean_Information_Avg,Unweighted_Macro_F_Avg,SF_Entropy_Gain_tr-x1_vs_te-x1,Kappa_StDev,IR_Recall_Range,IR_Precision_tr_vs_tr-x1,PercCorrect_tr-x1_vs_te,Kappa_tr-x1_vs_te,KB_Relative_Information_tr_vs_tr-x1,IR_Precision_Range,Weighted_AreaUnderROC_tr_vs_te,IR_Recall_tr-x1_vs_te,Weighted_AreaUnderROC_tr_vs_tr-x1,SF_Entropy_Gain_Range,Unweighted_Macro_F_Range,Weighted_AreaUnderROC_StDev,SF_Entropy_Gain_tr_vs_te,IR_Precision_tr_vs_te-x1,SF_Entropy_Gain_StDev,SF_Entropy_Gain_tr_vs_te-x1,Weighted_AreaUnderROC_tr-x1_vs_te,KB_Mean_Information_Range,IR_Precision_tr-x1_vs_te-x1,KB_Mean_Information_StDev,SF_Entropy_Gain_Avg,KB_Mean_Information_tr_vs_te-x1,Weighted_AreaUnderROC_tr_vs_te-x1,Weighted_AreaUnderROC_Avg,SF_Entropy_Gain_tr-x1_vs_te,KB_Mean_Information_tr_vs_te,KB_Mean_Information_tr-x1_vs_te-x1,Weighted_AreaUnderROC_tr-x1_vs_te-x1,Weighted_AreaUnderROC_Range,KB_Mean_Information_tr-x1_vs_te,KB_Mean_Information_tr_vs_tr-x1,IR_Precision_tr_vs_te,IR_Precision_tr-x1_vs_te,TargetLabel
16076.44314,36.92185,0.741438,24910.81026,0.003001,0.738437,0.369219,0.760335,0.755752,0.373086,37.308589,14955.46975,31530.97975,0.001497,75.575154,65.738988,0.337998,33.799817,31530.97975,0.49372,0.37014,0.372619,0.368644,0.386739,20.466388,0.003867,29940.9404,23320.77091,0.741438,0.214423,0.374116,0.200066,37.308589,0.737663,0.204664,0.345306,0.74568,286.912397,0.426118,0.373086,0.004167,33.413078,0.734662,6620.169491,0.371446,0.532316,0.334131,0.000723,352.651385,0.374116,0.307072,348.444406,0.371446,185.372799,352.651385,0.531592,0.5769,0.367278,0.309018,124.881208,0.5769,0.532136,0.721598,282.705418,0.497001,0.567403,0.531413,0.532316,0.487503,0.009497,0.322245,0.318078,Bad
9461.761116,38.888889,0.76862,13261.76391,-0.009158,0.777778,0.388889,0.577,0.550921,0.392851,39.285066,6662.320929,18228.63189,-0.004501,55.092078,45.836769,0.425453,42.545254,18744.89888,0.121952,0.423057,0.38899,0.427558,0.396177,23.546216,0.003962,18744.89888,13778.0309,0.777778,0.234953,0.384489,0.20918,42.545254,0.736302,0.235462,0.104204,0.547035,124.870886,0.437292,0.425453,0.006146,42.149077,0.74546,4966.867976,0.396248,0.430735,0.421491,-0.005109,184.433453,0.427558,0.247276,184.433453,0.396248,91.400213,170.707655,0.435844,0.465129,0.390102,0.255314,24.381511,0.465129,0.420593,0.576291,138.596684,0.452435,0.430455,0.425703,0.435844,0.417761,0.034674,0.328012,0.321867,Good
18345.45913,38.755981,0.87055,26355.37897,0.095431,0.77512,0.38756,0.686114,0.702407,0.439611,43.961059,15919.87322,37567.56306,0.047706,70.240663,485.122027,0.351891,35.189129,37567.56306,0.350205,0.462728,0.445809,0.415021,5.205078,21.748484,0.052051,35084.98139,23872.7973,0.904875,0.263294,0.493515,0.234799,43.961059,0.904875,0.217485,0.342617,0.657912,85.880966,0.486737,0.439611,0.051725,29.984051,0.809445,11212.18409,0.457278,0.434235,0.299841,0.07046,614.349022,0.493515,0.230622,614.349022,0.457278,283.544023,571.002993,0.363775,0.770495,0.405553,0.377487,-76.55259,0.770495,0.428849,0.730243,129.226995,0.605388,0.673989,0.358389,0.434235,0.508881,0.096507,0.400536,0.348811,Bad
7212.258084,10.606061,0.227134,9400,0.015012,0.212121,0.106061,0.58823,0.591358,0.148261,14.826083,7250,16100,0.01762,59.135814,-18157,0.072237,7.223743,16100,0.120602,0.125039,0.129786,0.107419,4.220022,6.252401,0.0422,13400,6700,0.254156,0.074475,0.147406,0.066933,14.826083,0.254156,0.062524,0.182716,0.541646,-112466,0.135193,0.148261,0.008491,3.003721,0.239144,6700,0.135951,0.119859,0.030037,0.000641,130623,0.147406,0.065439,-114570,0.135951,66282.28535,-130623,0.119219,0.296522,0.127459,0.125048,-124815.5,0.296522,0.106701,0.558673,-96413,0.144475,0.212121,0.106061,0.119859,0.060074,0.0844,0.097678,0.089187,Good
13316.58423,18.793706,0.441719,19612.19172,0.065845,0.375874,0.187937,0.733308,0.696118,0.226923,22.692308,13398.1287,26490.7189,0.033442,69.611838,112.306172,0.241925,24.192509,26490.7189,0.399193,0.24857,0.197028,0.215128,3.898601,12.525687,0.038986,25456.76191,18578.23473,0.441719,0.129566,0.23047,0.095528,24.192509,0.431772,0.125257,0.329175,0.688713,440.17981,0.234727,0.241925,0.034796,20.293908,0.365926,6878.527178,0.216394,0.213302,0.202939,0.045021,654.594601,0.24857,0.119402,654.594601,0.216394,322.051847,552.485982,0.16828,0.401842,0.181598,0.211903,-290.13753,0.38529,0.238813,0.780117,542.288429,0.401842,0.327228,0.193792,0.238813,0.34378,0.058062,0.10599,0.071194,Good
6070.945914,14.146341,0.250961,7525.34534,-0.031965,0.282927,0.141463,0.404716,0.484025,0.103846,10.384615,3057.705451,8900.593099,-0.028155,48.402476,6.253425,0.413057,41.305668,12710.02936,0.133472,0.44325,0.298293,0.471405,-3.761726,20.443926,-0.037617,12710.02936,11334.7816,0.282927,0.225722,0.270137,0.314377,45.067394,0.250961,0.204439,0.019229,0.432163,57.00006,0.154672,0.450674,0.015703,45.067394,0.282927,1375.247759,0.637683,0.24993,0.450674,0.003334,123.659733,0.471405,0.122474,123.659733,0.424084,57.745131,63.253485,0.246596,0.438158,0.408381,0.205203,7.710904,0.185935,0.15657,0.603457,117.406308,0.426275,0.197817,0.153236,0.24993,0.438158,-0.011882,0.637683,0.621981,Good
23614.50569,63.095038,1.268262,37303.21691,0.006361,1.261901,0.63095,0.710999,0.710422,0.635875,63.587533,20894.19341,47283.60379,0.003183,71.04224,99.753228,0.371356,37.135628,47283.60379,0.332119,0.548955,0.666516,0.545773,0.492495,30.884298,0.004925,43050.25062,33069.86374,1.268262,0.354324,0.669698,0.322778,63.587533,1.090638,0.308843,0.432054,0.656258,578.092938,0.682985,0.635875,0.004803,36.643132,1.084277,9980.386875,0.679211,0.56988,0.366431,0.000326,677.846166,0.669698,0.356129,649.840078,0.679211,356.988514,677.846166,0.569554,1.1101,0.674409,0.54578,101.534226,1.1101,0.657827,0.689701,550.08685,0.691821,1.103871,0.657501,0.657827,0.685593,0.006229,0.325741,0.320938,Bad
9805.291382,11.576577,0.223547,14764.9342,-0.007985,0.231532,0.115766,0.676939,0.5796,0.108322,10.832176,6879.97817,14685.53232,-0.005423,57.959966,-28.539247,0.284281,28.428094,18798.41015,0.23118,0.285233,0.162539,0.290656,-0.744401,13.603659,-0.007444,18719.00827,18798.41015,0.302432,0.139459,0.157116,0.040593,29.172494,0.294447,0.136037,0.11123,0.56462,885.848477,0.154606,0.291725,-0.000157,29.172494,0.302432,-79.401884,0.088404,0.26942,0.291725,-0.00122,2602.744847,0.290656,0.160012,2574.2056,0.076307,1220.282395,857.309229,0.27064,0.563852,0.076464,0.263045,-1014.113796,0.229573,0.283306,0.628994,2602.744847,0.545915,0.247511,0.284526,0.284526,0.563852,-0.017938,-0.012098,-0.011941,Bad
5983.254557,50,1,10036.82278,0,1,0.5,0.743552,0.741071,0.5,50,5116.018103,10608.46963,0,74.107143,5.716468,0.535714,53.571429,10673.80069,0.4875,0.541935,0.506747,0.541935,0,29.934026,0,10673.80069,10102.15385,1.05,0.303069,0.506747,0.296308,53.571429,1.05,0.29934,0.460978,0.737829,126.056677,0.592136,0.535714,0,53.571429,1.05,571.646843,0.525794,0.533333,0.535714,0,133.19545,0.541935,0.307693,133.19545,0.5,74.878272,131.773146,0.533333,0.978278,0.5,0.558246,38.123708,0.955741,0.532544,0.733531,127.478982,0.978278,0.95528,0.532544,0.533333,0.977817,0.000461,0.525794,0.525794,Bad
19458.97323,43.460925,0.869002,29829.38389,-0.000216,0.869219,0.434609,0.725434,0.719485,0.437481,43.748099,16803.31933,37501.40953,-0.000076,71.948455,75.475143,0.396545,39.654531,37501.40953,0.421397,0.428372,0.43852,0.428448,0.287174,24.051782,0.002872,36689.64953,29017.62389,0.869219,0.250284,0.438444,0.234945,43.748099,0.851458,0.240518,0.359916,0.709042,385.607024,0.496768,0.437481,0.001973,39.367358,0.851675,7672.02564,0.437652,0.540383,0.393674,0.000295,486.645345,0.43852,0.309853,486.645345,0.437652,253.89042,461.082167,0.540087,0.738473,0.435679,0.408419,109.660047,0.738473,0.533227,0.71612,411.170202,0.684209,0.728443,0.532931,0.540383,0.674178,0.01003,0.373046,0.371073,Bad
8778.614509,19.617225,0.381044,13639.17291,-0.0113,0.392344,0.196172,0.63675,0.616159,0.186594,18.659365,8171.173128,16502.41376,-0.0086,61.615931,17.261317,0.209985,20.998546,16502.41376,0.228837,0.22935,0.196443,0.23795,-0.95786,11.770087,-0.009579,16500.0468,13636.80595,0.460912,0.124128,0.187842,0.115212,21.956406,0.449612,0.117701,0.191174,0.609666,145.957613,0.244702,0.219564,0.013679,21.956406,0.460912,2863.240857,0.216126,0.321116,0.219564,0.000278,184.097317,0.23795,0.180646,184.097317,0.216126,95.918358,163.21893,0.320839,0.304208,0.202446,0.167288,30.917112,0.274486,0.304496,0.673262,166.836,0.29292,0.285774,0.304218,0.321116,0.304208,-0.011288,0.195077,0.181397,Bad
5853.617987,10.48951,0.239376,8797.155775,0.029586,0.20979,0.104895,0.669078,0.646325,0.142308,14.230769,6770.79152,12483.59412,0.0201,64.632547,-106.110845,0.111901,11.190093,12483.59412,0.247917,0.149394,0.103413,0.129294,3.741259,6.560555,0.037413,10620.84641,6934.408061,0.312258,0.074195,0.123513,0.06904,14.230769,0.312258,0.065606,0.181281,0.61412,45.555987,0.154085,0.142308,0.011553,7.448834,0.282671,3686.438349,0.14451,0.156949,0.074488,0.0016,106.110845,0.149394,0.088804,-39.02783,0.14451,44.242198,-60.554857,0.155349,0.164306,0.132958,0.073615,-53.187314,0.164306,0.152193,0.624989,67.083015,0.109917,0.127616,0.150594,0.156949,0.073227,0.03669,0.095248,0.083695,Bad
21010.56294,63.888889,1.232771,33522.92598,-0.045006,1.277778,0.638889,0.653809,0.66319,0.617946,61.794593,16543.7243,40299.92709,-0.022635,66.31899,51.29573,0.494748,49.474843,40299.92709,0.276654,0.590962,0.676003,0.613597,-2.094296,33.120563,-0.020943,38585.25215,31808.25104,1.277778,0.366744,0.653368,0.349099,63.888889,1.182159,0.331206,0.308987,0.62899,425.226526,0.710661,0.638889,-0.016534,51.56914,1.227165,6777.001114,0.687184,0.612528,0.515691,-0.01351,481.841004,0.676003,0.375922,481.841004,0.67065,262.692879,476.522257,0.626038,1.053415,0.687184,0.543087,108.09072,1.023654,0.673221,0.663788,430.545274,0.800841,1.053415,0.686732,0.686732,0.830602,-0.029761,0.496579,0.513113,Good
5573.374202,4.279279,0.071175,7400,-0.01441,0.085586,0.042793,0.602918,0.521391,0.036535,3.653456,3275,7200,-0.006951,52.139109,-15010,0.19246,19.245971,11300,0.112136,0.193953,0.096542,0.200905,-0.625823,9.311614,-0.006258,11100,11300,0.118126,0.094104,0.089591,0.052275,19.871795,0.103716,0.093116,0.042782,0.506973,-177878,0.056545,0.198718,-0.00629,19.871795,0.118126,-200,0.110901,0.035236,0.198718,-0.007174,192888,0.200905,0.022715,-134961,0.007265,93554.75882,-192888,0.04241,0.397436,0.013555,0.186232,-143615.25,0.073069,0.035619,0.560239,-119951,0.384919,0.085586,0.042793,0.042793,0.397436,-0.012516,-0.103637,-0.097346,Bad
4659.961696,50,1,7830.966696,0,1,0.5,0.740327,0.741071,0.5,50,4006.20417,8292.264995,0,74.107143,4.612983,0.535714,53.571429,8298.424118,0.479381,0.541935,0.506747,0.541935,0,29.934026,0,8298.424118,7837.12582,1.082474,0.303069,0.506747,0.30026,53.571429,1.082474,0.29934,0.363902,0.737829,99.283017,0.602101,0.535714,0,53.571429,1.082474,461.298298,0.53869,0.528205,0.535714,0,104.278989,0.541935,0.294644,104.278989,0.5,58.793667,103.896,0.528205,0.748758,0.5,0.431346,29.495017,0.747192,0.491124,0.745168,99.666006,0.748758,0.745465,0.491124,0.528205,0.747031,0.001727,0.53869,0.53869,Bad
21753.10954,38.706294,0.781281,34081.4018,0.007155,0.774126,0.387063,0.751507,0.726294,0.392308,39.230769,19099.75952,40793.37832,0.00357,72.629403,66.826984,0.381887,38.188683,40793.37832,0.450094,0.407289,0.389207,0.403719,0.524476,22.202777,0.005245,40673.15078,33961.17425,0.781281,0.23001,0.392777,0.198245,39.230769,0.767079,0.222028,0.408054,0.71857,9728.186053,0.444955,0.392308,0.005632,37.664208,0.759924,6711.976527,0.392172,0.442117,0.376642,0.000909,17971.38381,0.407289,0.261779,17971.38381,0.392172,8664.973457,9795.013037,0.441208,0.766566,0.386539,0.43748,-6550.45586,0.757487,0.465039,0.756052,17904.55682,0.766566,0.748804,0.46413,0.465039,0.757883,0.008683,0.282368,0.276736,Bad
14998.07023,43.939394,0.900942,22799.39823,0.022154,0.878788,0.439394,0.632368,0.661889,0.456698,45.66981,12298.53046,30243.5556,0.011514,66.188851,522.579028,0.354359,35.435892,30243.5556,0.262629,0.475602,0.508103,0.464087,1.730416,23.302165,0.017304,27976.53726,20532.3799,0.928402,0.284578,0.519618,0.269336,45.66981,0.928402,0.233022,0.242793,0.611015,-117.897057,0.52189,0.456698,0.012145,33.705476,0.906248,7444.157361,0.520115,0.459347,0.337055,0.025455,522.579028,0.519618,0.261073,408.540685,0.520115,229.252622,404.681971,0.433892,0.687387,0.50797,0.341127,-92.689677,0.687387,0.469657,0.665792,-114.038343,0.510107,0.642982,0.444203,0.469657,0.465701,0.044406,0.412346,0.400201,Bad
22263.58744,46.338384,0.942036,34422.5759,0.015269,0.926768,0.463384,0.715876,0.732106,0.474211,47.421067,19923.39697,44522.65031,0.007662,73.210631,-477.966585,0.347016,34.701631,44522.65031,0.399819,0.476965,0.518842,0.469302,1.082683,23.967681,0.010827,41222.684,31122.6096,0.942036,0.288192,0.526504,0.256798,47.421067,0.938836,0.239677,0.460048,0.684128,4203.962609,0.538591,0.474211,0.00978,33.618948,0.923568,10100.0744,0.494852,0.466326,0.336189,0.003887,7873.321831,0.526504,0.273191,7395.355247,0.494852,3673.434735,3725.996024,0.462438,0.948432,0.485072,0.478721,-24145.10502,0.948432,0.483591,0.714019,7873.321831,0.692352,0.925637,0.479704,0.483591,0.669558,0.022795,0.392549,0.382769,Bad
750.577134,9.433962,0.173367,1216.935304,-0.015312,0.188679,0.09434,0.416713,0.534746,0.080357,8.035714,637.194393,1206.683176,-0.011424,53.474562,-0.584053,0.116071,11.607143,1382.754962,0.090512,0.257553,0.252717,0.268977,-1.398248,6.272616,-0.013982,1372.502835,1382.754962,0.188679,0.147526,0.241293,0.212857,13.005391,0.173367,0.062726,0.05766,0.452771,-5.407345,0.1047,0.130054,-0.003819,13.005391,0.188679,-10.252127,0.386993,0.048706,0.130054,0.014433,8.720527,0.268977,0.026007,2.729129,0.348735,3.650916,-5.991399,0.034273,0.154909,0.352554,0.074031,-56.941277,0.086256,0.053242,0.547816,3.313182,0.147476,0.093689,0.038809,0.053242,0.154909,-0.007433,0.383174,0.386993,Bad
5607.117644,12.759171,0.277715,8666.776459,0.022531,0.255183,0.127592,0.594401,0.601558,0.167529,16.752865,4995.881057,11386.40179,0.018175,60.155787,14.342871,0.091505,9.150526,11386.40179,0.136626,0.174317,0.17723,0.156142,3.993694,7.231442,0.039937,10311.46109,7591.835756,0.334283,0.102117,0.195404,0.079741,16.752865,0.334283,0.072314,0.10885,0.545799,80.819679,0.17197,0.167529,0.014002,5.156831,0.311752,2719.625332,0.154122,0.261668,0.051568,0.008561,95.16255,0.195404,0.143267,86.961721,0.154122,48.901722,95.16255,0.253108,0.238978,0.140119,0.11734,10.631164,0.238978,0.242278,0.58091,72.61885,0.16775,0.225594,0.233717,0.261668,0.154365,0.013384,0.133916,0.119913,Bad
6228.094947,10.786713,0.231385,8200,0.015651,0.215734,0.107867,0.582003,0.595468,0.161538,16.153846,7175,15200,0.024792,59.546759,-5290,-0.027849,-2.784938,15200,0.065224,0.123562,0.174138,0.09877,5.367133,8.361597,0.053671,8300,1300,0.263761,0.09184,0.19893,0.127412,18.938784,0.263761,0.083616,0.190935,0.466592,-136062,0.139195,0.189388,-0.002101,-8.15207,0.24811,7000,0.269059,0.115108,-0.081521,-0.001061,141352,0.19893,0.064458,-131773,0.266958,77446.25551,-141352,0.116168,0.378776,0.269059,0.167232,-129640.25,0.323077,0.106807,0.532362,-126483,-0.055699,0.215734,0.107867,0.116168,-0.163041,0.107343,0.121221,0.123322,Bad
18439.45249,27.777778,0.733416,23416.30616,0.17786,0.555556,0.277778,0.727267,0.709145,0.370713,37.071312,15779.04914,37682.90145,0.090402,70.914467,350.700796,0.364444,36.444353,37682.90145,0.409397,0.386518,0.27654,0.296116,9.293534,18.925309,0.092935,37185.63159,22919.03629,0.748435,0.195098,0.366941,0.176188,37.071312,0.748435,0.189253,0.366081,0.701196,638.648515,0.383418,0.370713,0.081765,27.150819,0.570575,14266.5953,0.3705,0.407003,0.271508,0.115039,1151.612959,0.386518,0.208695,1151.612959,0.3705,540.345354,989.34931,0.291964,0.716563,0.288734,0.368675,-355.434314,0.716563,0.412391,0.723462,800.912163,0.699241,0.557741,0.297352,0.412391,0.540419,0.158822,0.302861,0.221096,Bad
2718.446974,36.363636,0.769074,3779.562004,0.041801,0.727273,0.363636,0.691676,0.685573,0.393805,39.380531,2374.807388,5338.105305,0.021404,68.557254,15.585436,0.408957,40.895682,5375.682875,0.357958,0.416668,0.369247,0.395264,3.016895,22.345389,0.030169,5375.682875,3817.139574,0.83359,0.22729,0.390651,0.226417,40.895682,0.83359,0.223454,0.245936,0.676723,44.320392,0.451674,0.408957,0.022998,37.878788,0.791789,1558.543301,0.407497,0.439277,0.378788,0.008264,61.775139,0.416668,0.240543,61.775139,0.399067,31.29039,59.905828,0.431013,0.461306,0.376068,0.24963,19.252073,0.44137,0.40035,0.7653,46.189702,0.461306,0.401101,0.392085,0.439277,0.421037,0.040269,0.407497,0.384499,Bad
5807.681695,2.719595,0.042495,7000,-0.011897,0.054392,0.027196,0.691081,0.509541,0.01314,1.313962,2675,6000,-0.01053,50.954052,-19306,0.231529,23.152934,12500,0.119436,0.242859,0.122986,0.253389,-1.405632,11.644815,-0.014056,11500,12500,0.105968,0.118348,0.112456,0.114902,24.558566,0.094072,0.116448,0.019081,0.469615,-180026,0.047997,0.245586,-0.002156,24.558566,0.105968,-1000,0.221736,0.025056,0.245586,-0.004308,199332,0.253389,0.015212,-132813,-0.172237,94632.28744,-199332,0.029363,0.491171,-0.170081,0.232896,-146837.25,0.026279,0.022888,0.566033,-113507,0.463059,0.054392,0.027196,0.029363,0.491171,-0.028113,-0.221736,-0.21958,Bad
3620.564136,18.819777,0.390347,5480.423415,0.013951,0.376396,0.188198,0.549993,0.545689,0.193388,19.338809,2764.162127,7424.547596,0.003563,54.568886,13.85837,0.146604,14.660447,7424.547596,0.062624,0.203321,0.208878,0.199758,0.519033,9.854095,0.00519,6715.339172,4771.214991,0.415366,0.119059,0.212441,0.108778,19.338809,0.415366,0.098541,0.048637,0.524489,37.12866,0.228861,0.193388,0.025883,14.141414,0.401415,1944.124181,0.226249,0.214274,0.141414,0.012919,50.98703,0.212441,0.116427,47.723201,0.226249,25.174809,50.98703,0.201356,0.186822,0.200367,0.089824,0.866304,0.186822,0.201116,0.532636,33.864831,0.126652,0.171901,0.188198,0.214274,0.111731,0.014921,0.164287,0.138405,Bad
5722.296522,28.484848,0.562608,8990.15326,-0.007089,0.569697,0.284848,0.818913,0.818022,0.282211,28.22106,6372.706224,10642.54827,-0.003525,81.802202,16.159468,0.304454,30.445431,10694.10429,0.633957,0.307427,0.28547,0.310952,-0.263789,17.036267,-0.002638,10694.10429,9041.709282,0.620719,0.171477,0.281945,0.17098,30.70922,0.61363,0.170363,0.595848,0.816643,466.276642,0.342244,0.307092,-0.004047,30.70922,0.620719,1652.395005,0.309885,0.285118,0.307092,-0.001185,687.912804,0.310952,0.151588,687.912804,0.28137,343.646727,482.43611,0.286303,0.568922,0.285417,0.319285,-178.34943,0.536163,0.233762,0.864669,671.753336,0.568565,0.536521,0.234947,0.286303,0.568922,-0.000358,0.305838,0.309885,Bad
21481.62005,42.29798,0.860947,32800,0.014987,0.84596,0.42298,0.724685,0.725929,0.435515,43.551533,19300,42700,0.007872,72.592864,-3117,0.344841,34.484135,42700,0.402649,0.433756,0.453314,0.425884,1.253553,22.477899,0.012536,40200,30300,0.866349,0.25634,0.461186,0.232558,43.551533,0.866349,0.224779,0.451857,0.69324,11048,0.494344,0.435515,0.00425,33.230582,0.851362,9900,0.440925,0.424655,0.332306,-0.000575,28175,0.461186,0.244693,25058,0.440925,12615.27801,7931,0.42523,0.871031,0.436675,0.449558,-47779,0.871031,0.422405,0.69942,28175,0.689683,0.84596,0.42298,0.42523,0.664612,0.025071,0.36092,0.356671,Bad
2006.190346,11.188811,0.255774,2813.157713,0.031998,0.223776,0.111888,0.693934,0.679657,0.154527,15.452689,2025.552176,4123.860181,0.020849,67.965736,12.550233,0.163851,16.38509,4123.860181,0.328035,0.172569,0.124199,0.15172,4.263878,8.156899,0.042639,3875.516713,2564.814245,0.346263,0.086821,0.145048,0.089019,16.38509,0.346263,0.081569,0.240956,0.654181,229.745286,0.169157,0.163851,0.013082,12.121212,0.314265,1310.702468,0.18276,0.363981,0.121212,0.007055,242.295519,0.172569,0.198525,240.399192,0.12837,135.817905,242.295519,0.356925,0.297069,0.115288,0.146515,-83.874685,0.297069,0.328922,0.671684,227.848959,0.240514,0.257565,0.321866,0.363981,0.20101,0.039504,0.18276,0.169678,Good
5653.907204,50,0.943939,8800,-0.056061,1,0.5,0.747162,0.747151,0.473451,47.345133,4900,10700,-0.028033,74.715071,-3197,0.4583,45.829981,10700,0.482139,0.47966,0.506747,0.507692,-2.654867,27.691866,-0.026549,10600,8700,1.015385,0.284981,0.478714,0.276931,50,0.959324,0.276919,0.494301,0.739382,14024,0.566106,0.5,-0.026502,48.484848,1.015385,1900,0.5,0.477719,0.484848,-0.029974,17239,0.507692,0.282526,14042,0.473498,8310.708073,10827,0.507692,1,0.5,0.553837,-8527,0.946903,0.470026,0.740584,17239,0.9166,1,0.5,0.507692,0.969697,-0.053097,0.458347,0.484848,Bad
6729.908006,42.121212,0.850205,10782.91438,0.007781,0.842424,0.421212,0.76439,0.764453,0.425768,42.576848,6383.958831,12610.48532,0.003893,76.445308,18.275615,0.396755,39.675494,12610.48532,0.525347,0.405736,0.424991,0.401843,0.455635,23.643096,0.004556,12384.25088,10556.67994,0.850205,0.240002,0.428884,0.236887,42.576848,0.805085,0.236431,0.534781,0.760922,3367.942656,0.475962,0.425768,0.004322,39.219858,0.797304,1827.570938,0.424499,0.421214,0.392199,-0.000299,4264.046528,0.428884,0.230934,4264.046528,0.424499,2232.134476,3386.21827,0.421512,0.832818,0.420177,0.46832,-1790.20252,0.832818,0.375895,0.79911,4245.770914,0.791633,0.829622,0.376194,0.421512,0.788436,0.003196,0.399648,0.395326,Bad
8952.50019,21.101399,0.356199,15503.86649,-0.065829,0.422028,0.211014,0.670454,0.643206,0.173077,17.307692,8574.24963,16748.74132,-0.03674,64.320607,-5.863074,0.176651,17.665123,16748.74132,0.274484,0.219406,0.213143,0.256145,-3.793706,11.298536,-0.037937,15399.65466,14154.77983,0.486934,0.126983,0.176403,0.104178,21.458829,0.421105,0.112985,0.194548,0.631303,158.867409,0.2463,0.214588,-0.014924,21.458829,0.486934,1244.874826,0.215129,0.287346,0.214588,-0.023895,169.20685,0.256145,0.16925,163.343776,0.200206,93.140847,153.004336,0.311241,0.339597,0.215129,0.171373,29.311118,0.30872,0.273768,0.6574,169.20685,0.2457,0.339597,0.297663,0.311241,0.276578,-0.030877,0.131971,0.146895,Bad
6354.26366,45,0.809769,10800,-0.090231,0.9,0.45,0.716993,0.716778,0.406475,40.647482,5550,11300,-0.044995,71.677828,-7499,0.395837,39.583652,11300,0.429734,0.402349,0.454041,0.447344,-4.352518,24.485619,-0.043525,11200,10700,0.9,0.247915,0.409046,0.247491,45,0.800604,0.244856,0.433557,0.71328,17260,0.492316,0.45,-0.047798,43.93617,0.890834,500,0.454545,0.401151,0.439362,-0.044304,18331,0.454041,0.246378,10832,0.406747,8679.115489,9761,0.445455,0.9,0.454545,0.489712,-17096.5,0.81295,0.405696,0.71506,18331,0.791673,0.9,0.45,0.45,0.878723,-0.08705,0.400068,0.447867,Bad
14875.06029,38.636364,0.763491,22199.87411,-0.009236,0.772727,0.386364,0.579179,0.569754,0.394847,39.484667,10150.05267,28299.83206,-0.003163,56.975399,-14809.89294,0.351586,35.158648,28599.83111,0.111397,0.38994,0.401347,0.393103,0.848303,21.378673,0.008483,28599.83111,22499.87317,0.772727,0.228453,0.398183,0.209464,39.484667,0.763213,0.213787,0.139514,0.549055,-29516.41193,0.443404,0.394847,0.000621,34.310345,0.772449,6099.957942,0.408627,0.412671,0.343103,-0.011489,44326.30488,0.401347,0.236931,-28750.04158,0.408627,18971.21816,-44326.30488,0.42416,0.789678,0.408006,0.427566,-59456.61524,0.789678,0.396098,0.559769,-13940.14864,0.703163,0.772713,0.407588,0.42416,0.686198,0.016965,0.301649,0.301029,Bad
5802.708217,23.479021,0.456321,9271.321947,-0.013259,0.46958,0.23479,0.562024,0.499893,0.207692,20.769231,3883.023007,9935.470651,-0.015185,49.989268,-4.016471,0.265989,26.598872,10772.93397,0.052761,0.264347,0.226687,0.279533,-2.70979,14.692546,-0.027098,10772.93397,10108.78526,0.46958,0.143516,0.211502,0.136238,29.308663,0.401948,0.146925,0.055708,0.492138,66.448358,0.252624,0.293087,0.0138,29.308663,0.415207,664.148704,0.282615,0.278476,0.293087,-0.001092,92.292093,0.279533,0.157365,88.275622,0.282615,45.923461,62.431887,0.279568,0.275574,0.268815,0.150712,-6.380221,0.245629,0.265236,0.564307,92.292093,0.258409,0.262794,0.266327,0.279568,0.275574,-0.017165,0.179701,0.1659,Bad
