@relation 'AlgoSelection-TrainSet (1)-weka.filters.unsupervised.attribute.Remove-R41-48-weka.filters.unsupervised.attribute.Remove-R32,40-48-weka.filters.unsupervised.attribute.Remove-R47-54'

@attribute Kappa_tr_vs_tr-x1 numeric
@attribute Kappa_tr_vs_te numeric
@attribute Kappa_tr_vs_te-x1 numeric
@attribute Kappa_tr-x1_vs_te numeric
@attribute Kappa_tr-x1_vs_te-x1 numeric
@attribute Kappa_StDev numeric
@attribute Kappa_Range numeric
@attribute Kappa_Avg numeric
@attribute PercCorrect_tr_vs_tr-x1 numeric
@attribute PercCorrect_tr_vs_te numeric
@attribute PercCorrect_tr_vs_te-x1 numeric
@attribute PercCorrect_tr-x1_vs_te numeric
@attribute PercCorrect_tr-x1_vs_te-x1 numeric
@attribute PercCorrect_StDev numeric
@attribute PercCorrect_Range numeric
@attribute PercCorrect_Avg numeric
@attribute Weighted_AreaUnderROC_tr_vs_tr-x1 numeric
@attribute Weighted_AreaUnderROC_tr_vs_te numeric
@attribute Weighted_AreaUnderROC_tr_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_StDev numeric
@attribute Weighted_AreaUnderROC_Range numeric
@attribute Weighted_AreaUnderROC_Avg numeric
@attribute IR_Recall_tr_vs_tr-x1 numeric
@attribute IR_Recall_tr_vs_te numeric
@attribute IR_Recall_tr_vs_te-x1 numeric
@attribute IR_Recall_tr-x1_vs_te numeric
@attribute IR_Recall_tr-x1_vs_te-x1 numeric
@attribute IR_Recall_StDev numeric
@attribute IR_Recall_Range numeric
@attribute IR_Precision_tr_vs_tr-x1 numeric
@attribute IR_Precision_tr_vs_te numeric
@attribute IR_Precision_tr_vs_te-x1 numeric
@attribute IR_Precision_tr-x1_vs_te numeric
@attribute IR_Precision_tr-x1_vs_te-x1 numeric
@attribute IR_Precision_StDev numeric
@attribute IR_Precision_Range numeric
@attribute SF_Entropy_Gain_tr_vs_tr-x1 numeric
@attribute SF_Entropy_Gain_tr_vs_te numeric
@attribute SF_Entropy_Gain_tr_vs_te-x1 numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te-x1 numeric
@attribute SF_Entropy_Gain_StDev numeric
@attribute SF_Entropy_Gain_Range numeric
@attribute SF_Entropy_Gain_Avg numeric
@attribute KB_Mean_Information_tr_vs_tr-x1 numeric
@attribute KB_Mean_Information_tr_vs_te numeric
@attribute KB_Mean_Information_tr_vs_te-x1 numeric
@attribute KB_Mean_Information_tr-x1_vs_te numeric
@attribute KB_Mean_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Mean_Information_StDev numeric
@attribute KB_Mean_Information_Range numeric
@attribute KB_Mean_Information_Avg numeric
@attribute KB_Relative_Information_tr_vs_tr-x1 numeric
@attribute KB_Relative_Information_tr_vs_te numeric
@attribute KB_Relative_Information_tr_vs_te-x1 numeric
@attribute KB_Relative_Information_tr-x1_vs_te numeric
@attribute KB_Relative_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Relative_Information_StDev numeric
@attribute KB_Relative_Information_Range numeric
@attribute KB_Relative_Information_Avg numeric
@attribute Unweighted_Macro_F_tr_vs_tr-x1 numeric
@attribute Unweighted_Macro_F_tr_vs_te numeric
@attribute Unweighted_Macro_F_tr_vs_te-x1 numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te-x1 numeric
@attribute Unweighted_Macro_F_StDev numeric
@attribute Unweighted_Macro_F_Range numeric
@attribute Unweighted_Macro_F_Avg numeric
@attribute TargetLabel {Bad,Good}

@data
0.047603,0.296383,0.296383,0.24878,0.24878,0.158571,0.296383,0.136291,7.560976,-10.921053,20,-18.482028,12.439024,13.002769,30.921053,65.840019,0.016821,0.150103,0.174517,0.133281,0.157696,0.089674,0.174517,0.63553,0.07561,-0.109211,0.2,-0.18482,0.12439,0.130028,0.309211,0.027592,0.076643,0.481465,0.049051,0.453873,0.225598,0.481465,66.267171,23.785141,81.763366,-42.482029,15.496196,37.692449,81.763366,24.836397,0.09721,-0.138599,0.244899,-0.235808,0.14769,0.161535,0.383498,0.190687,6642.798538,6782.871405,12580.69394,140.072868,5937.895401,5142.153774,12580.69394,6059.760442,0.03835,0.174905,0.288844,0.136555,0.250494,0.132247,0.288844,0.496653,Bad
0.047603,0.296383,0.296383,0.24878,0.24878,0.158571,0.296383,0.136291,7.560976,-10.921053,20,-18.482028,12.439024,13.002769,30.921053,65.840019,0.016821,0.150103,0.174517,0.133281,0.157696,0.089674,0.174517,0.63553,0.07561,-0.109211,0.2,-0.18482,0.12439,0.130028,0.309211,0.027592,0.076643,0.481465,0.049051,0.453873,0.225598,0.481465,66.267171,23.785141,81.763366,-42.482029,15.496196,37.692449,81.763366,24.836397,0.09721,-0.138599,0.244899,-0.235808,0.14769,0.161535,0.383498,0.190687,6642.798538,6782.871405,12580.69394,140.072868,5937.895401,5142.153774,12580.69394,6059.760442,0.03835,0.174905,0.288844,0.136555,0.250494,0.132247,0.288844,0.496653,Bad
0.002132,0.138049,0.060803,0.135917,0.058671,0.064963,0.138049,0.172719,1.211298,6.308908,4.144856,5.097611,2.933559,2.85371,6.308908,59.336699,0.000468,0.116185,0.046957,0.115717,0.046489,0.054809,0.116185,0.635711,0.012113,0.063089,0.041449,0.050976,0.029336,0.028537,0.063089,-0.004276,-0.003012,0.071381,0.001263,0.075656,0.036949,0.075656,8.602928,53.447549,39.880616,44.844621,31.277688,25.322108,53.447549,13.64897,0.010614,0.121626,0.072174,0.111012,0.061561,0.05677,0.121626,0.09055,877.761396,6881.25841,6653.508585,6003.497014,5775.74719,3672.470341,6881.25841,3564.519561,0.005481,0.062502,0.004154,0.05702,-0.001328,0.029737,0.062502,0.566511,Bad
0.039626,0.172192,0.097153,0.132567,0.057527,0.074818,0.172192,0.123359,6.566604,-5.779352,9.442971,-12.345956,2.876367,6.819739,15.222323,62.057829,0.015904,0.097266,0.047485,0.081362,0.031581,0.04288,0.097266,0.63574,0.065666,-0.057794,0.09443,-0.12346,0.028764,0.068197,0.152223,0.029402,-0.066266,0.035093,-0.095668,0.005691,0.046499,0.101359,34.954477,23.023033,44.168849,-11.931444,9.214372,19.098805,44.168849,21.58816,0.057529,0.00198,0.094241,-0.055548,0.036713,0.045772,0.094241,0.141329,4336.101605,6645.494799,8851.796211,2309.393194,4515.694606,3784.961856,8851.796211,4389.491578,0.03249,0.073388,0.09633,0.040898,0.06384,0.042813,0.09633,0.537006,Bad
0.036945,0.635959,0.660683,0.599014,0.623737,0.364096,0.660683,0.077286,4.965826,36.411315,36.152695,31.445489,31.186869,19.619223,36.411315,54.270236,0.006563,0.277469,0.265446,0.270906,0.258883,0.154933,0.277469,0.635824,0.049658,0.364113,0.361527,0.314455,0.311869,0.196192,0.364113,0.016783,0.283731,0.367921,0.266948,0.351138,0.186592,0.367921,60.516531,114.171516,118.927507,53.654985,58.410976,55.64355,118.927507,22.071511,0.071626,0.273342,0.337917,0.201716,0.266291,0.160677,0.337917,0.151478,6219.489439,15433.74399,16280.49609,9214.254547,10061.00666,7793.054527,16280.49609,6658.74351,0.025132,0.343236,0.323699,0.318104,0.298568,0.185728,0.343236,0.524955,Good
0.003446,0.224786,0.178671,0.22134,0.175225,0.117006,0.224786,0.185054,0.853096,0.684099,9.614357,-0.168998,8.761261,4.565901,9.614357,62.231875,0.000325,0.114666,0.032186,0.11434,0.03186,0.054065,0.114666,0.636005,0.008531,0.006841,0.096144,-0.00169,0.087613,0.045659,0.096144,-0.001154,0.021183,0.08797,0.022337,0.089124,0.041924,0.089124,7.724154,7.655472,9.578948,-0.068682,1.854794,4.254113,9.578948,3.576587,0.007357,0.102575,0.118316,0.095218,0.110959,0.062049,0.118316,0.125768,828.471966,8103.544653,8773.788092,7275.072687,7945.316126,4653.288411,8773.788092,4824.742136,0.004041,0.102857,0.111243,0.098816,0.107202,0.060758,0.111243,0.579288,Bad
-0.000422,0.360619,0.295299,0.36104,0.295721,0.191336,0.36104,0.077371,1.157773,2.401946,15.943809,1.244172,14.786036,7.443519,15.943809,58.365225,-0.003205,0.160075,0.082184,0.16328,0.085389,0.077678,0.16328,0.636007,0.011578,0.024019,0.159438,0.012442,0.14786,0.074435,0.159438,-0.008947,0.11114,0.237668,0.120087,0.246615,0.11553,0.246615,7.387869,28.515115,36.445128,21.127247,29.05726,17.198619,36.445128,16.102144,0.010118,0.08031,0.142365,0.070192,0.132247,0.066512,0.142365,0.09487,883.635994,6704.81963,7666.054478,5821.183636,6782.418485,3929.749377,7666.054478,3931.634069,0.004744,0.151704,0.196041,0.146959,0.191296,0.100675,0.196041,0.499956,Bad
0.025952,0.32884,0.289367,0.302888,0.263415,0.172054,0.32884,0.128327,2.598499,17.742915,15.769231,15.144416,13.170732,9.022882,17.742915,56.74157,0.015812,0.08246,0.041302,0.066648,0.025491,0.035988,0.08246,0.636016,0.025985,0.177429,0.157692,0.151444,0.131707,0.090229,0.177429,0.028185,-0.010682,0.160804,-0.038866,0.132619,0.0792,0.171485,7.284074,29.722141,27.319788,22.438067,20.035714,14.701197,29.722141,15.477818,0.019777,0.096174,0.051308,0.076397,0.031531,0.041949,0.096174,0.101842,2391.093132,6748.415198,6934.526194,4357.322065,4543.433061,3403.549182,6934.526194,3451.637915,0.013474,0.21923,0.145888,0.205756,0.132414,0.105977,0.21923,0.549899,Good
-0.000073,0.235596,0.170873,0.235668,0.170946,0.120296,0.235668,0.123328,1.200593,-0.48647,9.74789,-1.687063,8.547297,4.807495,10.23436,59.83509,-0.002927,0.162158,0.08792,0.165085,0.090847,0.079084,0.165085,0.636066,0.012006,-0.004865,0.097479,-0.016871,0.085473,0.048075,0.102344,-0.008002,0.055498,0.123732,0.063499,0.131734,0.060893,0.131734,7.987234,27.988104,35.700757,20.000869,27.713522,16.706369,35.700757,15.390584,0.010869,0.076895,0.137259,0.066026,0.126389,0.063802,0.137259,0.095421,916.089259,6605.475715,7568.158396,5689.386456,6652.069137,3865.385389,7568.158396,3902.423007,0.005043,0.085397,0.102769,0.080354,0.097725,0.053376,0.102769,0.530917,Bad
0.036945,0.577657,0.592501,0.540711,0.555556,0.327534,0.592501,0.108907,4.965826,30.894074,32.743604,25.928248,27.777778,17.074705,32.743604,56.501819,0.006357,0.276686,0.26408,0.270329,0.257722,0.154378,0.276686,0.63608,0.049658,0.308941,0.327436,0.259282,0.277778,0.170747,0.327436,0.016783,0.245608,0.334969,0.228825,0.318186,0.166933,0.334969,63.328085,108.542043,115.806631,45.213959,52.478546,53.271374,115.806631,18.413599,0.07764,0.263214,0.339864,0.185575,0.262225,0.158086,0.339864,0.152179,6459.288593,15292.56424,16304.20886,8833.275643,9844.920263,7731.886331,16304.20886,6636.139642,0.025132,0.299692,0.291641,0.274561,0.26651,0.163803,0.299692,0.543856,Good
0.001497,0.092588,-0.0708,0.091091,-0.072297,0.066963,0.163389,0.220676,0.805336,13.104287,-2.809529,12.298951,-3.614865,7.05836,15.913816,59.280312,-0.00365,0.149413,0.07472,0.153063,0.07837,0.072497,0.153063,0.636108,0.008053,0.131043,-0.028095,0.12299,-0.036149,0.070584,0.159138,-0.001712,-0.096909,-0.046125,-0.095198,-0.044413,0.045768,0.096909,4.044377,59.936449,45.911299,55.892072,41.866922,29.986177,59.936449,16.663882,0.004214,0.171248,0.112913,0.167034,0.108699,0.084268,0.171248,0.07125,574.965671,7652.226858,7028.000563,7077.261187,6453.034892,4086.552102,7652.226858,3439.389301,0.003489,0.115229,-0.032469,0.111741,-0.035958,0.06451,0.147698,0.581575,Bad
0.000252,0.229612,0.144171,0.229359,0.143919,0.11333,0.229612,0.131743,1.200593,3.010033,8.396539,1.809441,7.195946,3.708928,8.396539,59.298802,-0.003939,0.152419,0.076672,0.156358,0.080611,0.074055,0.156358,0.636162,0.012006,0.0301,0.083965,0.018094,0.071959,0.037089,0.083965,-0.007397,0.050977,0.112588,0.058374,0.119985,0.055475,0.119985,4.453289,50.254432,41.349084,45.801143,36.895795,25.484368,50.254432,12.055866,0.007326,0.144963,0.148136,0.137637,0.14081,0.08256,0.148136,0.084463,766.510238,7865.334509,7989.601603,7098.824271,7223.091365,4367.174486,7989.601603,3918.849158,0.005097,0.083708,0.068785,0.078611,0.063688,0.043034,0.083708,0.541034,Bad
0.015593,0.198926,0.201257,0.183333,0.185664,0.111208,0.201257,0.193467,3.793706,2.963149,13.076923,-0.830557,9.283217,5.651952,13.076923,62.926171,0.006739,0.193931,0.196628,0.187192,0.189889,0.110839,0.196628,0.636319,0.037937,0.029631,0.130769,-0.008306,0.092832,0.05652,0.130769,-0.000413,0.049392,0.132451,0.049805,0.132863,0.062593,0.132863,38.092631,99.510096,108.514048,61.417464,70.421417,51.592117,108.514048,24.515634,0.04173,0.127646,0.222257,0.085916,0.180527,0.09847,0.222257,0.151348,3830.174639,10638.58023,12680.53179,6808.405587,8850.357155,5898.434031,12680.53179,6174.006379,0.017237,0.083207,0.107469,0.06597,0.090232,0.051521,0.107469,0.580328,Bad
0.036945,0.577657,0.592501,0.540711,0.555556,0.327534,0.592501,0.108907,4.965826,30.894074,32.743604,25.928248,27.777778,17.074705,32.743604,56.501819,0.006873,0.275103,0.26133,0.26823,0.254457,0.153,0.275103,0.636351,0.049658,0.308941,0.327436,0.259282,0.277778,0.170747,0.327436,0.016783,0.245608,0.334969,0.228825,0.318186,0.166933,0.334969,64.057827,110.240211,116.958923,46.182384,52.901096,53.938374,116.958923,15.726312,0.07752,0.274169,0.350322,0.196649,0.272802,0.164011,0.350322,0.155359,6543.845511,15754.13151,16747.4239,9210.285995,10203.57839,7965.654349,16747.4239,6814.820002,0.025132,0.299692,0.291641,0.274561,0.26651,0.163803,0.299692,0.543856,Good
-0.025099,0.462006,0.440611,0.487105,0.46571,0.268147,0.487105,0.291407,-0.49368,29.516952,22.791806,30.010633,23.285486,15.489352,30.010633,63.346809,-0.012718,0.365944,0.334242,0.378662,0.34696,0.20627,0.378662,0.636367,-0.004937,0.29517,0.227918,0.300106,0.232855,0.154894,0.300106,-0.004755,0.174429,0.224374,0.179184,0.229129,0.118284,0.229129,0.043296,212.404991,143.495614,212.361695,143.452318,106.509559,212.404991,7.357748,-0.021312,0.475071,0.375544,0.496382,0.396856,0.25511,0.496382,0.165329,2872.984296,21092.08016,19373.70847,18219.09586,16500.72417,10937.82663,21092.08016,8506.070754,-0.012241,0.287554,0.23656,0.299795,0.248801,0.156305,0.299795,0.627349,Bad
-0.00076,0.249143,0.139105,0.249904,0.139865,0.12095,0.249904,0.177368,0.676877,12.678626,7.670121,12.001748,6.993243,6.041999,12.678626,59.170471,-0.001929,0.164418,0.091386,0.166347,0.093315,0.080157,0.166347,0.63639,0.006769,0.126786,0.076701,0.120017,0.069932,0.06042,0.126786,-0.004202,0.027086,0.087432,0.031288,0.091633,0.042242,0.091633,5.987021,50.280702,46.688292,44.293681,40.701271,26.418458,50.280702,20.243965,0.006523,0.13442,0.119973,0.127897,0.11345,0.071846,0.13442,0.087574,710.367782,7468.925399,7488.862376,6758.557617,6778.494593,4123.095684,7488.862376,3814.760703,0.002332,0.141791,0.060323,0.139459,0.057991,0.066582,0.141791,0.575512,Bad
0.038416,0.592188,0.560794,0.553772,0.522378,0.322384,0.592188,0.186021,3.111888,25.646395,29.230769,22.534507,26.118881,15.068474,29.230769,60.887352,0.009217,0.369286,0.346041,0.360069,0.336824,0.204092,0.369286,0.636614,0.031119,0.256464,0.292308,0.225345,0.261189,0.150685,0.292308,0.021715,0.196475,0.296206,0.17476,0.274491,0.142198,0.296206,42.722064,200.203837,182.407155,157.481773,139.68509,99.920083,200.203837,37.974917,0.032926,0.340937,0.380737,0.30801,0.34781,0.199939,0.380737,0.171862,4332.862639,18372.74604,18956.97074,14039.8834,14624.1081,9691.157556,18956.97074,8330.99261,0.020556,0.304459,0.291998,0.283903,0.271442,0.166538,0.304459,0.586229,Bad
-0.012163,0.452883,0.410485,0.465045,0.422648,0.253384,0.465045,0.267859,-0.267353,15.309468,20.865024,15.576821,21.132376,10.762123,21.132376,65.397011,-0.000933,0.370042,0.34388,0.370975,0.344813,0.206637,0.370975,0.636701,-0.002674,0.153095,0.20865,0.155768,0.211324,0.107621,0.211324,0.007454,0.185814,0.206726,0.178361,0.199273,0.111534,0.206726,5.045527,164.910985,154.077878,159.865457,149.032351,90.758859,164.910985,5.281358,-0.004739,0.312201,0.374462,0.316939,0.3792,0.201212,0.3792,0.199589,3539.634216,18217.05975,19256.68775,14677.42553,15717.05354,9911.036432,19256.68775,8953.270782,-0.007097,0.228233,0.236341,0.23533,0.243439,0.136231,0.243439,0.624893,Bad
0.037313,0.290971,0.290971,0.253659,0.253659,0.157957,0.290971,0.136157,7.317073,-10.921053,20,-18.238126,12.682927,12.982059,30.921053,65.900995,0.005479,0.237728,0.244345,0.232249,0.238866,0.137626,0.244345,0.636726,0.073171,-0.109211,0.2,-0.182381,0.126829,0.129821,0.309211,0.014107,0.088473,0.493295,0.074366,0.479188,0.232809,0.493295,65.259549,38.96097,108.293775,-26.29858,43.034226,45.510901,108.293775,28.96512,0.089351,-0.194396,0.261477,-0.283746,0.172127,0.189759,0.455873,0.222796,6544.333212,6683.261332,13616.54185,138.928119,7072.208633,5560.352999,13616.54185,6907.982443,0.035371,0.168024,0.281964,0.132654,0.246593,0.12922,0.281964,0.493957,Bad
-0.011371,0.515115,0.523983,0.526486,0.535354,0.303301,0.535354,0.267051,0.078631,27.88079,26.846307,27.80216,26.767677,15.781338,27.88079,63.144875,-0.007709,0.382855,0.400381,0.390564,0.40809,0.22846,0.40809,0.636768,0.000786,0.278808,0.268463,0.278022,0.267677,0.157813,0.278808,0.006358,0.19215,0.274144,0.185792,0.267786,0.136951,0.274144,20.38897,204.443168,162.475704,184.054197,142.086733,101.83194,204.443168,10.184953,-0.003769,0.45414,0.432128,0.457909,0.435896,0.257093,0.457909,0.166043,3910.771885,20350.42116,19772.11636,16439.64928,15861.34448,10577.29139,20350.42116,8363.746163,-0.006052,0.285118,0.262636,0.29117,0.268688,0.160152,0.29117,0.626175,Bad
0.033617,0.322785,0.29199,0.289168,0.258373,0.168795,0.322785,0.235155,5.421265,7.521212,18.339925,2.099947,12.91866,7.695549,18.339925,65.782483,-0.005046,0.335986,0.318596,0.341032,0.323642,0.190562,0.341032,0.636821,0.054213,0.075212,0.183399,0.020999,0.129187,0.076955,0.183399,0.006755,0.164385,0.11137,0.15763,0.104615,0.08066,0.164385,67.292298,97.972162,130.502344,30.679864,63.210046,55.642187,130.502344,1.508894,0.071522,0.172501,0.35781,0.100979,0.286288,0.155295,0.35781,0.223011,6761.634817,15946.47549,19204.51677,9184.840677,12442.88195,8749.403279,19204.51677,8904.873816,0.026974,0.180831,0.219712,0.153857,0.192738,0.109557,0.219712,0.573851,Bad
-0.003851,0.223244,0.073627,0.227095,0.077477,0.106158,0.227095,0.189561,0.698287,15.779872,4.572161,15.081585,3.873874,7.294236,15.779872,58.76904,-0.002556,0.159113,0.098774,0.161669,0.10133,0.079123,0.161669,0.636841,0.006983,0.157799,0.045722,0.150816,0.038739,0.072942,0.157799,-0.008453,0.022003,0.067129,0.030457,0.075583,0.033836,0.075583,9.561429,80.646007,40.9506,71.084578,31.389171,36.384719,80.646007,1.412098,0.010951,0.216531,0.098894,0.20558,0.087944,0.100259,0.216531,0.101604,1001.939209,9746.474149,8645.966597,8744.53494,7644.027388,5056.839772,9746.474149,4421.216534,0.00183,0.145276,0.019753,0.143446,0.017923,0.069614,0.145276,0.572336,Bad
0.031998,0.676296,0.640389,0.644299,0.608392,0.371377,0.676296,0.149372,4.263878,34.566908,34.683458,30.30303,30.41958,18.84063,34.683458,58.612589,-0.005498,0.432999,0.380188,0.438497,0.385687,0.237326,0.438497,0.636846,0.042639,0.345669,0.346835,0.30303,0.304196,0.188406,0.346835,0.013082,0.343453,0.356237,0.330371,0.343155,0.198347,0.356237,10.85376,52.283566,49.287623,41.429806,38.433863,26.588236,52.283566,7.496427,0.031463,0.427104,0.422126,0.395642,0.390663,0.236427,0.427104,0.131681,1156.506805,4224.273915,4158.654186,3067.76711,3002.147381,2139.018323,4224.273915,1591.088231,0.020849,0.33424,0.323506,0.31339,0.302656,0.184105,0.33424,0.569149,Good
-0.005895,0.251726,0.260771,0.257622,0.266667,0.149712,0.266667,0.134121,-0.685112,29.081788,12.648221,29.7669,13.333333,13.964555,29.7669,52.386997,-0.00004,0.150715,0.104268,0.150755,0.104308,0.076022,0.150755,0.636953,-0.006851,0.290818,0.126482,0.297669,0.133333,0.139646,0.297669,0.000447,0.007712,0.140347,0.007266,0.139901,0.068905,0.140347,1.941254,87.017452,45.510852,85.076198,43.569598,41.338148,87.017452,4.484733,-0.001519,0.315798,0.161794,0.317317,0.163313,0.151928,0.317317,0.05938,390.936738,10991.78035,8904.098176,10600.84361,8513.161439,5696.967401,10991.78035,3955.267047,-0.004729,0.297008,0.201035,0.301737,0.205764,0.150346,0.301737,0.500921,Bad
-0.002772,0.293254,0.234841,0.296026,0.237613,0.155096,0.296026,0.157564,0.634058,5.776832,12.514689,5.142774,11.880631,5.797898,12.514689,60.485997,-0.003167,0.194953,0.139955,0.19812,0.143122,0.100152,0.19812,0.637005,0.006341,0.057768,0.125147,0.051428,0.118806,0.057979,0.125147,-0.006801,0.054948,0.13541,0.061749,0.142211,0.065773,0.142211,8.066182,56.1474,57.4913,48.081218,49.425118,30.658462,57.4913,22.427014,0.007711,0.123856,0.159704,0.116145,0.151993,0.081026,0.159704,0.117032,863.726675,8662.689519,9383.314614,7798.962844,8519.587939,4981.309293,9383.314614,4878.963727,0.001682,0.134722,0.130771,0.133041,0.129089,0.076176,0.134722,0.564652,Bad
0.035885,0.27491,0.27491,0.239024,0.239024,0.149082,0.27491,0.128483,7.664165,-11.305668,19.615385,-18.969833,11.95122,13.006789,30.921053,65.621914,0.011682,0.122658,0.202175,0.110976,0.190493,0.096169,0.202175,0.637071,0.076642,-0.113057,0.196154,-0.189698,0.119512,0.130068,0.309211,0.012949,0.100655,0.505477,0.087706,0.492527,0.238041,0.505477,66.460821,17.224046,79.083393,-49.236775,12.622572,38.05485,79.083393,22.100416,0.099839,-0.172429,0.238171,-0.272268,0.138332,0.172792,0.4106,0.190905,6648.698628,5927.713287,12113.64924,-720.985341,5464.950613,4955.928982,12113.64924,5907.082154,0.036683,0.153668,0.267607,0.116985,0.230924,0.121301,0.267607,0.486451,Bad
0.002063,0.287389,0.239789,0.285326,0.237725,0.15283,0.287389,0.215586,0.692523,24.627546,12.578784,23.935023,11.886261,11.635301,24.627546,58.509476,-0.003454,0.294901,0.275551,0.298355,0.279005,0.165866,0.298355,0.637088,0.006925,0.246275,0.125788,0.23935,0.118863,0.116353,0.246275,-0.002422,0.022536,0.124204,0.024958,0.126626,0.059815,0.126626,11.55208,80.054792,77.640075,68.502711,66.087994,42.462019,80.054792,24.162081,0.011927,0.251398,0.256751,0.239471,0.244824,0.143346,0.256751,0.129281,1246.654511,13007.55198,13101.68818,11760.89746,11855.03367,7195.335198,13101.68818,6281.575039,0.002952,0.233158,0.137074,0.230207,0.134122,0.113055,0.233158,0.572985,Bad
-0.002071,0.19774,0.067074,0.199811,0.069144,0.093712,0.199811,0.190577,0.719697,7.692308,4.176904,6.972611,3.457207,3.536285,7.692308,60.489136,-0.002289,0.158595,0.088437,0.160884,0.090725,0.077468,0.160884,0.637185,0.007197,0.076923,0.041769,0.069726,0.034572,0.035363,0.076923,-0.005874,0.009265,0.052533,0.015139,0.058407,0.026446,0.058407,6.698398,43.390012,41.553146,36.691615,34.854749,22.764607,43.390012,18.125289,0.008205,0.119575,0.114805,0.11137,0.106601,0.065406,0.119575,0.09352,794.656267,7306.150498,7509.539477,6511.494231,6714.88321,4061.353198,7509.539477,3898.223905,0.002291,0.100551,0.024119,0.09826,0.021829,0.047144,0.100551,0.58218,Bad
0.008993,0.364326,0.35349,0.355334,0.344498,0.204701,0.364326,0.329683,2.144352,11.182098,19.369232,9.037746,17.22488,8.898554,19.369232,69.090049,-0.007001,0.349205,0.327353,0.356206,0.334353,0.197549,0.356206,0.637187,0.021444,0.111821,0.193692,0.090377,0.172249,0.088986,0.193692,0.001992,0.142402,0.150066,0.14041,0.148074,0.083916,0.150066,6.95803,182.774456,146.134987,175.816426,139.176957,94.178219,182.774456,32.698095,-0.010082,0.292338,0.314083,0.30242,0.324165,0.178238,0.324165,0.211978,3225.319747,17563.97163,18203.58946,14338.65188,14978.26972,9489.560354,18203.58946,8990.940237,0.007312,0.191263,0.216123,0.183951,0.208811,0.115975,0.216123,0.650287,Bad
0.026611,0.560823,0.503884,0.534212,0.477273,0.300769,0.560823,0.231054,3.127514,31.536605,26.99115,28.409091,23.863636,16.15052,31.536605,61.577333,0.015739,0.420026,0.395322,0.404287,0.379583,0.231137,0.420026,0.637254,0.031275,0.315366,0.269912,0.284091,0.238636,0.161505,0.315366,0.018209,0.27581,0.267266,0.257601,0.249057,0.151738,0.27581,12.985757,65.395066,64.686129,52.409309,51.700372,34.216963,65.395066,4.429181,0.044015,0.414363,0.428889,0.370348,0.384873,0.231494,0.428889,0.187059,1409.523495,4638.405231,4672.330435,3228.881736,3262.80694,2352.391843,4672.330435,1940.232683,0.015312,0.297142,0.251926,0.28183,0.236614,0.15531,0.297142,0.610091,Good
-0.007341,0.195147,0.082749,0.202487,0.09009,0.094311,0.202487,0.258354,-0.065876,16.950441,4.438628,17.016317,4.504505,8.02815,17.016317,61.269992,-0.004699,0.063166,0.040346,0.067865,0.045045,0.032654,0.067865,0.637264,-0.000659,0.169504,0.044386,0.170163,0.045045,0.080281,0.170163,-0.005019,-0.048457,0.024466,-0.043438,0.029485,0.030339,0.072923,3.098023,50.45294,32.885981,47.354917,29.787958,24.281326,50.45294,12.9626,0.001504,0.158019,0.04838,0.156515,0.046876,0.074178,0.158019,0.122968,527.06015,8610.134286,7915.588022,8083.074136,7388.527872,4632.112231,8610.134286,4588.966363,-0.00262,0.168209,0.054139,0.170829,0.05676,0.079921,0.170829,0.606783,Bad
-0.007341,0.195147,0.082749,0.202487,0.09009,0.094311,0.202487,0.258354,-0.065876,16.950441,4.438628,17.016317,4.504505,8.02815,17.016317,61.269992,-0.004699,0.063166,0.040346,0.067865,0.045045,0.032654,0.067865,0.637264,-0.000659,0.169504,0.044386,0.170163,0.045045,0.080281,0.170163,-0.005019,-0.048457,0.024466,-0.043438,0.029485,0.030339,0.072923,3.098023,50.45294,32.885981,47.354917,29.787958,24.281326,50.45294,12.9626,0.001504,0.158019,0.04838,0.156515,0.046876,0.074178,0.158019,0.122968,527.06015,8610.134286,7915.588022,8083.074136,7388.527872,4632.112231,8610.134286,4588.966363,-0.00262,0.168209,0.054139,0.170829,0.05676,0.079921,0.170829,0.606783,Bad
-0.012611,0.274504,0.205555,0.287116,0.218167,0.145072,0.287116,0.226624,1.425891,36.993927,12.334218,35.568036,10.908326,17.114552,36.993927,56.54226,-0.00614,0.243994,0.255183,0.250134,0.261324,0.145966,0.261324,0.637275,0.014259,0.369939,0.123342,0.35568,0.109083,0.171146,0.369939,-0.001531,-0.163346,-0.080739,-0.161816,-0.079208,0.07772,0.163346,38.618634,142.428168,113.729908,103.809533,75.111274,65.798548,142.428168,34.799725,0.033101,0.366193,0.259749,0.333092,0.226649,0.177086,0.366193,0.084907,4103.477894,14753.9228,13041.2136,10650.44491,8937.735702,7076.006936,14753.9228,5008.088229,-0.002073,0.351131,0.200505,0.353204,0.202579,0.171265,0.353204,0.533724,Bad
