@relation 'AlgoSelection-TrainSet (1)-weka.filters.unsupervised.attribute.Remove-R41-48-weka.filters.unsupervised.attribute.Remove-R32,40-48-weka.filters.unsupervised.attribute.Remove-R47-54'

@attribute Kappa_tr_vs_tr-x1 numeric
@attribute Kappa_tr_vs_te numeric
@attribute Kappa_tr_vs_te-x1 numeric
@attribute Kappa_tr-x1_vs_te numeric
@attribute Kappa_tr-x1_vs_te-x1 numeric
@attribute Kappa_StDev numeric
@attribute Kappa_Range numeric
@attribute Kappa_Avg numeric
@attribute PercCorrect_tr_vs_tr-x1 numeric
@attribute PercCorrect_tr_vs_te numeric
@attribute PercCorrect_tr_vs_te-x1 numeric
@attribute PercCorrect_tr-x1_vs_te numeric
@attribute PercCorrect_tr-x1_vs_te-x1 numeric
@attribute PercCorrect_StDev numeric
@attribute PercCorrect_Range numeric
@attribute PercCorrect_Avg numeric
@attribute Weighted_AreaUnderROC_tr_vs_tr-x1 numeric
@attribute Weighted_AreaUnderROC_tr_vs_te numeric
@attribute Weighted_AreaUnderROC_tr_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_StDev numeric
@attribute Weighted_AreaUnderROC_Range numeric
@attribute Weighted_AreaUnderROC_Avg numeric
@attribute IR_Recall_tr_vs_tr-x1 numeric
@attribute IR_Recall_tr_vs_te numeric
@attribute IR_Recall_tr_vs_te-x1 numeric
@attribute IR_Recall_tr-x1_vs_te numeric
@attribute IR_Recall_tr-x1_vs_te-x1 numeric
@attribute IR_Recall_StDev numeric
@attribute IR_Recall_Range numeric
@attribute IR_Precision_tr_vs_tr-x1 numeric
@attribute IR_Precision_tr_vs_te numeric
@attribute IR_Precision_tr_vs_te-x1 numeric
@attribute IR_Precision_tr-x1_vs_te numeric
@attribute IR_Precision_tr-x1_vs_te-x1 numeric
@attribute IR_Precision_StDev numeric
@attribute IR_Precision_Range numeric
@attribute SF_Entropy_Gain_tr_vs_tr-x1 numeric
@attribute SF_Entropy_Gain_tr_vs_te numeric
@attribute SF_Entropy_Gain_tr_vs_te-x1 numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te-x1 numeric
@attribute SF_Entropy_Gain_StDev numeric
@attribute SF_Entropy_Gain_Range numeric
@attribute SF_Entropy_Gain_Avg numeric
@attribute KB_Mean_Information_tr_vs_tr-x1 numeric
@attribute KB_Mean_Information_tr_vs_te numeric
@attribute KB_Mean_Information_tr_vs_te-x1 numeric
@attribute KB_Mean_Information_tr-x1_vs_te numeric
@attribute KB_Mean_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Mean_Information_StDev numeric
@attribute KB_Mean_Information_Range numeric
@attribute KB_Mean_Information_Avg numeric
@attribute KB_Relative_Information_tr_vs_tr-x1 numeric
@attribute KB_Relative_Information_tr_vs_te numeric
@attribute KB_Relative_Information_tr_vs_te-x1 numeric
@attribute KB_Relative_Information_tr-x1_vs_te numeric
@attribute KB_Relative_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Relative_Information_StDev numeric
@attribute KB_Relative_Information_Range numeric
@attribute KB_Relative_Information_Avg numeric
@attribute Unweighted_Macro_F_tr_vs_tr-x1 numeric
@attribute Unweighted_Macro_F_tr_vs_te numeric
@attribute Unweighted_Macro_F_tr_vs_te-x1 numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te-x1 numeric
@attribute Unweighted_Macro_F_StDev numeric
@attribute Unweighted_Macro_F_Range numeric
@attribute Unweighted_Macro_F_Avg numeric
@attribute TargetLabel {Bad,Good}

@data
0.019389,0.282387,0.266597,0.262998,0.247209,0.153222,0.282387,0.10696,5.376091,3.116655,17.736538,-2.259436,12.360447,7.77189,17.736538,60.302024,0.016078,0.318604,0.285824,0.302525,0.269746,0.170495,0.318604,0.554674,0.053761,0.031167,0.177365,-0.022594,0.123604,0.077719,0.177365,0.004156,0.156998,0.223695,0.152841,0.219538,0.112068,0.223695,31.231191,46.746808,61.276949,15.515617,30.045758,26.252179,61.276949,7.530724,0.040727,0.105883,0.203582,0.065156,0.162856,0.088801,0.203582,0.081767,3412.457634,7702.740762,9178.082555,4290.283128,5765.624921,4173.726105,9178.082555,3714.109036,0.023811,0.187917,0.248342,0.164107,0.224532,0.12198,0.248342,0.490884,Bad
-0.006341,0.361258,0.411656,0.367599,0.417997,0.225905,0.417997,0.066167,-0.707547,19.642857,20.192308,20.350404,20.899855,11.709386,20.899855,52.718096,-0.005636,0.249104,0.276718,0.25474,0.282353,0.153849,0.282353,0.554955,-0.007075,0.196429,0.201923,0.203504,0.208999,0.117094,0.208999,0.000329,0.209778,0.246683,0.209449,0.246354,0.132533,0.246683,0.729396,12.877231,13.144092,12.147835,12.414696,7.308032,13.144092,3.032684,0.000934,0.165785,0.180696,0.164851,0.179762,0.099937,0.180696,0.034045,82.44051,1479.743435,1509.535024,1397.302926,1427.094514,839.894578,1509.535024,586.131463,-0.004993,0.222007,0.245086,0.227001,0.25008,0.13662,0.25008,0.507552,Bad
0.020855,0.613874,0.563784,0.593019,0.542929,0.334674,0.613874,0.059611,4.138692,19.333746,31.285157,15.195054,27.146465,14.376891,31.285157,57.368485,0.009825,0.325778,0.310505,0.315954,0.30068,0.180995,0.325778,0.555228,0.041387,0.193337,0.312852,0.151951,0.271465,0.143769,0.312852,0.008782,0.245732,0.411197,0.23695,0.402416,0.198957,0.411197,38.715562,93.047206,99.670252,54.331644,60.95469,47.26001,99.670252,14.075086,0.0466,0.19712,0.324409,0.15052,0.277809,0.147847,0.324409,0.085566,4235.141091,10960.73039,12254.609,6725.5893,8019.467909,5769.669339,12254.609,4540.051746,0.017719,0.308922,0.361513,0.291203,0.343794,0.18978,0.361513,0.501873,Good
0.026301,0.389442,0.377311,0.363141,0.35101,0.214077,0.389442,0.110866,3.323656,8.154725,20.874161,4.831069,17.550505,9.157967,20.874161,59.376934,0.013363,0.246604,0.262148,0.233241,0.248785,0.143251,0.262148,0.555431,0.033237,0.081547,0.208742,0.048311,0.175505,0.09158,0.208742,0.023687,0.130837,0.230783,0.107151,0.207096,0.106184,0.230783,35.994534,56.720647,76.655025,20.726113,40.660491,32.747847,76.655025,14.531391,0.048417,0.058534,0.216466,0.010116,0.168049,0.093947,0.216466,0.096003,3774.32496,7144.856725,9209.110481,3370.531764,5434.785521,4033.823083,9209.110481,3828.478944,0.01606,0.204338,0.253302,0.188278,0.237241,0.129197,0.253302,0.535717,Bad
0.011515,0.512088,0.585641,0.500573,0.574126,0.315033,0.585641,0.116022,1.293706,23.787757,30,22.49405,28.706294,15.373561,30,56.61425,0.000725,0.387993,0.445613,0.387268,0.444889,0.24158,0.445613,0.555448,0.012937,0.237878,0.3,0.224941,0.287063,0.153736,0.3,0.01165,0.154767,0.301297,0.143116,0.289647,0.141633,0.301297,9.734355,125.84004,112.73994,116.105686,103.005585,66.397202,125.84004,19.81728,-0.006472,0.292242,0.347579,0.298714,0.354051,0.18795,0.354051,0.059603,1458.731421,12752.03813,12681.11745,11293.30671,11222.38603,6946.455139,12752.03813,4609.901719,0.006276,0.275248,0.294811,0.268973,0.288536,0.162966,0.294811,0.552583,Bad
0.028431,0.702102,0.794165,0.673671,0.765734,0.42555,0.794165,0.124529,3.059441,27.184857,41.346154,24.125416,38.286713,19.803896,41.346154,59.025464,0.006421,0.472597,0.504351,0.466175,0.497929,0.280479,0.504351,0.555476,0.030594,0.271849,0.413462,0.241254,0.382867,0.198039,0.413462,0.010559,0.257823,0.448963,0.247264,0.438404,0.215643,0.448963,49.912306,211.143203,205.25111,161.230898,155.338804,107.765553,211.143203,1.180938,0.044973,0.383958,0.582237,0.338986,0.537264,0.278586,0.582237,0.127717,5022.867092,19852.33424,21884.4144,14829.46715,16861.5473,10826.76539,21884.4144,8096.538132,0.017292,0.347828,0.414146,0.330536,0.396855,0.216785,0.414146,0.552854,Bad
0.005757,0.553973,0.518694,0.548217,0.512937,0.308336,0.553973,0.095242,2.43007,17.505034,28.076923,15.074964,25.646853,13.220645,28.076923,58.381609,-0.002156,0.410875,0.367923,0.413031,0.37008,0.226125,0.413031,0.555605,0.024301,0.17505,0.280769,0.15075,0.256469,0.132206,0.280769,-0.004594,0.179439,0.323534,0.184033,0.328128,0.157901,0.328128,32.577811,96.603342,96.398733,64.025531,63.820921,48.182514,96.603342,2.370009,0.032867,0.295619,0.391204,0.262752,0.358336,0.193238,0.391204,0.129307,3919.999474,15819.99521,16932.4824,11899.99573,13012.48293,8487.833659,16932.4824,6911.835453,0.008867,0.269937,0.30466,0.26107,0.295793,0.163966,0.30466,0.529508,Bad
0.033172,0.524924,0.619885,0.491752,0.586713,0.323519,0.619885,0.152313,3.164336,19.395892,32.5,16.231556,29.335664,15.10581,32.5,60.081097,0.008139,0.368697,0.39455,0.360557,0.38641,0.218261,0.39455,0.555623,0.031643,0.193959,0.325,0.162316,0.293357,0.151058,0.325,0.017321,0.167967,0.334559,0.150647,0.317238,0.155866,0.334559,36.968534,181.674029,171.991592,144.705495,135.023058,92.744222,181.674029,11.280577,0.031706,0.321809,0.482289,0.290102,0.450583,0.232757,0.482289,0.115449,3990.266968,16819.29603,18510.83868,12829.02907,14520.57171,9218.43445,18510.83868,7038.689555,0.018998,0.26163,0.319447,0.242632,0.300449,0.164149,0.319447,0.570429,Bad
-0.031778,-0.035233,-0.058002,-0.003455,-0.026224,0.023863,0.058002,0.20402,-0.050282,5.631537,-1.36147,5.681818,-1.311189,3.115482,6.993007,59.122045,-0.045331,0.015377,0.091856,0.060708,0.137187,0.05707,0.137187,0.555671,-0.000503,0.056315,-0.013615,0.056818,-0.013112,0.031155,0.06993,0.001951,-0.182082,-0.175729,-0.184033,-0.17768,0.10389,0.184033,-1.739738,2.179269,0.423361,3.919008,2.163099,1.609243,3.919008,0.287685,-0.01667,0.033139,-0.016114,0.049809,0.000556,0.02335,0.049809,0.043597,-37.481249,458.842279,338.167953,496.323528,375.649203,246.358531,496.323528,303.764761,-0.01366,0.069007,0.037469,0.082667,0.051129,0.037411,0.082667,0.562876,Bad
0.043492,0.262279,0.22531,0.218787,0.181818,0.130301,0.262279,0.09254,8.165728,18.771789,17.256637,10.606061,9.090909,8.728686,18.771789,56.208099,0.010428,0.155493,0.117771,0.145065,0.107343,0.077538,0.155493,0.555724,0.081657,0.187718,0.172566,0.106061,0.090909,0.087287,0.187718,0.029159,0.177703,0.181936,0.148544,0.152778,0.096157,0.181936,10.648967,13.000112,11.619474,2.351145,0.970506,5.95673,13.000112,0.4001,0.077341,0.189302,0.167,0.111961,0.089659,0.086976,0.189302,0.048421,1072.676973,1879.345126,1798.631706,806.668153,725.954734,870.913718,1879.345126,584.529589,0.039773,0.107433,0.085341,0.067661,0.045568,0.047914,0.107433,0.526463,Bad
0.000647,0.37136,0.387022,0.370713,0.386375,0.218833,0.387022,0.093816,-1.454034,-7.702429,17.864721,-6.248395,19.318755,10.979245,25.567151,60.515243,0.014202,0.202879,0.215634,0.188677,0.201433,0.116974,0.215634,0.555732,-0.01454,-0.077024,0.178647,-0.062484,0.193188,0.109792,0.255672,0.028087,0.019557,0.304175,-0.00853,0.276088,0.144626,0.304175,13.396274,9.986903,53.19783,-3.409372,39.801555,23.402598,53.19783,15.555924,0.007976,-0.11969,0.217286,-0.127666,0.20931,0.140019,0.336976,0.136558,2119.466465,4177.320114,8788.609916,2057.853649,6669.143451,3754.530989,8788.609916,4702.119477,-0.006981,0.17432,0.271345,0.181301,0.278326,0.136569,0.278326,0.51723,Bad
0.000647,0.37136,0.387022,0.370713,0.386375,0.218833,0.387022,0.093816,-1.454034,-7.702429,17.864721,-6.248395,19.318755,10.979245,25.567151,60.515243,0.014202,0.202879,0.215634,0.188677,0.201433,0.116974,0.215634,0.555732,-0.01454,-0.077024,0.178647,-0.062484,0.193188,0.109792,0.255672,0.028087,0.019557,0.304175,-0.00853,0.276088,0.144626,0.304175,13.396274,9.986903,53.19783,-3.409372,39.801555,23.402598,53.19783,15.555924,0.007976,-0.11969,0.217286,-0.127666,0.20931,0.140019,0.336976,0.136558,2119.466465,4177.320114,8788.609916,2057.853649,6669.143451,3754.530989,8788.609916,4702.119477,-0.006981,0.17432,0.271345,0.181301,0.278326,0.136569,0.278326,0.51723,Bad
0.000647,0.37136,0.387022,0.370713,0.386375,0.218833,0.387022,0.093816,-1.454034,-7.702429,17.864721,-6.248395,19.318755,10.979245,25.567151,60.515243,0.014202,0.202879,0.215634,0.188677,0.201433,0.116974,0.215634,0.555732,-0.01454,-0.077024,0.178647,-0.062484,0.193188,0.109792,0.255672,0.028087,0.019557,0.304175,-0.00853,0.276088,0.144626,0.304175,13.396274,9.986903,53.19783,-3.409372,39.801555,23.402598,53.19783,15.555924,0.007976,-0.11969,0.217286,-0.127666,0.20931,0.140019,0.336976,0.136558,2119.466465,4177.320114,8788.609916,2057.853649,6669.143451,3754.530989,8788.609916,4702.119477,-0.006981,0.17432,0.271345,0.181301,0.278326,0.136569,0.278326,0.51723,Bad
-0.006341,0.361258,0.411656,0.367599,0.417997,0.225905,0.417997,0.066167,-0.707547,19.642857,20.192308,20.350404,20.899855,11.709386,20.899855,52.718096,-0.002932,0.252947,0.27208,0.25588,0.275012,0.152613,0.275012,0.555757,-0.007075,0.196429,0.201923,0.203504,0.208999,0.117094,0.208999,0.000329,0.209778,0.246683,0.209449,0.246354,0.132533,0.246683,0.72927,13.157439,13.419689,12.428169,12.690419,7.468339,13.419689,3.047901,0.000867,0.166826,0.181418,0.165958,0.18055,0.100456,0.181418,0.034783,82.428902,1492.4243,1521.410605,1409.995398,1438.981703,846.975532,1521.410605,593.017335,-0.004993,0.222007,0.245086,0.227001,0.25008,0.13662,0.25008,0.507552,Bad
0.020517,0.32512,0.310921,0.304603,0.290404,0.177978,0.32512,0.124054,3.482429,4.797302,18.002631,1.314873,14.520202,7.885546,18.002631,60.295677,0.007488,0.223752,0.204939,0.216264,0.197451,0.121871,0.223752,0.555863,0.034824,0.047973,0.180026,0.013149,0.145202,0.078855,0.180026,0.018699,0.103294,0.184612,0.084595,0.165913,0.084851,0.184612,29.538752,43.061736,60.92534,13.522984,31.386588,25.699944,60.92534,12.836961,0.040615,0.035089,0.171964,-0.005527,0.131348,0.075537,0.171964,0.084395,3144.649194,5717.501402,7555.97279,2572.852209,4411.323596,3280.379641,7555.97279,3225.708559,0.015058,0.176487,0.226533,0.161429,0.211475,0.114009,0.226533,0.538201,Bad
0.031574,0.708235,0.713393,0.67666,0.681818,0.401486,0.713393,0.03191,2.476864,26.520752,36.567774,24.043887,34.090909,17.999834,36.567774,54.267335,0.016113,0.407641,0.394257,0.391528,0.378144,0.226998,0.407641,0.555973,0.024769,0.265208,0.365678,0.240439,0.340909,0.179998,0.365678,0.029924,0.266912,0.423938,0.236988,0.394014,0.201645,0.423938,24.445419,115.092241,110.446942,90.646822,86.001523,58.932883,115.092241,17.487,0.01588,0.244065,0.331311,0.228185,0.315432,0.165521,0.331311,0.054108,2749.0247,10727.37344,11254.92537,7978.348742,8505.900666,5668.551612,11254.92537,3933.468267,0.01546,0.353795,0.400276,0.338334,0.384816,0.214154,0.400276,0.504863,Bad
0.001996,0.369595,0.419993,0.367599,0.417997,0.228289,0.419993,0.068251,-0.707547,19.642857,20.192308,20.350404,20.899855,11.709386,20.899855,52.718096,-0.002649,0.253587,0.272719,0.256236,0.275368,0.1529,0.275368,0.556006,-0.007075,0.196429,0.201923,0.203504,0.208999,0.117094,0.208999,0.005913,0.240061,0.276966,0.234148,0.271053,0.148333,0.276966,0.667177,14.888384,15.110777,14.221207,14.443599,8.47228,15.110777,2.995486,0.000203,0.162328,0.175612,0.162126,0.175409,0.097647,0.175612,0.036628,74.846123,1472.296987,1498.600428,1397.450864,1423.754305,836.645122,1498.600428,595.600694,-0.001249,0.211579,0.234658,0.212828,0.235907,0.129522,0.235907,0.501401,Bad
0.001996,0.369595,0.419993,0.367599,0.417997,0.228289,0.419993,0.068251,-0.707547,19.642857,20.192308,20.350404,20.899855,11.709386,20.899855,52.718096,-0.002649,0.253587,0.272719,0.256236,0.275368,0.1529,0.275368,0.556006,-0.007075,0.196429,0.201923,0.203504,0.208999,0.117094,0.208999,0.005913,0.240061,0.276966,0.234148,0.271053,0.148333,0.276966,0.577935,12.808523,13.001168,12.230588,12.423233,7.288025,13.001168,3.219492,0.000031,0.14116,0.152441,0.141129,0.15241,0.084871,0.152441,0.032288,63.742992,1283.094763,1305.334005,1219.35177,1241.591013,729.334958,1305.334005,520.754549,-0.001249,0.211579,0.234658,0.212828,0.235907,0.129522,0.235907,0.501401,Bad
0.001996,0.369595,0.419993,0.367599,0.417997,0.228289,0.419993,0.068251,-0.707547,19.642857,20.192308,20.350404,20.899855,11.709386,20.899855,52.718096,-0.002649,0.253587,0.272719,0.256236,0.275368,0.1529,0.275368,0.556006,-0.007075,0.196429,0.201923,0.203504,0.208999,0.117094,0.208999,0.005913,0.240061,0.276966,0.234148,0.271053,0.148333,0.276966,0.667177,14.888384,15.110777,14.221207,14.443599,8.47228,15.110777,2.995486,0.000203,0.162328,0.175612,0.162126,0.175409,0.097647,0.175612,0.036628,74.846123,1472.296987,1498.600428,1397.450864,1423.754305,836.645122,1498.600428,595.600694,-0.001249,0.211579,0.234658,0.212828,0.235907,0.129522,0.235907,0.501401,Bad
0.001996,0.369595,0.419993,0.367599,0.417997,0.228289,0.419993,0.068251,-0.707547,19.642857,20.192308,20.350404,20.899855,11.709386,20.899855,52.718096,-0.002649,0.253587,0.272719,0.256236,0.275368,0.1529,0.275368,0.556006,-0.007075,0.196429,0.201923,0.203504,0.208999,0.117094,0.208999,0.005913,0.240061,0.276966,0.234148,0.271053,0.148333,0.276966,0.577935,12.808523,13.001168,12.230588,12.423233,7.288025,13.001168,3.219492,0.000031,0.14116,0.152441,0.141129,0.15241,0.084871,0.152441,0.032288,63.742992,1283.094763,1305.334005,1219.35177,1241.591013,729.334958,1305.334005,520.754549,-0.001249,0.211579,0.234658,0.212828,0.235907,0.129522,0.235907,0.501401,Bad
-0.010608,0.409373,0.458694,0.419981,0.469302,0.254486,0.469302,0.140881,-0.792683,-5.526316,22.672414,-4.733633,23.465097,12.627329,28.19873,63.411646,-0.002712,0.331647,0.398394,0.334359,0.401106,0.213278,0.401106,0.556039,-0.007927,-0.055263,0.226724,-0.047336,0.234651,0.126273,0.281987,0.017249,0.03076,0.325015,0.01351,0.307766,0.155018,0.325015,3.605431,23.673676,64.731927,20.068245,61.126496,29.704976,64.731927,25.543336,-0.005029,-0.000424,0.320596,0.004605,0.325625,0.161223,0.325625,0.171599,2548.022672,9207.699659,13427.21323,6659.676987,10879.19056,6137.83748,13427.21323,6724.254895,-0.009099,0.207254,0.316992,0.216353,0.326091,0.160392,0.326091,0.543761,Bad
-0.01888,0.110558,0.132063,0.129438,0.150943,0.076388,0.150943,0.076128,-0.404313,3.571429,7.142857,3.975741,7.54717,3.529169,7.54717,54.565364,-0.014276,0.164906,0.192125,0.179182,0.206401,0.107919,0.206401,0.55614,-0.004043,0.035714,0.071429,0.039757,0.075472,0.035292,0.075472,-0.0108,0.047181,0.069503,0.057982,0.080303,0.038169,0.080303,-0.252928,7.442297,8.444299,7.695225,8.697226,4.678142,8.697226,1.834836,-0.00397,0.056332,0.093555,0.060303,0.097525,0.046971,0.097525,0.036961,1.977799,774.631668,874.831802,772.653869,872.854004,477.344826,874.831802,409.674411,-0.006489,0.11152,0.130567,0.118008,0.137056,0.072226,0.137056,0.503601,Bad
0.020636,0.320188,0.305989,0.299553,0.285354,0.175104,0.320188,0.121559,3.535354,4.597701,17.80303,1.062348,14.267677,7.797763,17.80303,60.182645,0.007776,0.22621,0.206273,0.218434,0.198497,0.122913,0.22621,0.556177,0.035354,0.045977,0.17803,0.010623,0.142677,0.077978,0.17803,0.018771,0.101059,0.182376,0.082288,0.163605,0.083654,0.182376,29.555919,43.047949,60.940953,13.49203,31.385034,25.702939,60.940953,12.921274,0.040703,0.034538,0.171399,-0.006165,0.130696,0.07532,0.171399,0.084392,3145.381314,5700.244564,7540.256643,2554.86325,4394.875329,3271.971651,7540.256643,3220.728625,0.015305,0.173916,0.223962,0.15861,0.208657,0.112487,0.223962,0.536854,Bad
0.020636,0.320188,0.305989,0.299553,0.285354,0.175104,0.320188,0.121559,3.535354,4.597701,17.80303,1.062348,14.267677,7.797763,17.80303,60.182645,0.007776,0.22621,0.206273,0.218434,0.198497,0.122913,0.22621,0.556177,0.035354,0.045977,0.17803,0.010623,0.142677,0.077978,0.17803,0.018771,0.101059,0.182376,0.082288,0.163605,0.083654,0.182376,29.555919,43.047949,60.940953,13.49203,31.385034,25.702939,60.940953,12.921274,0.040703,0.034538,0.171399,-0.006165,0.130696,0.07532,0.171399,0.084392,3145.381314,5700.244564,7540.256643,2554.86325,4394.875329,3271.971651,7540.256643,3220.728625,0.015305,0.173916,0.223962,0.15861,0.208657,0.112487,0.223962,0.536854,Bad
-0.004504,0.377794,0.422264,0.382297,0.426768,0.232973,0.426768,0.109739,-0.586705,14.035378,20.751678,14.622083,21.338384,10.575951,21.338384,56.519773,0.006526,0.200558,0.219909,0.194032,0.213384,0.119785,0.219909,0.556343,-0.005867,0.140354,0.207517,0.146221,0.213384,0.10576,0.213384,0.020601,0.133053,0.239213,0.112452,0.218612,0.110701,0.239213,5.986961,46.444912,48.785331,40.457951,42.79837,25.895633,48.785331,8.544285,-0.002544,0.124367,0.190203,0.126911,0.192747,0.095413,0.192747,0.060873,1357.481286,6747.429598,7409.50423,5389.948312,6052.022944,3745.977642,7409.50423,3079.256948,-0.006621,0.187774,0.211162,0.194395,0.217783,0.117494,0.217783,0.550379,Good
-0.004504,0.377794,0.422264,0.382297,0.426768,0.232973,0.426768,0.109739,-0.586705,14.035378,20.751678,14.622083,21.338384,10.575951,21.338384,56.519773,0.006526,0.200558,0.219909,0.194032,0.213384,0.119785,0.219909,0.556343,-0.005867,0.140354,0.207517,0.146221,0.213384,0.10576,0.213384,0.020601,0.133053,0.239213,0.112452,0.218612,0.110701,0.239213,5.986961,46.444912,48.785331,40.457951,42.79837,25.895633,48.785331,8.544285,-0.002544,0.124367,0.190203,0.126911,0.192747,0.095413,0.192747,0.060873,1357.481286,6747.429598,7409.50423,5389.948312,6052.022944,3745.977642,7409.50423,3079.256948,-0.006621,0.187774,0.211162,0.194395,0.217783,0.117494,0.217783,0.550379,Good
-0.004504,0.377794,0.422264,0.382297,0.426768,0.232973,0.426768,0.109739,-0.586705,14.035378,20.751678,14.622083,21.338384,10.575951,21.338384,56.519773,0.006526,0.200558,0.219909,0.194032,0.213384,0.119785,0.219909,0.556343,-0.005867,0.140354,0.207517,0.146221,0.213384,0.10576,0.213384,0.020601,0.133053,0.239213,0.112452,0.218612,0.110701,0.239213,5.986961,46.444912,48.785331,40.457951,42.79837,25.895633,48.785331,8.544285,-0.002544,0.124367,0.190203,0.126911,0.192747,0.095413,0.192747,0.060873,1357.481286,6747.429598,7409.50423,5389.948312,6052.022944,3745.977642,7409.50423,3079.256948,-0.006621,0.187774,0.211162,0.194395,0.217783,0.117494,0.217783,0.550379,Good
-0.004504,0.377794,0.422264,0.382297,0.426768,0.232973,0.426768,0.109739,-0.586705,14.035378,20.751678,14.622083,21.338384,10.575951,21.338384,56.519773,0.006526,0.200558,0.219909,0.194032,0.213384,0.119785,0.219909,0.556343,-0.005867,0.140354,0.207517,0.146221,0.213384,0.10576,0.213384,0.020601,0.133053,0.239213,0.112452,0.218612,0.110701,0.239213,5.986961,46.444912,48.785331,40.457951,42.79837,25.895633,48.785331,8.544285,-0.002544,0.124367,0.190203,0.126911,0.192747,0.095413,0.192747,0.060873,1357.481286,6747.429598,7409.50423,5389.948312,6052.022944,3745.977642,7409.50423,3079.256948,-0.006621,0.187774,0.211162,0.194395,0.217783,0.117494,0.217783,0.550379,Good
-0.016332,0.428428,0.517394,0.44476,0.533726,0.280194,0.533726,0.078125,-0.956848,3.54251,25.729443,4.499358,26.686291,12.583493,26.686291,58.305839,-0.006195,0.325313,0.392485,0.331508,0.39868,0.210805,0.39868,0.556439,-0.009568,0.035425,0.257294,0.044994,0.266863,0.125835,0.266863,0.014262,0.025025,0.32018,0.010763,0.305918,0.153884,0.32018,5.090285,61.546631,70.983592,56.456345,65.893307,37.048248,70.983592,31.151317,-0.013446,0.144479,0.251251,0.157925,0.264697,0.126025,0.264697,0.098487,1583.334746,9337.38982,10422.70996,7754.055074,8839.375212,5305.378752,10422.70996,4755.129277,-0.012149,0.211859,0.297319,0.224007,0.309467,0.154565,0.309467,0.526359,Good
-0.005562,0.458292,0.459084,0.463854,0.464646,0.266439,0.464646,0.049313,0.130043,13.236974,23.362366,13.106931,23.232323,11.310359,23.362366,55.089111,0.006922,0.218593,0.19709,0.211671,0.190169,0.118359,0.218593,0.556573,0.0013,0.13237,0.233624,0.131069,0.232323,0.113104,0.233624,0.016447,0.157328,0.279088,0.14088,0.262641,0.131201,0.279088,1.493837,29.174747,32.890054,27.68091,31.396217,17.561586,32.890054,4.672812,-0.005256,0.093528,0.15906,0.098784,0.164316,0.079124,0.164316,0.058155,1051.727315,5627.712847,6355.215618,4575.985532,5303.488303,3198.462389,6355.215618,2752.715792,-0.005,0.227222,0.266708,0.232223,0.271708,0.144942,0.271708,0.514172,Good
-0.020432,0.347167,0.397565,0.367599,0.417997,0.221997,0.417997,0.062644,-1.600404,18.75,19.299451,20.350404,20.899855,11.466754,20.899855,52.494881,-0.025698,0.243354,0.262486,0.269052,0.288184,0.153998,0.288184,0.556652,-0.016004,0.1875,0.192995,0.203504,0.208999,0.114668,0.208999,-0.005357,0.209648,0.246553,0.215004,0.251909,0.134107,0.251909,-3.749574,11.128594,11.39152,14.878168,15.141094,7.737104,15.141094,3.129202,-0.018296,0.14927,0.163448,0.167567,0.181744,0.096022,0.181744,0.037692,-127.163062,1352.854911,1382.121478,1480.017972,1509.28454,827.944049,1509.28454,594.57734,-0.013729,0.209759,0.232838,0.223488,0.246567,0.132185,0.246567,0.503611,Bad
-0.020432,0.347167,0.397565,0.367599,0.417997,0.221997,0.417997,0.062644,-1.600404,18.75,19.299451,20.350404,20.899855,11.466754,20.899855,52.494881,-0.026374,0.243034,0.262166,0.269408,0.28854,0.154028,0.28854,0.556661,-0.016004,0.1875,0.192995,0.203504,0.208999,0.114668,0.208999,-0.005357,0.209648,0.246553,0.215004,0.251909,0.134107,0.251909,-3.749574,11.12198,11.384818,14.871554,15.134392,7.733336,15.134392,3.12651,-0.018287,0.149098,0.163271,0.167385,0.181558,0.095919,0.181558,0.037609,-127.163062,1350.965132,1380.220857,1478.128194,1507.383918,826.852062,1507.383918,593.647031,-0.013729,0.209759,0.232838,0.223488,0.246567,0.132185,0.246567,0.503611,Bad
-0.006341,0.361258,0.411656,0.367599,0.417997,0.225905,0.417997,0.066167,-0.707547,19.642857,20.192308,20.350404,20.899855,11.709386,20.899855,52.718096,-0.006565,0.253587,0.272719,0.260152,0.279284,0.154048,0.279284,0.556985,-0.007075,0.196429,0.201923,0.203504,0.208999,0.117094,0.208999,0.000329,0.209778,0.246683,0.209449,0.246354,0.132533,0.246683,0.757187,15.27717,15.544445,14.519983,14.787257,8.685041,15.544445,2.914726,0.000773,0.168852,0.183984,0.168079,0.18321,0.10182,0.183984,0.037685,83.847141,1531.915406,1562.703459,1448.068265,1478.856317,869.899557,1562.703459,617.555377,-0.004993,0.222007,0.245086,0.227001,0.25008,0.13662,0.25008,0.507552,Bad
